radio,mcc,mnc,lac,cid,long,lat,operator
UMTS,404,67,61872,1546239,83.403396606445,21.889572143555,Jio
UMTS,404,67,61872,1549369,83.403396606445,21.889572143555,Jio
UMTS,404,83,62811,2372709,88.37471,22.548752,Jio
UMTS,404,83,62811,2375218,88.363022,22.557572,Jio
UMTS,404,83,62811,2375219,88.369956,22.550781,Jio
UMTS,404,83,62811,2374417,88.352737,22.561455,Jio
UMTS,404,83,62811,2374418,88.352737426758,22.55973815918,Jio
UMTS,404,67,61861,1478835,81.358414,21.201553,Jio
UMTS,404,67,61861,1461263,81.35788,21.20018,Jio
UMTS,404,83,62811,2371339,88.384971,22.563323,Jio
UMTS,404,52,52811,1781873,85.856609,20.301189,Jio
UMTS,404,52,52811,1781875,85.855408,20.300331,Jio
UMTS,404,83,62811,2375469,88.400802612305,22.61604309082,Jio
UMTS,404,85,63821,2183571,86.945801,23.713303,Jio
UMTS,404,18,60811,864251,77.21809387207,31.102981567383,Jio
UMTS,404,85,63841,2340011,89.384857,26.862946,Jio
UMTS,404,85,63825,2186720,87.455978393555,23.457870483398,Jio
UMTS,404,67,61831,1280505,79.97428894043,23.158493041992,Jio
UMTS,404,83,62122,2370389,88.38020324707,22.55973815918,Jio
UMTS,404,83,62811,2370389,88.38020324707,22.55973815918,Jio
UMTS,404,67,61831,1280495,79.935013,23.141739,Jio
UMTS,404,83,62821,2450685,88.264846801758,22.370223999023,Jio
UMTS,404,9,51832,435049,90.271224975586,26.406326293945,Jio
UMTS,404,36,36821,537200,85.122528,25.593109,Jio
UMTS,404,83,62811,2373827,88.407669067383,22.587203979492,Jio
UMTS,404,83,62821,2444384,88.363998,22.489563,Jio
UMTS,404,67,61834,1281475,80.387525,23.828784,Jio
UMTS,404,67,61811,1130004,75.886001586914,22.710800170898,Jio
UMTS,404,36,36851,746887,86.406784057617,23.76823425293,Jio
UMTS,404,83,62811,2374327,88.425522,22.611237,Jio
UMTS,404,36,36821,539111,85.139236450195,25.597457885742,Jio
UMTS,404,67,61871,1549359,81.671676635742,21.255111694336,Jio
UMTS,404,67,61811,1126954,75.863342,22.684708,Jio
UMTS,404,67,61821,1223539,77.407455,23.223953,Jio
UMTS,404,83,62811,2372799,88.399429321289,22.525405883789,Jio
UMTS,404,83,62811,2372058,88.400803,22.527237,Jio
UMTS,404,36,36841,669621,85.337334,23.369637,Jio
UMTS,404,83,62811,2374219,88.380092,22.559553,Jio
UMTS,404,83,62811,2372868,88.372361,22.56599,Jio
UMTS,404,83,62811,2375107,88.371115,22.565676,Jio
UMTS,404,83,62811,2375178,88.377447,22.562597,Jio
UMTS,404,83,62122,2374219,88.38020324707,22.55973815918,Jio
UMTS,404,85,63821,2182961,86.990433,23.68721,Jio
UMTS,404,85,63825,2186520,87.218399047852,23.618545532227,Jio
UMTS,404,9,51822,355812,94.903427,27.482986,Jio
UMTS,404,36,36831,601965,85.400161743164,26.10969543457,Jio
UMTS,404,36,36831,601966,85.400161743164,26.10969543457,Jio
UMTS,404,85,63825,2186249,87.339248657227,23.536148071289,Jio
UMTS,404,83,62811,2374349,88.388442993164,22.640762329102,Jio
UMTS,404,83,62811,2372737,88.381027,22.569626,Jio
UMTS,404,83,62811,2385977,88.376914,22.559067,Jio
UMTS,404,83,62811,2374198,88.372318,22.555787,Jio
UMTS,404,83,62811,2375207,88.368407,22.561288,Jio
UMTS,404,83,62811,2374689,88.367601,22.557638,Jio
UMTS,404,83,62811,2374688,88.365097,22.556358,Jio
UMTS,404,83,62811,2375137,88.37677,22.544403,Jio
UMTS,404,83,62811,2375139,88.363429,22.551564,Jio
UMTS,404,83,62811,2373538,88.36409,22.548294,Jio
UMTS,404,83,62811,2373928,88.363586,22.589127,Jio
UMTS,404,83,62811,2373438,88.363724,22.587891,Jio
UMTS,404,83,62811,2371589,88.364116,22.592403,Jio
UMTS,404,83,62811,2371587,88.364182,22.593155,Jio
UMTS,404,83,62811,2401708,88.36392,22.591912,Jio
UMTS,404,83,62811,2374248,88.35823059082,22.566604614258,Jio
UMTS,404,83,62811,2374149,88.360977,22.563466,Jio
UMTS,404,83,62122,2371339,88.38020324707,22.55973815918,Jio
UMTS,404,83,62811,2371319,88.384239,22.565147,Jio
UMTS,404,83,62811,2374648,88.355942,22.551041,Jio
UMTS,404,83,62811,2402728,88.352737,22.552872,Jio
UMTS,404,83,62811,2374917,88.351364135742,22.554244995117,Jio
UMTS,404,83,62811,2374918,88.350906,22.552567,Jio
UMTS,404,83,62811,2374189,88.349762,22.547836,Jio
UMTS,404,83,62811,2402377,88.349991,22.548752,Jio
UMTS,404,83,62811,2372079,88.352005,22.545731,Jio
UMTS,404,83,62811,2375379,88.349990844727,22.546005249023,Jio
UMTS,404,83,62811,2375377,88.348274,22.546005,Jio
UMTS,404,83,62811,2372767,88.371681,22.549439,Jio
UMTS,404,83,62811,2374197,88.37471,22.55972,Jio
UMTS,404,67,61811,1129635,75.90934753418,22.716293334961,Jio
UMTS,404,36,36821,537450,85.144043,25.614624,Jio
UMTS,404,36,36821,537099,85.158462524414,25.608444213867,Jio
UMTS,404,36,36821,536731,85.16011,25.610641,Jio
UMTS,404,67,61811,1126373,75.872955,22.703247,Jio
UMTS,404,67,61861,1478103,81.351025,21.206,Jio
UMTS,404,52,52821,1849390,84.022750854492,21.862106323242,Jio
UMTS,404,83,62811,2371327,88.376345,22.555324,Jio
UMTS,404,83,62811,2385979,88.344194,22.545446,Jio
UMTS,404,83,62811,2375217,88.369963,22.546712,Jio
UMTS,404,83,62122,2374217,88.38020324707,22.55973815918,Jio
UMTS,404,50,50821,1730948,91.26823425293,23.839645385742,Jio
UMTS,404,50,50821,1730849,91.26915,23.838272,Jio
UMTS,404,50,50821,1730848,91.269608,23.837585,Jio
UMTS,404,50,50812,1651402,93.955765,24.798889,Jio
UMTS,404,50,50812,1651511,93.951644897461,24.806442260742,Jio
UMTS,404,85,63831,2281117,87.314255,22.342758,Jio
UMTS,404,36,36841,669203,85.268325805664,23.39469909668,Jio
UMTS,404,83,62831,2511479,88.369446,22.762756,Jio
UMTS,404,83,62831,2515949,88.369557,22.773602,Jio
UMTS,404,67,61861,1461254,81.364609,21.193588,Jio
UMTS,404,67,61861,1461255,81.361313,21.194687,Jio
UMTS,404,83,62821,2450514,88.379222,22.49127,Jio
UMTS,404,83,62821,2443263,88.377457,22.490799,Jio
UMTS,404,36,36841,669872,85.303173,23.377018,Jio
UMTS,404,36,36841,666402,85.302658,23.378906,Jio
UMTS,404,85,63843,2334112,88.284072875977,27.13005065918,Jio
UMTS,404,9,51811,274725,91.738243,26.18042,Jio
UMTS,404,36,36852,734668,86.413650512695,23.738021850586,Jio
UMTS,404,67,61811,1130345,75.921273,22.76725,Jio
UMTS,404,67,61811,1129874,75.921903,22.767105,Jio
UMTS,404,67,61833,1283006,81.277313,24.543915,Jio
UMTS,404,83,62821,2447245,88.3022,22.458664,Jio
UMTS,404,85,63843,2336053,88.290939331055,27.156143188477,Jio
UMTS,404,67,61821,1223161,77.476061,23.23545,Jio
UMTS,404,67,61821,1223160,77.476272583008,23.235397338867,Jio
UMTS,404,83,62811,2370648,88.352737426758,22.577590942383,Jio
UMTS,404,67,61851,268435455,78.208236694336,26.233291625977,Jio
UMTS,404,52,52831,1913937,84.78685,19.318222,Jio
UMTS,404,67,61881,1625775,82.687363,22.411699,Jio
UMTS,404,67,61881,1625817,82.676582,22.412453,Jio
UMTS,404,85,63825,2186320,87.282394,23.560593,Jio
UMTS,404,67,61811,1126083,75.898361,22.72728,Jio
UMTS,404,67,61811,1129974,75.895157,22.72728,Jio
UMTS,404,9,51811,273626,91.776351928711,26.172866821289,Jio
UMTS,404,83,62821,2444003,88.27343,22.613548,Jio
UMTS,404,67,61861,1461295,81.33659362793,21.200180053711,Jio
UMTS,404,36,36851,746908,86.428756713867,23.783340454102,Jio
UMTS,404,67,61861,1461003,81.319838,21.230255,Jio
UMTS,404,67,61881,1625815,82.707138061523,22.404556274414,Jio
UMTS,404,67,61881,1625905,82.707595,22.352371,Jio
UMTS,404,67,61881,1626086,82.71125793457,22.338638305664,Jio
UMTS,404,67,61881,1625807,82.704392,22.344132,Jio
UMTS,404,67,61881,1626186,82.697525,22.346878,Jio
UMTS,404,67,61871,1527231,81.623611450195,21.260604858398,Jio
UMTS,404,52,52823,1853999,83.901901245117,21.498184204102,Jio
UMTS,404,36,36841,669792,85.331955,23.341141,Jio
UMTS,404,67,61811,1127263,75.874329,22.765732,Jio
UMTS,404,52,52811,1786555,85.827942,20.239563,Jio
UMTS,404,36,36841,666822,85.364113,23.349724,Jio
UMTS,404,67,61823,1218870,77.815475463867,23.515548706055,Jio
UMTS,404,85,63825,2192050,87.263717651367,23.554000854492,Jio
UMTS,404,36,36821,540091,85.044479370117,25.590591430664,Jio
UMTS,404,36,36831,603596,85.400391,26.126175,Jio
UMTS,404,85,63821,2182959,86.991806,23.690872,Jio
UMTS,404,85,63821,2183179,86.991119,23.684464,Jio
UMTS,404,36,36861,823394,86.243362426758,22.794570922852,Jio
UMTS,404,67,61851,1409089,78.178787,26.225052,Jio
UMTS,404,85,63843,2337702,88.255233764648,27.05451965332,Jio
UMTS,404,36,36826,539290,86.122709,25.414418,Jio
UMTS,404,36,36826,537860,86.123886108398,25.413436889648,Jio
UMTS,404,67,61811,1130054,75.90477,22.729111,Jio
UMTS,404,67,61871,1548709,81.638718,21.24733,Jio
UMTS,404,67,61871,1548560,81.635971,21.253189,Jio
UMTS,404,67,61861,1460855,81.318741,21.213638,Jio
UMTS,404,67,61861,1478603,81.326972,21.264039,Jio
UMTS,404,36,36821,538480,85.116165,25.617508,Jio
UMTS,404,83,62831,2516461,88.373337,22.804871,Jio
UMTS,404,83,62831,2510580,88.36784362793,22.834396362305,Jio
UMTS,404,36,36821,537689,85.167389,25.590248,Jio
UMTS,404,9,51825,354611,94.649277,26.979904,Jio
UMTS,404,36,36841,669331,85.347329,23.364065,Jio
UMTS,404,67,61811,1126465,75.822830200195,22.679214477539,Jio
UMTS,404,67,61811,1126463,75.822830200195,22.679214477539,Jio
UMTS,404,67,61841,1368792,75.794678,23.195915,Jio
UMTS,404,83,62821,2444373,88.393078,22.509956,Jio
UMTS,404,36,36851,747068,86.342239379883,23.739395141602,Jio
UMTS,404,85,63843,2335433,88.265076,27.041702,Jio
UMTS,404,36,36852,734649,86.411591,23.751068,Jio
UMTS,404,36,36841,667142,85.398788452148,23.348007202148,Jio
UMTS,404,36,36852,734678,86.409530639648,23.710556030273,Jio
UMTS,404,18,60821,945625,76.933822631836,31.731948852539,Jio
UMTS,404,83,62831,2511960,88.501052856445,22.93327331543,Jio
UMTS,404,67,61833,268435455,81.320114135742,24.561996459961,Jio
UMTS,404,36,36811,484285,86.129945,23.643749,Jio
UMTS,404,85,63841,2307783,88.435684,26.718887,Jio
UMTS,404,36,36821,539170,85.112457,25.613594,Jio
UMTS,404,36,36821,536639,85.111770629883,25.616683959961,Jio
UMTS,404,9,51811,275476,91.806564331055,26.134414672852,Jio
UMTS,404,9,51811,273866,91.806564,26.133957,Jio
UMTS,404,36,36861,823023,86.171436,22.829418,Jio
UMTS,404,83,62811,2372259,88.379173,22.525578,Jio
UMTS,404,83,62821,2449745,88.344747,22.612048,Jio
UMTS,404,83,62821,2446333,88.271713,22.514076,Jio
UMTS,404,83,62811,2372439,88.407669,22.595444,Jio
UMTS,404,67,61861,1478525,81.379165649414,21.223526000977,Jio
UMTS,404,52,52813,1785044,86.932754516602,21.489944458008,Jio
UMTS,404,36,36821,538150,85.135803,25.618744,Jio
UMTS,404,67,61821,1213879,77.467003,23.252907,Jio
UMTS,404,36,36821,537591,85.161438,25.600204,Jio
UMTS,404,67,61811,1127315,75.894241333008,22.664108276367,Jio
UMTS,404,85,63831,2280955,87.309036,22.320236,Jio
UMTS,404,67,61811,1126234,75.88829,22.729568,Jio
UMTS,404,36,36821,539091,85.125503540039,25.593338012695,Jio
UMTS,404,52,52815,1787005,86.133499145508,20.951614379883,Jio
UMTS,404,52,52815,1787003,86.133499145508,20.951614379883,Jio
UMTS,404,67,61821,1213899,77.391281,23.219223,Jio
UMTS,404,67,61833,1282986,81.299515,24.537964,Jio
UMTS,404,67,61833,1282987,81.294479,24.535446,Jio
UMTS,404,85,63841,2306323,88.423119,26.71257,Jio
UMTS,404,85,63841,2340013,89.374465942383,26.855392456055,Jio
UMTS,404,85,63841,2306941,88.432513,26.701459,Jio
UMTS,404,52,52813,1786014,86.728134155273,21.936264038086,Jio
UMTS,404,67,61838,1280955,81.651077270508,23.176345825195,Jio
UMTS,404,83,62821,2450293,88.251113891602,22.50617980957,Jio
UMTS,404,83,62821,2447264,88.249740600586,22.50617980957,Jio
UMTS,404,83,62821,2450295,88.248367,22.506638,Jio
UMTS,404,83,62821,2451085,88.249740600586,22.519912719727,Jio
UMTS,404,83,62811,2372858,88.357819,22.522934,Jio
UMTS,404,85,63832,2279897,88.07258605957,22.06672668457,Jio
UMTS,404,85,63832,2279945,88.077164,22.062149,Jio
UMTS,404,83,62821,2447915,88.411102,22.464638,Jio
UMTS,404,85,63825,2186620,87.285385,23.549881,Jio
UMTS,404,50,50812,1655653,93.955764770508,24.827041625977,Jio
UMTS,404,50,50812,1655651,93.955764770508,24.827041625977,Jio
UMTS,404,67,61821,1213881,77.461166381836,23.251876831055,Jio
UMTS,404,85,63841,2307633,88.432388305664,26.715316772461,Jio
UMTS,404,85,63841,2307732,88.418655395508,26.73454284668,Jio
UMTS,404,85,63831,2280956,87.292556762695,22.315292358398,Jio
UMTS,404,67,61842,1366933,75.034561157227,23.343887329102,Jio
UMTS,404,67,61842,1366932,75.034561157227,23.343887329102,Jio
UMTS,404,52,52822,1849979,84.871444702148,22.260360717773,Jio
UMTS,404,50,50825,1732897,94.098195,25.660433,Jio
UMTS,404,67,61881,1625507,82.538963,22.35385,Jio
UMTS,404,36,36821,537389,85.151321,25.613937,Jio
UMTS,404,36,36821,537391,85.146713,25.617905,Jio
UMTS,404,36,36821,537120,85.154342651367,25.618057250977,Jio
UMTS,404,36,36821,537121,85.151367,25.619888,Jio
UMTS,404,36,36826,536949,86.101913,25.428044,Jio
UMTS,404,36,36826,539291,86.108437,25.42408,Jio
UMTS,404,36,36826,536951,86.09504699707,25.42854309082,Jio
UMTS,404,36,36831,602597,85.361709594727,26.133041381836,Jio
UMTS,404,67,61882,1624265,82.157822,22.072416,Jio
UMTS,404,67,61814,1129364,77.735824584961,22.73551940918,Jio
UMTS,404,67,61814,1129344,77.736282,22.735519,Jio
UMTS,404,83,62831,2509741,88.332485,22.729972,Jio
UMTS,404,83,62831,2509739,88.334313,22.728996,Jio
UMTS,404,9,51811,272717,91.737899780273,26.179733276367,Jio
UMTS,404,9,51811,274825,91.737899780273,26.179733276367,Jio
UMTS,404,67,61821,1213890,77.453751,23.186508,Jio
UMTS,404,67,61882,1624105,82.137222290039,22.090072631836,Jio
UMTS,404,36,36821,536911,85.233994,25.588531,Jio
UMTS,404,36,36821,537150,85.23468,25.590591,Jio
UMTS,404,83,12059,2509741,88.332458,22.730026,Jio
UMTS,404,85,63825,2186571,87.288436889648,23.537521362305,Jio
UMTS,404,67,61871,1519331,81.657257,21.256485,Jio
UMTS,404,67,61871,1549200,81.660690307617,21.257858276367,Jio
UMTS,404,52,52817,1785964,85.109024047852,20.841751098633,Jio
UMTS,404,52,52822,1849861,84.81102,22.227402,Jio
UMTS,404,83,62821,2446093,88.317032,22.49382,Jio
UMTS,404,83,62831,2515741,88.341141,22.717972,Jio
UMTS,404,36,36821,538481,85.10627746582,25.620803833008,Jio
UMTS,404,9,51811,273756,91.785965,26.145401,Jio
UMTS,404,9,51811,273516,91.76399230957,26.178359985352,Jio
UMTS,404,36,36821,537520,85.102157592773,25.612564086914,Jio
UMTS,404,36,36821,537279,85.103119,25.604736,Jio
UMTS,404,83,62831,2511319,88.374710083008,22.876968383789,Jio
UMTS,404,83,62831,2511321,88.374710083008,22.878341674805,Jio
UMTS,404,67,61811,1127323,75.896987915039,22.697067260742,Jio
UMTS,404,52,52822,1849789,84.849472,22.226715,Jio
UMTS,404,52,52822,1849790,84.848098754883,22.224655151367,Jio
UMTS,404,83,62811,2373408,88.428857,22.597209,Jio
