sdtname,dtname,stname,number_of_cell_towers
Chennur,Y.S.R.,ANDHRA PRADESH,14
Cherial,Warangal,TELANGANA,3
Cherthala,Alappuzha,KERALA,414
Cherukupalle H/O Arumbaka,Guntur,ANDHRA PRADESH,1
Chevella,Ranga Reddy,TELANGANA,18
Cheyyar,Tiruvannamalai,TAMILNADU,13
Cheyyur,Kancheepuram,TAMILNADU,47
Chhachhrauli,Yamunanagar,HARYANA,34
Chhapara,Seoni,MADHYA PRADESH,3
Chhata,Mathura,UTTAR PRADESH,86
Chhatarpur,Chhatarpur,MADHYA PRADESH,24
Chhatna,Bankura,WEST BENGAL,15
Chhibramau,Kannauj,UTTAR PRADESH,25
Chhindwara,Chhindwara,MADHYA PRADESH,26
Chhota Udaipur,Chota Udaipur,GUJARAT,10
Chhuikhadan,Rajnandgaon,CHATTISGARH,2
Chhuriya,Rajnandgaon,CHATTISGARH,3
Chidambaram,Cuddalore,TAMILNADU,118
Chigurumamidi,Karimnagar,TELANGANA,5
Chikhaldara,Amravati,MAHARASHTRA,2
Chikhli,Buldana,MAHARASHTRA,51
Chikhli,Navsari,GUJARAT,95
Chikkaballapura,Chikkaballapura,KARNATAKA,25
Chikmagalur,Chikkamagaluru,KARNATAKA,23
Chikodi,Belagavi,KARNATAKA,36
"Chilakaluripet
 H/O.Purushoth*",Guntur,ANDHRA PRADESH,40
Chilamathur,Anantapur,ANDHRA PRADESH,4
Chilkur,Nalgonda,TELANGANA,4
Chillakur,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,8
Chimakurthi,Prakasam,ANDHRA PRADESH,13
Chimur,Chandrapur,MAHARASHTRA,1
Chinaganjam,Prakasam,ANDHRA PRADESH,6
Chinnagottigallu,Chittoor,ANDHRA PRADESH,5
Chinnakodur,Medak,TELANGANA,9
Chinour,Gwalior,MADHYA PRADESH,14
Chinsurah - Magra,Hugli,WEST BENGAL,108
Chintalapudi,West Godavari,ANDHRA PRADESH,3
Chintha Palle,Nalgonda,TELANGANA,4
Chinthakani,Khammam,TELANGANA,8
Chinthakommadinne,Y.S.R.,ANDHRA PRADESH,31
Chintur,East Godavari,ANDHRA PRADESH,2
Chinyali Saur,Uttarkashi,UTTARAKHAND,1
Chiplun,Ratnagiri,MAHARASHTRA,141
Chippagiri,Kurnool,ANDHRA PRADESH,2
Chirala,Prakasam,ANDHRA PRADESH,22
Chirawa,Jhunjhunun,RAJASTHAN,3
Chirayinkeezhu,Thiruvananthapuram,KERALA,313
Chitapur,Kalaburagi,KARNATAKA,1
Chitradurga,Chitradurga,KARNATAKA,43
Chittaurgarh,Chittaurgarh,RAJASTHAN,21
Chittoor,Chittoor,ANDHRA PRADESH,78
Chittur,Palakkad,KERALA,54
Chitvel,Y.S.R.,ANDHRA PRADESH,6
Chityala,Nalgonda,TELANGANA,44
Chivvemla,Nalgonda,TELANGANA,11
Chodavaram,Visakhapatnam,ANDHRA PRADESH,2
Chomu,Jaipur,RAJASTHAN,15
Chopda,Jalgaon,MAHARASHTRA,8
Choppadandi,Karimnagar,TELANGANA,1
Chopra,Uttar Dinajpur,WEST BENGAL,6
Chorasi,Surat,GUJARAT,726
Chotila,Surendranagar,GUJARAT,48
Choutuppal,Yadadri Bhuvanagiri,TELANGANA,52
Chuda,Surendranagar,GUJARAT,2
Chumukedima,Dimapur,NAGALAND,4
Chunar,Mirzapur,UTTAR PRADESH,31
Chungthang,North  District,SIKKIM,6
Churachandpur,Churachandpur,MANIPUR,2
Churu,Churu,RAJASTHAN,1
Civil Lines,CENTRAL,DELHI,960
Coimbatore North,Coimbatore,TAMILNADU,679
Coimbatore South,Coimbatore,TAMILNADU,649
Colliery,Anugul,ODISHA,3
Colonelganj,Gonda,UTTAR PRADESH,14
Connaught Place,New Delhi,DELHI,472
Contai - I,Purba Medinipur,WEST BENGAL,13
Contai - III,Purba Medinipur,WEST BENGAL,29
Cooch Behar - I,Koch Bihar,WEST BENGAL,5
Cooch Behar - II,Koch Bihar,WEST BENGAL,53
Coonoor,The Nilgiris,TAMILNADU,65
Cuddalore,Cuddalore,TAMILNADU,92
Cumbum,Prakasam,ANDHRA PRADESH,8
Cuttack (M.Corp.) P.S,Cuttack,ODISHA,25
D.Hirehal,Anantapur,ANDHRA PRADESH,1
Dabhoi,Vadodara,GUJARAT,38
Dabhra,Janjgir - Champa,CHATTISGARH,2
Dabwali,Sirsa,HARYANA,35
Dachepalle,Guntur,ANDHRA PRADESH,8
Dadra & Nagar Haveli,Dadra & Nagar Haveli,DADAR & NAGAR HAVELI,151
Dadri,Charki Dadri,HARYANA,47
Dadri,Gautam Buddha Nagar,UTTAR PRADESH,3460
Dagadarthi,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,6
Dahanu,Palghar,MAHARASHTRA,97
Dahi,Dhar,MADHYA PRADESH,1
Dakkili,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,1
Dalgaon (Pt),Darrang,ASSAM,2
Dalhousie,Chamba,HIMACHAL PRADESH,23
Dalmau,Rae Bareli,UTTAR PRADESH,2
Daloda,Mandsaur,MADHYA PRADESH,11
Daman,Daman,DAMAN & DIU,122
Dameracherla,Nalgonda,TELANGANA,12
Damoh,Damoh,MADHYA PRADESH,34
Danta,Banas Kantha,GUJARAT,49
Danta Ramgarh,Sikar,RAJASTHAN,4
Dantan - I,Medinipur West,WEST BENGAL,15
Dantiwada,Banas Kantha,GUJARAT,3
Dapoli,Ratnagiri,MAHARASHTRA,24
Daporijo,Upper Subansiri,ARUNACHAL PRADESH,1
Darbhanga,Darbhanga,BIHAR,6
Darjeeling Pulbazar,Darjiling,WEST BENGAL,26
Darsi,Prakasam,ANDHRA PRADESH,5
Darwha,Yavatmal,MAHARASHTRA,7
Darya Ganj,Central,DELHI,637
Dasada,Surendranagar,GUJARAT,34
Daskroi,Ahmadabad,GUJARAT,1384
Daspur - I,Medinipur West,WEST BENGAL,6
Daspur - II,Medinipur West,WEST BENGAL,6
Dasua,Hoshiarpur,PUNJAB,79
Datia,Datia,MADHYA PRADESH,60
Daund,Pune,MAHARASHTRA,247
Dausa,Dausa,RAJASTHAN,25
Davanagere,Davanagere,KARNATAKA,113
Debai,Bulandshahr,UTTAR PRADESH,7
Debai,BulandshahrAligarh,UTTAR PRADESH,3
Debra,Medinipur West,WEST BENGAL,31
Dediapada,Narmada,GUJARAT,1
Deeg,Bharatpur,RAJASTHAN,9
Deesa,Banas Kantha,GUJARAT,72
Defence Colony,South East,DELHI,2262
Deganga,North Twenty Four Parganas,WEST BENGAL,39
Deglur,Nanded,MAHARASHTRA,6
Dehgam,Gandhinagar,GUJARAT,26
Dehradun,Dehradun,UTTARAKHAND,849
Dehri,Rohtas,BIHAR,1
Delhi Cantonment,NEW DELHI,DELHI,907
Denduluru,West Godavari,ANDHRA PRADESH,25
Denkada,Vizianagaram,ANDHRA PRADESH,8
Denkanikottai,Krishnagiri,TAMILNADU,22
Deodar,Banas Kantha,GUJARAT,7
Deoghar,Deoghar,JHARKHAND,2
Deola,Nashik,MAHARASHTRA,27
Deolgaon Raja,Buldana,MAHARASHTRA,33
Deoli,Tonk,RAJASTHAN,5
Deoli,Wardha,MAHARASHTRA,12
Deoria,Deoria,UTTAR PRADESH,65
Deosar,Singrauli,MADHYA PRADESH,2
Depalpur,Indore,MADHYA PRADESH,32
Dera Baba Nanak,Gurdaspur,PUNJAB,4
Dera Bassi,Sahibzada Ajit Singh Nagar,PUNJAB,394
Dera Gopipur,Kangra,HIMACHAL PRADESH,29
Derapur,Kanpur Dehat,UTTAR PRADESH,10
Devakottai,Sivaganga,TAMILNADU,42
Devanahalli,Bengaluru Rural,KARNATAKA,70
Devanakonda,Kurnool,ANDHRA PRADESH,1
Devarakonda,Nalgonda,TELANGANA,12
Devarapalle,West Godavari,ANDHRA PRADESH,10
Devarkadra,Mahbubnagar,TELANGANA,5
Devendranagar,Panna,MADHYA PRADESH,1
Devgad,Sindhudurg,MAHARASHTRA,3
Devgadbaria,Dohad,GUJARAT,73
Devikulam,Idukki,KERALA,161
Devprayag,Tehri Garhwal,UTTARAKHAND,4
Dewas,Dewas,MADHYA PRADESH,214
Dhamangaon Railway,Amravati,MAHARASHTRA,13
Dhamdha,Durg,CHATTISGARH,20
Dhampur,Bijnor,UTTAR PRADESH,41
Dhamtari,Dhamtari,CHATTISGARH,11
Dhanaulti,Tehri Garhwal,UTTARAKHAND,7
Dhanaura,Jyotiba Phule Nagar,UTTAR PRADESH,67
Dhanbad-Cum-Kenduadih-Cum-Jag*,Dhanbad,JHARKHAND,1
Dhandhuka,Ahmadabad,GUJARAT,70
Dhanera,Banas Kantha,GUJARAT,16
Dhaniakhali,Hugli,WEST BENGAL,24
Dhanpur,Dohad,GUJARAT,2
Dhansura,Aravalli,GUJARAT,25
Dhanwada,Narayanpet,TELANGANA,9
Dhar,Dhar,MADHYA PRADESH,143
Dhar Kalan,Pathankot,PUNJAB,1
Dharampur,Valsad,GUJARAT,35
Dharampuri,Dhar,MADHYA PRADESH,46
Dharangaon,Jalgaon,MAHARASHTRA,14
Dharapuram,Tiruppur,TAMILNADU,56
Dharbandora,South Goa,GOA,65
Dharchula,Pithoragarh,UTTARAKHAND,9
Dhari,Amreli,GUJARAT,15
Dhari,Nainital,UTTARAKHAND,8
Dharmabad,Nanded,MAHARASHTRA,1
Dharmapuri,Dharmapuri,TAMILNADU,110
Dharmapuri,Jagitial,TELANGANA,2
Dharmaram,Peddapalli,TELANGANA,2
Dharmasagar,Warangal,TELANGANA,4
Dharmavaram,Anantapur,ANDHRA PRADESH,15
Dharmsala,Kangra,HIMACHAL PRADESH,158
Dharpalle,Nizamabad,TELANGANA,2
Dharur,Bid,MAHARASHTRA,6
Dharur,Jogulamba Gadwal,TELANGANA,2
Dharur,Rangareddy,TELANGANA,1
Dharwad,Dharwad,KARNATAKA,101
Dhatwal,Hamirpur,HIMACHAL PRADESH,1
Dhaulpur,Dhaulpur,RAJASTHAN,15
Dhaurahara,Kheri,UTTAR PRADESH,3
Dhekiajuli (Pt),Sonitpur,ASSAM,5
Dhemaji,Dhemaji,ASSAM,1
Dhimarkheda,Katni,MADHYA PRADESH,2
Dhira,Kangra,HIMACHAL PRADESH,1
Dholka,Ahmadabad,GUJARAT,48
Dhone,Kurnool,ANDHRA PRADESH,16
Dhoraji,Rajkot,GUJARAT,29
Dhrangadhra,Surendranagar,GUJARAT,60
Dhrol,Jamnagar,GUJARAT,6
Dhubri (Pt),Dhubri,ASSAM,1
Dhule,Dhule,MAHARASHTRA,271
Dhupguri,Jalpaiguri,WEST BENGAL,16
Dhuri,Sangrur,PUNJAB,6
Diamond Harbour - I,South Twenty Four Parganas,WEST BENGAL,11
Diamond Harbour - II,South Twenty Four Parganas,WEST BENGAL,7
Dibrugarh East,Dibrugarh,ASSAM,54
Dibrugarh West,Dibrugarh,ASSAM,3
Dichpalle,Nizamabad,TELANGANA,36
Didihat,Pithoragarh,UTTARAKHAND,4
Didwana,Nagaur,RAJASTHAN,1
Dighwara,Saran,BIHAR,1
Digras,Yavatmal,MAHARASHTRA,6
Dimapur Sadar,Dimapur,NAGALAND,13
Dimow,Sivasagar,ASSAM,1
Dindigul,Dindigul,TAMILNADU,90
Dindori,Dindori,MADHYA PRADESH,4
Dindori,Nashik,MAHARASHTRA,185
Dirang,West Kameng,ARUNACHAL PRADESH,10
Dispur,Kamrup Metropolitan,ASSAM,8
Diu,Diu,DAMAN & DIU,34
Doboka,Nagaon,ASSAM,1
Dod Ballapur,Bengaluru Rural,KARNATAKA,26
Dodamarg,Sindhudurg,MAHARASHTRA,15
Dohad,Dohad,GUJARAT,68
Doimukh,Papum Pare,ARUNACHAL PRADESH,7
Dolariya,Hoshangabad,MADHYA PRADESH,3
Domariyaganj,Siddharthnagar,UTTAR PRADESH,5
Domjur,Haora,WEST BENGAL,99
Domkal,Murshidabad,WEST BENGAL,4
Dondi Luhara,Balod,CHATTISGARH,1
Dongargaon,Rajnandgaon,CHATTISGARH,4
Dongargarh,Rajnandgaon,CHATTISGARH,11
Donka,Karbi Anglong,ASSAM,4
Doom Dooma,Tinsukia,ASSAM,1
Doravarisatram,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,1
Dornakal,Warangal,TELANGANA,4
Dornala,Prakasam,ANDHRA PRADESH,6
Doulathabad,Mahbubnagar,TELANGANA,2
Doultabad,Medak,TELANGANA,1
Dubbak,Medak,TELANGANA,3
Dubrajpur,Birbhum,WEST BENGAL,2
Dudhi,Sonbhadra,UTTAR PRADESH,33
Duggirala,Guntur,ANDHRA PRADESH,6
Duggondi,Warangal,TELANGANA,1
Dummugudem,Bhadradri Kothagudem,TELANGANA,6
Dumra,Sitamarhi,BIHAR,2
Dunda,Uttarkashi,UTTARAKHAND,3
Dungarpur,Dungarpur,RAJASTHAN,3
Dungla,Chittaurgarh,RAJASTHAN,3
Durg,Durg,CHATTISGARH,201
Durgawati,Kaimur (Bhabua),BIHAR,2
Duvvur,Y.S.R.,ANDHRA PRADESH,26
Dwarahat,"Almora
",UTTARAKHAND,1
Dwarakatirumala,West Godavari,ANDHRA PRADESH,5
Edlapadu,Guntur,ANDHRA PRADESH,9
Egra - I,Purba Medinipur,WEST BENGAL,5
Egra - II,Purba Medinipur,WEST BENGAL,2
Elkathurthi,WARANGAL URBAN,TELANGANA,12
Ellanthakunta,Rajanna Sircilla,TELANGANA,1
Ellenabad,Sirsa,HARYANA,5
Eluru,West Godavari,ANDHRA PRADESH,62
English Bazar,Maldah,WEST BENGAL,91
Erandol,Jalgaon,MAHARASHTRA,11
Ernad,Malappuram,KERALA,774
Erode,Erode,TAMILNADU,254
Etah,Etah,UTTAR PRADESH,9
Etawah,Etawah,UTTAR PRADESH,92
Etcherla,Srikakulam,ANDHRA PRADESH,24
Etmadpur,Agra,UTTAR PRADESH,157
Ettayapuram,Thoothukkudi,TAMILNADU,1
Faizabad,Faizabad,UTTAR PRADESH,178
Falakata,Alipurduar,WEST BENGAL,7
Falta,South Twenty Four Parganas,WEST BENGAL,3
Farakka,Murshidabad,WEST BENGAL,8
Faridabad,Faridabad,HARYANA,1984
Faridkot,Faridkot,PUNJAB,47
Faridpur,Bareilly,UTTAR PRADESH,32
Faridpur Durgapur,Paschim Bardhaman,WEST BENGAL,156
Farooqnagar,Ranga Reddy,TELANGANA,45
Farrukhabad,Farrukhabad,UTTAR PRADESH,49
Farrukhnagar,Gurgaon,HARYANA,79
Fatehabad,Agra,UTTAR PRADESH,1
Fatehabad,Fatehabad,HARYANA,47
Fatehgarh,Jaisalmer,RAJASTHAN,3
Fatehgarh Sahib,Fatehgarh Sahib,PUNJAB,71
Fatehpur,Bara Banki,UTTAR PRADESH,2
Fatehpur,Fatehpur,UTTAR PRADESH,44
Fatehpur,Kangra,HIMACHAL PRADESH,2
Fatehpur,Sikar,RAJASTHAN,4
Fatehpur Pundri,Kaithal,HARYANA,4
Fatepura,Dohad,GUJARAT,12
Fatwah,Patna,BIHAR,3
Fazilka,Fazilka,PUNJAB,12
Ferozepur Jhirka,Nuh,HARYANA,8
Firozabad,Firozabad,UTTAR PRADESH,162
Firozpur,Firozpur,PUNJAB,45
G.Konduru,Krishna,ANDHRA PRADESH,9
Gabhana,Aligarh,UTTAR PRADESH,6
Gadag,Gadag,KARNATAKA,27
Gadarpur,Udham Singh Nagar,UTTARAKHAND,16
Gadarwara,Narsimhapur,MADHYA PRADESH,11
Gadchiroli,Gadchiroli,MAHARASHTRA,12
Gadhada,Botad,GUJARAT,23
Gadhinglaj,Kolhapur,MAHARASHTRA,33
Gadwal,Jogulamba Gadwal,TELANGANA,17
Gaighata,North Twenty Four Parganas,WEST BENGAL,24
Gairatganj,Raisen,MADHYA PRADESH,3
Gajapathinagaram,Vizianagaram,ANDHRA PRADESH,2
Gajuwaka,Visakhapatnam,ANDHRA PRADESH,99
Gajwel,Medak,TELANGANA,26
Galsi - I,Purba Bardhaman,WEST BENGAL,29
Galsi - II,Purba Bardhaman,WEST BENGAL,20
Ganapavaram,West Godavari,ANDHRA PRADESH,1
Ganaur,Sonipat,HARYANA,158
Gandarvakkottai,Pudukkottai,TAMILNADU,9
Gandeed,MAHABUBNAGAR,TELANGANA,1
Gandepalle,East Godavari,ANDHRA PRADESH,12
Ganderbal,Ganderbal,JAMMU & KASHMIR,1
Gandevi,Navsari,GUJARAT,91
Gandhari,Nizamabad,TELANGANA,12
Gandhi Nagar,EAST,DELHI,773
Gandhidham,Kachchh,GUJARAT,138
Gandhinagar,Gandhinagar,GUJARAT,810
Gangadhara,Karimnagar,TELANGANA,1
Gangajalghati,Bankura,WEST BENGAL,7
Gangakhed,Parbhani,MAHARASHTRA,12
Ganganagar,Ganganagar,RAJASTHAN,29
Gangapur,Aurangabad,MAHARASHTRA,115
Gangapur,Sawai Madhopur,RAJASTHAN,10
Gangavaram,Chittoor,ANDHRA PRADESH,14
Gangawati,Koppal,KARNATAKA,1
Gangdhar,Jhalawar,RAJASTHAN,1
Gangrar,Chittaurgarh,RAJASTHAN,2
Gangtok,East District,SIKKIM,177
Ganguvarisigadam,Srikakulam,ANDHRA PRADESH,3
Gannavaram,Krishna,ANDHRA PRADESH,52
Gara,Srikakulam,ANDHRA PRADESH,2
Garbada,Dohad,GUJARAT,1
Garbeta - I,Medinipur West,WEST BENGAL,2
Garbeta - II,Medinipur West,WEST BENGAL,2
Garbeta - III,Medinipur West,WEST BENGAL,1
Garhakota,Sagar,MADHYA PRADESH,7
Garhmukteshwar,Hapur,UTTAR PRADESH,45
Garhshankar,Hoshiarpur,PUNJAB,14
Garhwa,Garhwa,JHARKHAND,2
Gariadhar,Bhavnagar,GUJARAT,8
Garide Palle,Nalgonda,TELANGANA,7
Garividi,Vizianagaram,ANDHRA PRADESH,3
Garla,Khammam,TELANGANA,6
Garladinne,Anantapur,ANDHRA PRADESH,6
Garud,Bageshwar,UTTARAKHAND,3
Gauribidanur,Chikkaballapura,KARNATAKA,2
Gauriganj,Amethi,UTTAR PRADESH,3
Gautam Buddha Nagar,Gautam Buddha Nagar,UTTAR PRADESH,1069
Gaya Town C.D.Block,Gaya,BIHAR,1
Gazole,Maldah,WEST BENGAL,8
Geesugonda,Warangal,TELANGANA,14
Georai,Bid,MAHARASHTRA,27
Ghanpur (Mulug),Warangal,TELANGANA,1
Ghanpur (Station),Jangoan,TELANGANA,18
Ghantasala,Krishna,ANDHRA PRADESH,4
Gharaunda,Karnal,HARYANA,168
Gharsana,Ganganagar,RAJASTHAN,1
Ghatal,Medinipur West,WEST BENGAL,17
Ghatampur,Kanpur Nagar,UTTAR PRADESH,1
Ghatanji,Yavatmal,MAHARASHTRA,2
Ghatiya,Ujjain,MADHYA PRADESH,30
Ghatkesar,Rangareddy,TELANGANA,216
Ghattu,Jogulamba Gadwal,TELANGANA,1
Ghaziabad,Ghaziabad,UTTAR PRADESH,3628
Ghazipur,Ghazipur,UTTAR PRADESH,86
Ghoda Dongri,Betul,MADHYA PRADESH,24
Ghogha,Bhavnagar,GUJARAT,24
Ghosi,Mau,UTTAR PRADESH,8
Ghumarwin,Bilaspur,HIMACHAL PRADESH,4
Giddalur,Prakasam,ANDHRA PRADESH,5
Gidderbaha,Sri Muktsar Sahib,PUNJAB,1
Gingee,Viluppuram,TAMILNADU,39
Gird,Gwalior,MADHYA PRADESH,395
Girwa,Udaipur,RAJASTHAN,278
Goalpokhar - I,Uttar Dinajpur,WEST BENGAL,6
Goalpokhar - II,Uttar Dinajpur,WEST BENGAL,4
Gobichettipalayam,Erode,TAMILNADU,28
Godhra,Panch Mahals,GUJARAT,126
Gogaon,West Nimar,MADHYA PRADESH,3
Goghat - I,Hugli,WEST BENGAL,19
Goghat - II,Hugli,WEST BENGAL,1
Gogunda,Udaipur,RAJASTHAN,11
Gohad,Bhind,MADHYA PRADESH,16
Gohana,Sonipat,HARYANA,87
Goharganj,Raisen,MADHYA PRADESH,54
Gokak,Belagavi,KARNATAKA,13
Gokavaram,East Godavari,ANDHRA PRADESH,6
Gola,Gorakhpur,UTTAR PRADESH,2
Gola Gokaran Nath,Kheri,UTTAR PRADESH,25
Golconda,Hyderabad,TELANGANA,275
Gollaprolu,East Godavari,ANDHRA PRADESH,4
Golmuri-Cum-Jugsalai,Purbi Singhbhum,JHARKHAND,3
Golokganj (Pt),Dhubri,ASSAM,1
Gonda,Gonda,UTTAR PRADESH,43
Gondiya,Gondiya,MAHARASHTRA,42
Gonegandla,Kurnool,ANDHRA PRADESH,2
Gooty,Anantapur,ANDHRA PRADESH,13
Gopadbanas,Sidhi,MADHYA PRADESH,36
Gopalapuram,West Godavari,ANDHRA PRADESH,2
Gopavaram,Y.S.R.,ANDHRA PRADESH,6
Gopiballavpur - I,Jhargram,WEST BENGAL,1
Gopiballavpur - II,Jhargram,WEST BENGAL,1
Goradih,Bhagalpur,BIHAR,1
Gorakhpur,Gorakhpur,UTTAR PRADESH,275
Gorantla,Anantapur,ANDHRA PRADESH,3
Goregaon,Gondiya,MAHARASHTRA,3
Gorubathan,Kalimpong,WEST BENGAL,1
Gospadu,Kurnool,ANDHRA PRADESH,6
Gossaigaon (Pt),Kokrajhar,ASSAM,2
Gotegaon,Narsimhapur,MADHYA PRADESH,10
Govindaraopet,Mulugu,TELANGANA,4
Greater Mumbai,Mumbai,MAHARASHTRA,4664
Gudalur,The Nilgiris,TAMILNADU,30
Gudha Malani,Barmer,RAJASTHAN,12
Gudihathnoor,Adilabad,TELANGANA,6
Gudipala,Chittoor,ANDHRA PRADESH,6
Gudivada,Krishna,ANDHRA PRADESH,32
Gudiyatham,Vellore,TAMILNADU,37
Gudlavalleru,Krishna,ANDHRA PRADESH,6
Gudluru,Prakasam,ANDHRA PRADESH,6
Gudupalle,Chittoor,ANDHRA PRADESH,4
Gudur,Kurnool,ANDHRA PRADESH,1
Gudur,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,25
Gudur,Warangal,TELANGANA,2
Guduru,Krishna,ANDHRA PRADESH,3
Guhagar,Ratnagiri,MAHARASHTRA,7
Guhla,Kaithal,HARYANA,18
Gulabganj,Vidisha,MADHYA PRADESH,4
Gulana,Shajapur,MADHYA PRADESH,9
Gulbarga,Kalaburagi,KARNATAKA,85
Gummidipoondi,Thiruvallur,TAMILNADU,42
Guna,Guna,MADHYA PRADESH,66
Gundala,Jangoan,TELANGANA,2
Gunderdehi,Balod,CHATTISGARH,15
Gundla Palle,Nalgonda,TELANGANA,3
Gundlupet,Chamarajanagara,KARNATAKA,5
Gunnaur,Budaun,UTTAR PRADESH,4
Gunnor,Panna,MADHYA PRADESH,3
Guntakal,Anantapur,ANDHRA PRADESH,27
Guntur,Guntur,ANDHRA PRADESH,319
Gurazala,Guntur,ANDHRA PRADESH,7
Gurdaspur,Gurdaspur,PUNJAB,84
Gurgaon,Gurgaon,HARYANA,4409
Gurh,Rewa,MADHYA PRADESH,1
Gurla,Vizianagaram,ANDHRA PRADESH,2
Gurramkonda,Chittoor,ANDHRA PRADESH,3
Gurur,Balod,CHATTISGARH,6
Guwahati,Kamrup Metropolitan,ASSAM,198
Gyalshing,West District,SIKKIM,16
Gyanpur,Sant Ravidas Nagar (Bhadohi),UTTAR PRADESH,12
Habibpur,Maldah,WEST BENGAL,4
Habra - I,North Twenty Four Parganas,WEST BENGAL,64
Habra - II,North Twenty Four Parganas,WEST BENGAL,20
Hadgaon,Nanded,MAHARASHTRA,8
Haidergarh,Bara Banki,UTTAR PRADESH,12
Hajipur,Vaishali,BIHAR,1
Haldia,Purba Medinipur,WEST BENGAL,42
Haldwani,Nainital,UTTARAKHAND,270
Haliyal,Uttara Kannada,KARNATAKA,1
Halol,Panch Mahals,GUJARAT,68
Halvad,Morbi,GUJARAT,27
Hamirpur,Hamirpur,HIMACHAL PRADESH,28
Hamirpur,Hamirpur,UTTAR PRADESH,2
Hanamkonda,Warangal,TELANGANA,105
Handia,Prayagraj,UTTAR PRADESH,28
Handiya,Harda,MADHYA PRADESH,8
Hansi,Hisar,HARYANA,79
Hanskhali,Nadia,WEST BENGAL,31
Hansot,Bharuch,GUJARAT,6
Hanumangarh,Hanumangarh,RAJASTHAN,5
Hanumannagar,Darbhanga,BIHAR,1
Hanwada,Mahbubnagar,TELANGANA,1
Haora,Haora,WEST BENGAL,651
Hapur,Hapur,UTTAR PRADESH,174
Harda,Harda,MADHYA PRADESH,38
Hardoi,Hardoi,UTTAR PRADESH,25
Hardwar,Hardwar,UTTARAKHAND,304
Harihar,Davanagere,KARNATAKA,8
Harij,Patan,GUJARAT,9
Haringhata,Nadia,WEST BENGAL,17
Haripal,Hugli,WEST BENGAL,16
Harischandrapur - I,Maldah,WEST BENGAL,4
Harischandrapur - II,Maldah,WEST BENGAL,6
Haroa,North Twenty Four Parganas,WEST BENGAL,2
Harraiya,Basti,UTTAR PRADESH,28
Harsud,East Nimar,MADHYA PRADESH,4
Harur,Dharmapuri,TAMILNADU,16
Hasanganj,Unnao,UTTAR PRADESH,77
Hasanparthy,Warangal,TELANGANA,13
Hasanpur,Jyotiba Phule Nagar,UTTAR PRADESH,43
Hasnabad,North Twenty Four Parganas,WEST BENGAL,4
Hassan,Hassan,KARNATAKA,57
Hata,Kushinagar,UTTAR PRADESH,16
Hathin,Palwal,HARYANA,19
Hathnoora,Medak,TELANGANA,2
Hathras,Hathras,UTTAR PRADESH,29
Hatkanangle,Kolhapur,MAHARASHTRA,286
Hatod,Indore,MADHYA PRADESH,12
Hatpiplya,Dewas,MADHYA PRADESH,3
Hatta,Damoh,MADHYA PRADESH,3
Hauz Khas,South,DELHI,1973
Haveli,Pune,MAHARASHTRA,4987
Haveri,Haveri,KARNATAKA,5
Hayathnagar,Ranga Reddy,TELANGANA,259
Heggadadevankote,Mysuru,KARNATAKA,5
Hemtabad,Uttar Dinajpur,WEST BENGAL,4
Himatnagar,Sabar Kantha,GUJARAT,104
Himayathnagar,Hyderabad,TELANGANA,317
Hindaun,Karauli,RAJASTHAN,1
Hindoli,Bundi,RAJASTHAN,4
Hindupur,Anantapur,ANDHRA PRADESH,20
Hingalganj,South Twenty Four Parganas,WEST BENGAL,1
Hinganghat,Wardha,MAHARASHTRA,28
Hingna,Nagpur,MAHARASHTRA,131
Hingoli,Hingoli,MAHARASHTRA,41
Hiramandalam,Srikakulam,ANDHRA PRADESH,1
Hiranagar,Kathua,JAMMU & KASHMIR,1
Hiriyur,Chitradurga,KARNATAKA,7
Hisar,Hisar,HARYANA,218
Hodal,Palwal,HARYANA,147
Hojai,Nagaon,ASSAM,3
Holagunda,Kurnool,ANDHRA PRADESH,3
Holalkere,Chitradurga,KARNATAKA,1
Honavar,Uttara Kannada,KARNATAKA,1
Honnali,Davanagere,KARNATAKA,1
Hosakote,Bengaluru Rural,KARNATAKA,14
Hosanagara,Shivamogga,KARNATAKA,1
Hosdurg,Kasaragod,KERALA,330
Hoshangabad,Hoshangabad,MADHYA PRADESH,34
Hoshiarpur,Hoshiarpur,PUNJAB,89
Hospet,Ballari,KARNATAKA,38
Hosur,Krishnagiri,TAMILNADU,232
Hubli,Dharwad,KARNATAKA,147
Hukeri,Belagavi,KARNATAKA,17
Hungund,Bagalkote,KARNATAKA,10
Hunsur,Mysuru,KARNATAKA,7
Hurda,Bhilwara,RAJASTHAN,8
Husnabad,Karimnagar,TELANGANA,3
Huzur,Bhopal,MADHYA PRADESH,1015
Huzur,Rewa,MADHYA PRADESH,97
Huzurabad,Karimnagar,TELANGANA,14
Huzurnagar,Nalgonda,TELANGANA,12
I. Polavaram,East Godavari,ANDHRA PRADESH,3
Ibrahimpatnam,Krishna,ANDHRA PRADESH,44
Ibrahimpatnam,Ranga Reddy,TELANGANA,45
Ichchapuram,Srikakulam,ANDHRA PRADESH,5
Ichhawar,Sehore,MADHYA PRADESH,5
