State_code,District_code,Subdistrict_code,Subdistrict_name,Number of households_total,population_total,Area_total,population density_total,State_name,District_name,Household density,% Rural Population,% Rural Households,% Rural Area
16,291,1949,Salema,27518,119282,364.2,327.5178473366282,TRIPURA,Dhalai,75.55738605161999,95.9532871682232,95.84635511301694,98.42394288852279
16,291,1950,Manu,18699,84194,278.28,302.5513870921374,TRIPURA,Dhalai,67.19491159982752,89.88645271634557,89.37911118241617,98.18887451487711
16,291,1951,Ambassa,11902,54618,533.33,102.40939005868786,TRIPURA,Dhalai,22.31638947743423,100.0,100.0,100.0
16,291,1952,Chhamanu,6828,33579,562.5,59.696,TRIPURA,Dhalai,12.138666666666667,100.0,100.0,100.0
16,291,1953,Dumburnagar,12586,59400,636.76,93.28475406746657,TRIPURA,Dhalai,19.76568879954771,100.0,100.0,100.0
16,291,99999,Area not under any Sub-district,6976,27157,24.93,1089.3301243481749,TRIPURA,Dhalai,279.8235058162856,0.0,0.0,0.0
16,292,1954,Gournagar,23506,108711,232.9,466.7711464147703,TRIPURA,North Tripura,100.9274366680979,100.0,100.0,100.0
16,292,1955,Kadamtala,25856,123298,151.41,814.3319463707813,TRIPURA,North Tripura,170.76811307047092,100.0,100.0,100.0
16,292,1956,Panisagar,24883,111565,237.9,468.95754518705337,TRIPURA,North Tripura,104.59436738125262,78.91901582037377,78.80480649439376,88.50357292980244
16,292,1957,Damchhara,5634,27635,189.9,145.5239599789363,TRIPURA,North Tripura,29.66824644549763,100.0,100.0,100.0
16,292,1958,Pencharthal,9207,43146,150.8,286.11405835543763,TRIPURA,North Tripura,61.05437665782493,100.0,100.0,100.0
16,292,1959,Kumarghat,20503,89190,203.82,437.5919929349426,TRIPURA,North Tripura,100.59366107349622,93.97802444220204,93.83992586450763,97.97860857619469
16,292,1960,Dasda,21451,102037,707.3,144.26268909939208,TRIPURA,North Tripura,30.32800791743249,84.965257700638,84.25248240175284,98.32178707761912
16,292,1961,Jampuii hills,2499,12311,169.3,72.71707028942704,TRIPURA,North Tripura,14.760779681039574,100.0,100.0,100.0
16,292,99999,Area not under any Sub-district,18816,76054,20.38,3731.795878312071,TRIPURA,North Tripura,923.2580961727184,0.0,0.0,0.0
17,293,1962,Selsella,33999,175206,535.0,327.4878504672897,MEGHALAYA,West Garo Hills,63.549532710280374,100.0,100.0,100.0
17,293,1963,Dadenggiri,8025,41595,617.0,67.41491085899514,MEGHALAYA,West Garo Hills,13.006482982171798,100.0,100.0,100.0
17,293,1964,Tikrikilla,11484,58388,330.0,176.93333333333334,MEGHALAYA,West Garo Hills,34.8,100.0,100.0,100.0
17,293,1965,Rongram,24819,133756,622.0,215.0418006430868,MEGHALAYA,West Garo Hills,39.90192926045016,44.03391249738329,44.62710020548773,97.05466237942122
17,293,1966,Betasing,13881,72103,261.0,276.2567049808429,MEGHALAYA,West Garo Hills,53.18390804597701,100.0,100.0,100.0
17,293,1967,Zikzak,15112,74602,321.98,231.6976209702466,MEGHALAYA,West Garo Hills,46.934592210696316,100.0,100.0,100.0
17,293,1968,Gambegre,5863,33546,391.0,85.79539641943734,MEGHALAYA,West Garo Hills,14.994884910485933,100.0,100.0,100.0
17,293,1969,Dalu,10169,54095,599.02,90.30583286033855,MEGHALAYA,West Garo Hills,16.976060899469132,100.0,100.0,100.0
17,294,1970,Resubelpara,19309,104514,453.0,230.71523178807948,MEGHALAYA,East Garo Hills,42.624724061810156,81.25131561321928,81.9203480242374,98.31788079470198
17,294,1971,Dambo Rongjeng,9454,52584,465.0,113.08387096774192,MEGHALAYA,East Garo Hills,20.331182795698926,100.0,100.0,100.0
17,294,1972,Kharkutta,9295,51477,435.0,118.33793103448276,MEGHALAYA,East Garo Hills,21.367816091954023,100.0,100.0,100.0
17,294,1973,Songsak,10142,53107,703.0,75.5433854907539,MEGHALAYA,East Garo Hills,14.42674253200569,100.0,100.0,100.0
17,294,1974,Samanda,10128,56235,547.0,102.80621572212064,MEGHALAYA,East Garo Hills,18.515539305301644,56.2603360896239,58.017377567140606,96.90676416819014
17,295,1975,Chokpot,6938,40478,438.0,92.41552511415524,MEGHALAYA,South Garo Hills,15.840182648401827,100.0,100.0,100.0
17,295,1976,Gasuapara,5037,28216,420.0,67.18095238095238,MEGHALAYA,South Garo Hills,11.992857142857142,100.0,100.0,100.0
17,295,1977,Baghmara,8573,50617,442.0,114.51809954751133,MEGHALAYA,South Garo Hills,19.395927601809955,74.05812276507892,72.57669427271667,98.00904977375565
17,295,1978,Rongara,3979,23023,587.0,39.22146507666099,MEGHALAYA,South Garo Hills,6.778534923339012,100.0,100.0,100.0
17,296,1979,Mawshynrut,12830,74490,1614.0,46.152416356877325,MEGHALAYA,West Khasi Hills,7.949194547707559,100.0,100.0,100.0
17,296,1980,Nongstoin,13404,81840,940.45,87.02217023765219,MEGHALAYA,West Khasi Hills,14.252751342442448,64.8802541544477,64.68218442256043,91.91876229464619
17,296,1981,Mawthadraishan,8066,49014,479.48,102.22324184533244,MEGHALAYA,West Khasi Hills,16.822390923500457,100.0,100.0,100.0
17,296,1982,Mairang,14124,82437,877.29,93.9677871627398,MEGHALAYA,West Khasi Hills,16.099579386519853,82.57699819255917,82.63947890116114,97.64844008252688
17,296,1983,Ranikor,7453,41218,695.0,59.30647482014388,MEGHALAYA,West Khasi Hills,10.723741007194244,100.0,100.0,100.0
17,296,1984,Mawkyrwat,9029,54462,640.78,84.993289428509,MEGHALAYA,West Khasi Hills,14.090639533069073,100.0,100.0,100.0
17,297,1985,Umling,15776,87021,599.63,145.12449343761986,MEGHALAYA,Ribhoi,26.30955756049564,80.40128244906401,79.96957403651116,92.32860263829362
17,297,1986,Jirang,5934,30919,659.4,46.8895966029724,MEGHALAYA,Ribhoi,8.99909008189263,100.0,100.0,100.0
17,297,1987,Umsning,25162,140900,1188.97,118.5059337073265,MEGHALAYA,Ribhoi,21.162855244455283,94.18168914123491,94.83347905571894,98.99240519104772
17,298,1988,Mawphlang,13117,71491,301.53,237.09415315225684,MEGHALAYA,East Khasi Hills,43.50147580671907,100.0,100.0,100.0
17,298,1989,Mylliem,92049,442950,215.33,2057.075186922398,MEGHALAYA,East Khasi Hills,427.47875354107646,19.909922113105317,18.7291551239014,71.75498072725584
17,298,1990,Mawryngkneng,12219,67291,285.52,235.67876155785936,MEGHALAYA,East Khasi Hills,42.79560100868591,100.0,100.0,100.0
17,298,1991,Mawkynrew,7995,44602,345.94,128.92987223217898,MEGHALAYA,East Khasi Hills,23.110944094351623,100.0,100.0,100.0
17,298,1992,Khatarshnong Laitkroh,6587,33570,323.94,103.6303019077607,MEGHALAYA,East Khasi Hills,20.33401247144533,100.0,100.0,100.0
17,298,1993,Mawsynram,10145,54109,509.64,106.17102268267796,MEGHALAYA,East Khasi Hills,19.906208303900794,100.0,100.0,100.0
17,298,1994,Shella Bholaganj,10661,54039,351.99,153.52424784795022,MEGHALAYA,East Khasi Hills,30.28779226682576,78.30825885008976,78.87627802269957,97.78402795533964
17,298,1995,Pynursla,11273,57870,414.11,139.74547825457003,MEGHALAYA,East Khasi Hills,27.222235637873993,100.0,100.0,100.0
17,299,1996,Thadlaskein,23147,137939,904.6,152.48618173778465,MEGHALAYA,Jaintia Hills,25.58810523988503,79.389440259825,78.64950101525035,99.115631218218
17,299,1997,Laskein,14379,90402,390.4,231.5625,MEGHALAYA,Jaintia Hills,36.83145491803279,100.0,100.0,100.0
17,299,1998,Amlarem,7746,43844,398.0,110.1608040201005,MEGHALAYA,Jaintia Hills,19.462311557788944,100.0,100.0,100.0
17,299,1999,Khliehriat,14503,85832,1280.0,67.05625,MEGHALAYA,Jaintia Hills,11.33046875,100.0,100.0,100.0
17,299,2000,Saipung,6253,37107,846.0,43.861702127659576,MEGHALAYA,Jaintia Hills,7.391252955082742,100.0,100.0,100.0
18,300,2001,Gossaigaon (Pt),53825,270952,1122.484512147131,241.38595861934232,ASSAM,Kokrajhar,47.95166384705077,94.11630104225102,93.83743613562471,99.38172866307751
18,300,2002,Bhowraguri,15736,78061,167.01993005343382,467.3753603837958,ASSAM,Kokrajhar,94.21630098255737,100.0,100.0,100.0
18,300,2003,Dotoma,29562,144393,280.4617476708831,514.8402632413267,ASSAM,Kokrajhar,105.40474858158014,100.0,100.0,100.0
18,300,2004,Kokrajhar (Pt),52149,253094,1081.785028541102,233.9596068743188,ASSAM,Kokrajhar,48.206435312132456,84.59110053972041,83.88272066578459,99.13291460387005
18,300,2007,Golokganj (Pt),5842,26671,90.5944448914895,294.399949488575,ASSAM,Kokrajhar,64.48519009081981,100.0,100.0,100.0
18,300,2008,Dhubri (Pt),6965,33809,130.38817984219548,259.2949762847976,ASSAM,Kokrajhar,53.417418729439355,100.0,100.0,100.0
18,300,2005,Bagribari (Pt),10903,51001,294.1842246945686,173.3641566027235,ASSAM,Kokrajhar,37.06181054174417,100.0,100.0,100.0
18,300,2009,Bilasipara (Pt),1869,8736,22.449494563977048,389.1401641628929,ASSAM,Kokrajhar,83.25354473677275,100.0,100.0,100.0
18,300,2010,Chapar (Pt),4230,20425,106.63243759521885,191.54584159028744,ASSAM,Kokrajhar,39.66897967818438,100.0,100.0,100.0
18,301,2001,Gossaigaon (Pt),10740,53842,74.57131495280841,722.0202571735966,ASSAM,Dhubri,144.02320794258065,100.0,100.0,100.0
18,301,2006,Agamoni,40127,172146,214.2354437767511,803.5365062159772,ASSAM,Dhubri,187.30327387757205,100.0,100.0,100.0
18,301,2007,Golokganj (Pt),41413,192587,209.54012519418265,919.0936572244956,ASSAM,Dhubri,197.63756445989623,95.71933723460046,95.51590080409534,98.32967552312164
18,301,2008,Dhubri (Pt),85800,425809,347.35856860862344,1225.8485567395587,ASSAM,Dhubri,247.00700588351614,77.13763682777959,76.52214452214452,97.1700712496096
18,301,2005,Bagribari (Pt),29136,152733,207.19867937269208,737.1330766316148,ASSAM,Dhubri,140.6186568766326,92.03642958627147,90.69535969247666,98.57624575169525
18,301,2009,Bilasipara (Pt),55197,257905,267.4963062156008,964.144154544436,ASSAM,Dhubri,206.34677458129636,84.69979255927569,84.44480678297734,97.29342057001543
18,301,2010,Chapar (Pt),27959,139122,190.2141573197856,731.3966634255826,ASSAM,Dhubri,146.98695614436147,85.39267693103895,84.50588361529383,98.00750898176925
18,301,2011,South Salmara,51962,249508,423.6018497377806,589.0153693956985,ASSAM,Dhubri,122.66707530235217,100.0,100.0,100.0
18,301,2012,Mankachar,72340,305606,241.7835548217757,1263.9652031970052,ASSAM,Dhubri,299.1932187171435,91.43930420214262,91.74868675698093,98.08506413787617
18,302,2013,Lakhipur,53360,279581,447.37150852285504,624.9414517324295,ASSAM,Goalpara,119.27447095633265,91.56344672921264,91.72226386806597,98.1111895060326
18,302,2014,Balijana,54891,280438,498.45330200892425,562.6163952967033,ASSAM,Goalpara,110.12265297224822,73.28143832148282,71.15738463500392,94.52907626650415
18,302,2015,Matia,50989,258223,440.6205775919597,586.0438961140156,ASSAM,Goalpara,115.72087776440341,90.467541621002,90.29986859910962,97.12451014674735
18,302,2016,Dudhnai,16581,80847,181.2508160234776,446.0504055856378,ASSAM,Goalpara,91.48096744487069,81.53178225537125,80.36306616006273,91.13935023723162
18,302,2017,Rangjuli,22633,109094,256.3037958527835,425.6433254802896,ASSAM,Goalpara,88.3053640493097,100.0,100.0,100.0
18,303,2018,Barnagar (Pt),49111,234235,221.5593019728565,1057.2113105352553,ASSAM,Barpeta,221.66074528442343,74.39152987384465,74.15853882022357,95.41432027022512
18,303,2019,Kalgachia,36482,195983,267.2420544341032,733.3538892858859,ASSAM,Barpeta,136.51294545408373,100.0,100.0,100.0
18,303,2020,Baghbor,57946,306065,480.7589381337089,636.6288293840875,ASSAM,Barpeta,120.53026039400235,100.0,100.0,100.0
18,303,2021,Chenga,27845,142845,308.52631332349506,462.991303598227,ASSAM,Barpeta,90.25162132866134,94.21470825020126,94.07793140599749,98.87529852393443
18,303,2022,Barpeta,73224,365608,324.2287891172339,1127.6234938773569,ASSAM,Barpeta,225.84052514079445,83.3291394061399,82.3609745438654,94.72286219660357
18,303,2023,Sarthebari,39088,195070,262.61749374153663,742.7913396812185,ASSAM,Barpeta,148.84004657538046,96.45614394832624,96.21367171510438,98.89573236013969
18,303,2024,Bajali (Pt),22976,102425,157.91830489543955,648.594854585207,ASSAM,Barpeta,145.49294975786884,89.02416402245545,87.99181754874652,98.26492565139031
18,303,2025,Sarupeta (Pt),26548,129853,235.6352526993575,551.0762863894435,ASSAM,Barpeta,112.66565463306156,100.0,100.0,100.0
18,303,2140,Jalah (Pt),4709,21538,23.51355168226871,915.9824211602006,ASSAM,Barpeta,200.26749100396438,100.0,100.0,100.0
18,304,2026,Mayong,46453,242718,503.23271171225167,482.3176124106696,ASSAM,Morigaon,92.30918205206385,88.82983544689722,86.58213678341549,96.36947289498804
18,304,2027,Bhuragaon,22455,123469,237.15282405893657,520.6305279726115,ASSAM,Morigaon,94.68577947197265,92.02633859511295,91.53863282119795,99.07232814589916
18,304,2028,Laharighat,46105,253582,228.60678170876065,1109.2496823784395,ASSAM,Morigaon,201.67818144055158,97.16975179626314,96.9699598742002,99.5494446873793
18,304,2029,Marigaon,41179,200441,395.3303226373138,507.02156784439154,ASSAM,Morigaon,104.16352513839084,85.4500825679377,83.9068457223342,98.98818790996974
18,304,2030,Mikirbheta,28410,137213,186.6773598827373,735.0275367414201,ASSAM,Morigaon,152.18771048533117,100.0,100.0,100.0
18,305,2031,Kaliabor,41415,197470,567.2588192620833,348.1127014594117,ASSAM,Nagaon,73.0090015239861,100.0,100.0,100.0
18,305,2032,Samaguri,66675,330575,348.95898274034545,947.3176400390166,ASSAM,Nagaon,191.06830114074396,97.56424412009378,97.42632170978628,99.33229975004436
18,305,2033,Rupahi,43717,228206,295.8099645796244,771.461503415896,ASSAM,Nagaon,147.78744881744007,100.0,100.0,100.0
18,305,2034,Dhing,62224,330491,278.46753636271416,1186.8205691651017,ASSAM,Nagaon,223.4515405736594,94.1798717665534,93.28394188737464,98.563566851545
18,305,2035,Nagaon,86872,406840,362.4878650909167,1122.3548128927275,ASSAM,Nagaon,239.65491914663505,63.50014747812408,61.98660097614882,94.97638355550669
18,305,2036,Raha,35825,175125,331.7055195363103,527.9532286493347,ASSAM,Nagaon,108.00242350528147,93.70164168451106,93.05233775296581,99.67441000031904
18,305,2037,Kampur,45824,223843,365.50669638008407,612.4183283559586,ASSAM,Nagaon,125.37116406849198,95.36684193832285,94.8891410614525,98.33108392803376
18,305,2038,Hojai,42784,228530,258.20911445996416,885.0578356924501,ASSAM,Nagaon,165.69515793228803,73.28797094473374,72.80759162303664,94.46959878629141
18,305,2039,Doboka,55467,303767,310.17745183255136,979.332953460421,ASSAM,Nagaon,178.82344339440812,93.2530525040574,92.88225431337553,97.16291434209387
18,305,2040,Lanka,78537,398921,854.4180497554063,466.89205607746567,ASSAM,Nagaon,91.91870422503683,77.23609436454836,75.03087716617645,96.98274164416587
18,306,2041,Dhekiajuli (Pt),93308,470018,1191.7296713437022,394.39984696365246,ASSAM,Sonitpur,78.29627997328716,95.40889923364637,94.89111330218202,99.56533766637196
18,306,2042,Chariduar,69674,343749,1000.3343818325544,343.6340950015852,ASSAM,Sonitpur,69.65071006792877,94.64929352521753,93.91021040847374,99.09330318294325
18,306,2043,Tezpur,61635,282032,546.6940254225933,515.8863768119468,ASSAM,Sonitpur,112.74130891106095,63.654833494071596,60.95400340715502,95.13256067149617
18,306,2044,Na-Duar,44900,215820,670.2108827012784,322.0180477078194,ASSAM,Sonitpur,66.99383904216982,100.0,100.0,100.0
18,306,2045,Biswanath,70998,346624,1043.7841003064495,332.0840007988558,ASSAM,Sonitpur,68.01981365605718,94.47672405834564,93.72658384743232,99.42325237582824
18,306,2046,Helem,29173,144037,435.7060108288045,330.58299959188383,ASSAM,Sonitpur,66.95569782135165,97.09449655296903,96.79155383402461,100.0
18,306,2047,Gohpur,23231,121830,315.540927564618,386.09888403478527,ASSAM,Sonitpur,73.62277907750222,93.40228186817697,92.2259050406784,96.60899773522762
18,307,2048,Narayanpur,28954,135641,294.0226991986537,461.32832726753327,ASSAM,Lakhimpur,98.47539009373388,95.57582146990954,95.18546660219658,97.53760508296389
18,307,2049,Bihpuria,39485,210165,314.8772022583246,667.4506712225583,ASSAM,Lakhimpur,125.39809080114536,94.28258749078105,93.36963403824237,99.36483175483781
18,307,2050,Naobaicha,27936,148973,255.22866530574973,583.6844377238687,ASSAM,Lakhimpur,109.45479014488528,100.0,100.0,100.0
18,307,2051,Kadam,20683,107330,405.6652091950799,264.57777883630683,ASSAM,Lakhimpur,50.985392710997246,100.0,100.0,100.0
18,307,2052,North Lakhimpur,50196,250643,477.0801620758629,525.3687323937481,ASSAM,Lakhimpur,105.21502252700687,76.1357787769856,72.12327675511993,97.11998085600231
18,307,2053,Dhakuakhana (Pt),22922,114295,313.0073508659318,365.1511687626632,ASSAM,Lakhimpur,73.23150698086326,88.18670982982633,86.43224849489573,95.79243108394569
18,307,2054,Subansiri (Pt),14131,75090,217.1187111003973,345.84766839960565,ASSAM,Lakhimpur,65.08421097556038,100.0,100.0,100.0
18,308,2055,Dhemaji,29133,139920,503.20216962062034,278.05921446143606,ASSAM,Dhemaji,57.89521937467851,90.84048027444254,89.39347132118216,99.30445450928028
18,308,2056,Sissibargaon,42491,234030,949.7397799514548,246.41486535602647,ASSAM,Dhemaji,44.739623312579255,89.0347391360082,87.82565719799487,98.96182088945416
18,308,2057,Jonai,30012,169898,1089.2749010915863,155.97348275420785,ASSAM,Dhemaji,27.552273507747508,94.22771309844731,93.44262295081968,99.7989488238639
18,308,2053,Dhakuakhana (Pt),5733,29575,87.42657114382533,338.2838834128152,ASSAM,Dhemaji,65.57502970771495,100.0,100.0,100.0
18,308,2054,Subansiri (Pt),2827,13950,234.52979936306104,59.48071433943824,ASSAM,Dhemaji,12.053905336028095,100.0,100.0,100.0
18,308,2058,Gogamukh,19673,98760,372.8267788294518,264.89513524235707,ASSAM,Dhemaji,52.767132397963664,100.0,100.0,100.0
18,309,2059,Sadiya,19317,102434,787.5645485925244,130.06425972710716,ASSAM,Tinsukia,24.527513375915508,89.93986371712516,88.25386964849613,99.31307217806233
18,309,2060,Doom Dooma,81443,416789,970.4101910836848,429.49775654618776,ASSAM,Tinsukia,83.92636510654353,90.76391171552032,90.50010436747172,99.17972831766009
18,309,2061,Tinsukia,91211,438031,852.7438956215028,513.6723959551199,ASSAM,Tinsukia,106.96177418370489,69.74689006029253,67.65083158829526,96.82436894136153
18,309,2062,Margherita,76627,370675,1179.281364702288,314.3227825817274,ASSAM,Tinsukia,64.97770785968846,77.49376138126391,76.01498166442637,98.21501461567534
18,310,2063,Dibrugarh West,32833,159580,716.4050155115177,222.75109267075533,ASSAM,Dibrugarh,45.83022073981019,95.39478631407444,95.0019797155301,99.11083816248106
18,310,2064,Dibrugarh East,57758,270230,378.0818012281677,714.7395064300372,ASSAM,Dibrugarh,152.76588244231243,45.62150760463309,44.28823712732435,94.8529656976914
18,310,2065,Chabua,32442,159585,658.8787952728403,242.20691445065583,ASSAM,Dibrugarh,49.23819104933531,94.38167747595325,94.33142223044202,99.85733339625678
18,310,2066,Tengakhat,46801,220478,356.59658547829525,618.2841030411934,ASSAM,Dibrugarh,131.24354496335638,83.04683460481318,81.01536291959573,98.03419317922025
18,310,2067,Moran,35160,169759,413.342020144652,410.6986266254557,ASSAM,Dibrugarh,85.06272840998722,95.03178034743371,94.65585893060296,99.72419934474578
18,310,2068,Tingkhong,32308,159295,391.8114820064573,406.560316160859,ASSAM,Dibrugarh,82.4580225024328,100.0,100.0,100.0
18,310,2069,Naharkatiya,39565,187408,465.8843003580697,402.2629649807083,ASSAM,Dibrugarh,84.92451874766138,81.50772645778194,79.70175660305826,97.73334280809982
18,311,2070,Dimow,32257,152166,482.70961699156754,315.23299856414127,ASSAM,Sivasagar,66.82485466321981,100.0,100.0,100.0
18,311,2071,Sibsagar,43948,198642,391.1312344524866,507.8653467245158,ASSAM,Sivasagar,112.3612642736633,74.43591989609448,71.47993082734139,97.2004281337112
18,311,2072,Amguri,31418,144009,317.46975824263313,453.6148601906768,ASSAM,Sivasagar,98.96375696984691,94.44340284287787,94.10528996116876,97.03593814664758
18,311,2073,Nazira,43945,197618,389.99341425243455,506.7213772796841,ASSAM,Sivasagar,112.68138997740952,89.07488184274712,88.09875981340312,97.53841997091106
18,311,2074,Sonari,69109,325056,788.8682772833305,412.0535827849656,ASSAM,Sivasagar,87.60524664268983,93.90566548533175,93.38581082058776,98.98588899688677
18,311,2075,Mahmora,27690,133559,297.8276987775477,448.4438504148581,ASSAM,Sivasagar,92.97321946096795,92.57781205310013,92.6182737450343,98.33124990711082
18,312,2076,Majuli,32236,167304,1093.313232902382,153.02476450949348,ASSAM,Jorhat,29.484688403911633,100.0,100.0,100.0
18,312,2077,Jorhat West,45895,211539,382.9713343786072,552.3624903760332,ASSAM,Jorhat,119.83925657116674,77.34743947924497,75.31757272033991,90.40920384822103
18,312,2078,Jorhat East,44942,195398,158.11066406463206,1235.8306200024922,ASSAM,Jorhat,284.24395195525034,35.97733856027185,34.53562369275956,77.94582661056566
18,312,2079,Teok,40914,184611,419.15438122265766,440.4367657126632,ASSAM,Jorhat,97.61081318213922,95.23592851996902,94.9626044874615,96.74344332029085
18,312,2080,Titabor,43474,201791,390.2933773098251,517.0238895440264,ASSAM,Jorhat,111.38800330062789,91.11952465669926,90.50926990845103,99.14679566869603
18,312,2081,Mariani,28801,131613,407.157010121896,323.24876332252586,ASSAM,Jorhat,70.73683931262158,84.19533024853168,83.7366758098677,99.11582020927939
18,313,2082,Bokakhat,34618,163945,901.7028696801564,181.81709908293075,ASSAM,Golaghat,38.39180417855316,88.95971209856964,87.88202669131667,98.29988341886529
18,313,2083,Khumtai,18117,85835,340.74623778085936,251.9030013625629,ASSAM,Golaghat,53.16859877305939,100.0,100.0,100.0
18,313,2084,Dergaon,31199,146101,342.8865432892176,426.0913787939671,ASSAM,Golaghat,90.98928088783086,86.27045673883136,85.45786723933459,98.56512304250734
18,313,2085,Golaghat,70432,327231,624.302785939745,524.1543164146361,ASSAM,Golaghat,112.8170522160665,87.16839174772562,86.30452067242163,98.82749201751815
18,313,2086,Morangi,24308,114851,375.22578733677824,306.0850396641775,ASSAM,Golaghat,64.7823279218886,100.0,100.0,100.0
18,313,2087,Sarupathar,48523,228925,917.1357759732438,249.6086250229089,ASSAM,Golaghat,52.90710630986834,92.31713443267445,91.84098262679554,99.03176822531246
18,314,2088,Donka,51609,295358,3067.813729380409,96.27637987644444,ASSAM,Karbi Anglong,16.822729328622966,93.95208526601616,93.41587707570385,99.54364895541336
18,314,2089,Diphu,57945,289850,2723.026059586852,106.44407863066031,ASSAM,Karbi Anglong,21.279634763683326,70.95670174228049,68.54430925877988,99.2677264350887
18,314,2090,Phuloni,50854,279848,2787.004670565772,100.41174417665754,ASSAM,Karbi Anglong,18.246829844629023,96.09752437037248,95.94132221654147,99.87405833807637
18,314,2091,Silonijan,17238,91257,1856.1555404669664,49.16452205133726,ASSAM,Karbi Anglong,9.28693723353772,100.0,100.0,100.0
18,315,2092,Umrangso,10149,49952,1199.3846579378117,41.64802315037618,ASSAM,Dima Hasao,8.461839104603778,79.22805893657912,76.34249679771406,99.66816317236848
18,315,2093,Haflong,15139,76721,1349.4591119317793,56.85314902959325,ASSAM,Dima Hasao,11.218568881518909,42.9673752948997,42.27491908316269,99.05221285425307
18,315,2094,Mahur,5875,33859,713.114725365273,47.48043869470887,ASSAM,Dima Hasao,8.23850607907542,93.73578664461442,91.47234042553191,99.579310327877
18,315,2095,Maibong,11089,53570,1626.0415047651356,32.9450385140923,ASSAM,Dima Hasao,6.819629122321627,88.35915624416651,88.07827576877986,99.8770019095983
18,316,2096,Katigora,62857,291875,733.2207247364826,398.0724905244584,ASSAM,Cachar,85.72725494439703,95.93353319057816,95.8906724788011,98.91847028698622
18,316,2097,Silchar,156321,704465,870.9613840215565,808.8360895487926,ASSAM,Cachar,179.4809768467657,59.647817847586474,59.9292481496408,93.98251162893087
18,316,2098,Udarbond,27094,124090,445.0082217918864,278.8487805918162,ASSAM,Cachar,60.884268364531124,92.70610041099202,92.721635786521,99.41798828130163
18,316,2099,Sonai,71698,324315,855.1389040420514,379.2541755111773,ASSAM,Cachar,83.84368862309913,100.0,100.0,100.0
18,316,2100,Lakhipur,61985,291872,881.670765408023,331.0442077150265,ASSAM,Cachar,70.3040209928185,96.4789359719329,96.75566669355489,99.81172110212458
18,317,2101,Karimganj,56574,278300,174.72309557784985,1592.806028759949,ASSAM,Karimganj,323.7923401763038,74.41142651814589,73.10425283699226,94.28810486272933
18,317,2102,Badarpur,32898,164703,142.9259832841526,1152.3656945745986,ASSAM,Karimganj,230.17508254321504,76.63248392561157,75.87999270472369,93.5001321757357
18,317,2103,Nilambazar,47637,242451,311.2422719558228,778.9783774435792,ASSAM,Karimganj,153.0544026062164,100.0,100.0,100.0
18,317,2104,Patharkandi,53614,261368,537.2483338014678,486.49383079629,ASSAM,Karimganj,99.79370177034791,100.0,100.0,100.0
18,317,2105,Ramkrishna Nagar,56991,281864,642.8603153807071,438.4529473297444,ASSAM,Karimganj,88.65222916466615,100.0,100.0,100.0
18,318,2106,Algapur,26783,121379,147.019076651236,825.6003422463309,ASSAM,Hailakandi,182.17363766700566,97.74919879056509,97.26318933651943,98.78927276613048
18,318,2107,Hailakandi,36922,166897,170.82936291933612,976.9807552277008,ASSAM,Hailakandi,216.13380375032008,79.84565330712955,81.04111369914956,97.33652346280279
18,318,2108,Lala,44670,202943,335.5389125683346,604.8270182632525,ASSAM,Hailakandi,133.1291195351379,94.19984921874615,94.34519811954331,98.74828228778244
18,318,2109,Katlichara,34975,168077,673.6126478610933,249.51580189845163,ASSAM,Hailakandi,51.9215310327906,100.0,100.0,100.0
18,319,2110,Bongaigaon (Pt),34763,156095,204.5828972508378,762.9914430658048,ASSAM,Bongaigaon,169.92133979497467,47.328229603766935,46.1064925351667,91.5388821682507
18,319,2111,Boitamari,24641,127396,300.9356323875164,423.3330529498464,ASSAM,Bongaigaon,81.8812973542118,95.49122421426104,95.6657603181689,99.06292253342447
18,319,2112,Srijangram,51966,266700,352.5500641013233,756.4883038096687,ASSAM,Bongaigaon,147.40034194140696,94.05811773528309,93.1435938883116,98.65551010121565
18,319,2115,Bijni (Pt),25840,130242,171.476083709017,759.5344912414237,ASSAM,Bongaigaon,150.6915684163203,100.0,100.0,100.0
18,319,2114,Sidli (Pt),12808,58371,63.45532255130566,919.8755542185634,ASSAM,Bongaigaon,201.84280033632044,89.71920988161929,87.84353529044347,89.25228061919344
18,320,2004,Kokrajhar (Pt),4765,22001,19.84495016654456,1108.644759264259,ASSAM,Chirang,240.11146211054913,37.052861233580295,36.22245540398741,75.40936127808014
18,320,2113,Bengtol,9984,49941,663.0209897168352,75.32340721419534,ASSAM,Chirang,15.0583468017566,100.0,100.0,100.0
18,320,2114,Sidli (Pt),31941,158881,270.9312237210086,586.4255799604983,ASSAM,Chirang,117.89338844492593,94.81939313070788,94.96884881500266,98.45717302620521
18,320,2110,Bongaigaon (Pt),1747,8253,9.558061917655492,863.4595665001078,ASSAM,Chirang,182.77763997039725,100.0,100.0,100.0
18,320,2115,Bijni (Pt),46984,233586,912.8833768159828,255.877153568857,ASSAM,Chirang,51.46769148527385,94.32457424674425,93.77234803337306,99.67137094658645
18,320,2018,Barnagar (Pt),1974,9500,46.75701129951905,203.17808465439103,ASSAM,Chirang,42.21826727450188,100.0,100.0,100.0
18,321,2141,Goreswar (Pt),7910,38061,54.345534314453545,700.3519328703597,ASSAM,Kamrup,145.55013764758007,100.0,100.0,100.0
