State_code,District_code,Subdistrict_code,Subdistrict,Subdistrict_name,T/r/u,Number_of_villages_habitated,Unhabitated,Number of towns,Number of households,population,Area,population density
12,249,1614,SUB-DISTRICT,Chetam (Peer Yapu),Total,57,1,0,1135,6603,279.785827058439,23.60019472544915
12,249,1614,SUB-DISTRICT,Chetam (Peer Yapu),Rural,57,1,0,1135,6603,279.785827058439,23.60019472544915
12,249,1614,SUB-DISTRICT,Chetam (Peer Yapu),Urban,0,0,0,0,0,0.0,0.0
12,249,1615,SUB-DISTRICT,Daporijo,Total,46,1,1,3866,19699,299.9208021892078,65.68067255159148
12,249,1616,SUB-DISTRICT,Puchi Geko,Total,49,1,0,820,4418,248.2627569644416,17.795661556408096
12,249,1616,SUB-DISTRICT,Puchi Geko,Rural,49,1,0,820,4418,248.2627569644416,17.795661556408096
12,249,1616,SUB-DISTRICT,Puchi Geko,Urban,0,0,0,0,0,0.0,0.0
12,249,1617,SUB-DISTRICT,Dumporijo,Total,17,1,0,928,4907,128.85926730480622,38.0803034398208
12,249,1617,SUB-DISTRICT,Dumporijo,Rural,17,1,0,928,4907,128.85926730480622,38.0803034398208
12,249,1617,SUB-DISTRICT,Dumporijo,Urban,0,0,0,0,0,0.0,0.0
12,249,1618,SUB-DISTRICT,Gussar,Total,35,0,0,863,4017,202.6417741298208,19.823158463992435
12,249,1618,SUB-DISTRICT,Gussar,Rural,35,0,0,863,4017,202.6417741298208,19.823158463992435
12,249,1618,SUB-DISTRICT,Gussar,Urban,0,0,0,0,0,0.0,0.0
12,249,1619,SUB-DISTRICT,Gite-Ripa,Total,24,1,0,416,2623,204.1624735576415,12.847610798854491
12,249,1619,SUB-DISTRICT,Gite-Ripa,Rural,24,1,0,416,2623,204.1624735576415,12.847610798854491
12,249,1619,SUB-DISTRICT,Gite-Ripa,Urban,0,0,0,0,0,0.0,0.0
12,249,1620,SUB-DISTRICT,Baririjo,Total,18,1,0,391,2475,414.3277080145752,5.97353242885927
12,249,1620,SUB-DISTRICT,Baririjo,Rural,18,1,0,391,2475,414.3277080145752,5.97353242885927
12,249,1620,SUB-DISTRICT,Baririjo,Urban,0,0,0,0,0,0.0,0.0
12,249,1621,SUB-DISTRICT,Maro,Total,23,0,0,545,3153,138.17783898656458,22.818420255556138
12,249,1621,SUB-DISTRICT,Maro,Rural,23,0,0,545,3153,138.17783898656458,22.818420255556138
12,249,1621,SUB-DISTRICT,Maro,Urban,0,0,0,0,0,0.0,0.0
12,250,0,DISTRICT,West Siang,Total,444,17,2,21231,112274,8325.0,13.486366366366369
12,250,1622,SUB-DISTRICT,Mechuka,Total,33,1,0,813,5091,745.3126285210693,6.8306906460207415
12,250,1622,SUB-DISTRICT,Mechuka,Rural,33,1,0,813,5091,745.3126285210693,6.8306906460207415
12,250,1622,SUB-DISTRICT,Mechuka,Urban,0,0,0,0,0,0.0,0.0
12,250,1623,SUB-DISTRICT,Monigong,Total,46,0,0,814,4472,1297.7728563501648,3.4459034785000666
12,250,1623,SUB-DISTRICT,Monigong,Rural,46,0,0,814,4472,1297.7728563501648,3.4459034785000666
12,250,1623,SUB-DISTRICT,Monigong,Urban,0,0,0,0,0,0.0,0.0
12,250,1624,SUB-DISTRICT,Pidi,Total,13,1,0,199,1036,309.3159904690407,3.349325711965392
12,250,1624,SUB-DISTRICT,Pidi,Rural,13,1,0,199,1036,309.3159904690407,3.349325711965392
12,250,1624,SUB-DISTRICT,Pidi,Urban,0,0,0,0,0,0.0,0.0
12,250,1625,SUB-DISTRICT,Payum,Total,15,0,0,544,2354,871.873714789307,2.699932295319692
12,250,1625,SUB-DISTRICT,Payum,Rural,15,0,0,544,2354,871.873714789307,2.699932295319692
12,250,1625,SUB-DISTRICT,Payum,Urban,0,0,0,0,0,0.0,0.0
12,250,1626,SUB-DISTRICT,Tato,Total,20,2,0,427,2711,523.080752031857,5.182756179556179
12,250,1626,SUB-DISTRICT,Tato,Rural,20,2,0,427,2711,523.080752031857,5.182756179556179
12,250,1626,SUB-DISTRICT,Tato,Urban,0,0,0,0,0,0.0,0.0
12,250,1627,SUB-DISTRICT,Kaying,Total,12,0,0,771,5094,265.6543721643764,19.17529140776962
12,250,1627,SUB-DISTRICT,Kaying,Rural,12,0,0,771,5094,265.6543721643764,19.17529140776962
12,250,1627,SUB-DISTRICT,Kaying,Urban,0,0,0,0,0,0.0,0.0
12,250,1628,SUB-DISTRICT,Darak,Total,11,0,0,218,1303,411.9322061559552,3.163141848410589
12,250,1628,SUB-DISTRICT,Darak,Rural,11,0,0,218,1303,411.9322061559552,3.163141848410589
12,250,1628,SUB-DISTRICT,Darak,Urban,0,0,0,0,0,0.0,0.0
12,250,1629,SUB-DISTRICT,Kamba,Total,27,5,0,1105,6014,300.7401834383262,19.99732769742528
12,250,1629,SUB-DISTRICT,Kamba,Rural,27,5,0,1105,6014,300.7401834383262,19.99732769742528
12,250,1629,SUB-DISTRICT,Kamba,Urban,0,0,0,0,0,0.0,0.0
12,250,1630,SUB-DISTRICT,Rumgong,Total,8,0,0,533,3144,245.83980154714888,12.788816050996616
12,250,1630,SUB-DISTRICT,Rumgong,Rural,8,0,0,533,3144,245.83980154714888,12.788816050996616
12,250,1630,SUB-DISTRICT,Rumgong,Urban,0,0,0,0,0,0.0,0.0
12,250,1631,SUB-DISTRICT,Jomlo Mobuk,Total,16,0,0,746,3996,139.62587720729837,28.619336758524053
12,250,1631,SUB-DISTRICT,Jomlo Mobuk,Rural,16,0,0,746,3996,139.62587720729837,28.619336758524053
12,250,1631,SUB-DISTRICT,Jomlo Mobuk,Urban,0,0,0,0,0,0.0,0.0
12,250,1632,SUB-DISTRICT,Liromoba,Total,25,0,0,633,4235,285.914580409309,14.812116240932056
12,250,1632,SUB-DISTRICT,Liromoba,Rural,25,0,0,633,4235,285.914580409309,14.812116240932056
12,250,1632,SUB-DISTRICT,Liromoba,Urban,0,0,0,0,0,0.0,0.0
12,250,1633,SUB-DISTRICT,Yomcha,Total,14,3,0,399,2315,93.30130234683551,24.81208666728238
12,250,1633,SUB-DISTRICT,Yomcha,Rural,14,3,0,399,2315,93.30130234683551,24.81208666728238
12,250,1633,SUB-DISTRICT,Yomcha,Urban,0,0,0,0,0,0.0,0.0
12,250,1634,SUB-DISTRICT,Aalo,Total,44,2,1,6995,34916,460.4523615236479,75.82977723137769
12,250,1635,SUB-DISTRICT,Tirbin,Total,30,0,0,977,5662,137.03900512452265,41.316703918385386
12,250,1635,SUB-DISTRICT,Tirbin,Rural,30,0,0,977,5662,137.03900512452265,41.316703918385386
12,250,1635,SUB-DISTRICT,Tirbin,Urban,0,0,0,0,0,0.0,0.0
12,250,1636,SUB-DISTRICT,Basar,Total,29,1,1,2512,12224,345.5756764696282,35.37285993296562
12,250,1637,SUB-DISTRICT,Daring,Total,12,0,0,460,2266,412.4213206253876,5.494381319966393
12,250,1637,SUB-DISTRICT,Daring,Rural,12,0,0,460,2266,412.4213206253876,5.494381319966393
12,250,1637,SUB-DISTRICT,Daring,Urban,0,0,0,0,0,0.0,0.0
12,250,1638,SUB-DISTRICT,Gensi,Total,12,0,0,374,1783,311.48983255540685,5.724103369193745
12,250,1638,SUB-DISTRICT,Gensi,Rural,12,0,0,374,1783,311.48983255540685,5.724103369193745
12,250,1638,SUB-DISTRICT,Gensi,Urban,0,0,0,0,0,0.0,0.0
12,250,1639,SUB-DISTRICT,Sibe,Total,14,0,0,251,1345,161.24473675620982,8.341357535493026
12,250,1639,SUB-DISTRICT,Sibe,Rural,14,0,0,251,1345,161.24473675620982,8.341357535493026
12,250,1639,SUB-DISTRICT,Sibe,Urban,0,0,0,0,0,0.0,0.0
12,250,1640,SUB-DISTRICT,Likabali,Total,23,0,0,1205,6076,340.64105493357704,17.836957442445637
12,250,1640,SUB-DISTRICT,Likabali,Rural,23,0,0,1205,6076,340.64105493357704,17.836957442445637
12,250,1640,SUB-DISTRICT,Likabali,Urban,0,0,0,0,0,0.0,0.0
12,250,1641,SUB-DISTRICT,Kangku,Total,24,2,0,495,2500,504.8204785063812,4.952255517440144
12,250,1641,SUB-DISTRICT,Kangku,Rural,24,2,0,495,2500,504.8204785063812,4.952255517440144
12,250,1641,SUB-DISTRICT,Kangku,Urban,0,0,0,0,0,0.0,0.0
12,250,1642,SUB-DISTRICT,Bagra,Total,16,0,0,760,3737,160.9512680745504,23.218207875622785
12,250,1642,SUB-DISTRICT,Bagra,Rural,16,0,0,760,3737,160.9512680745504,23.218207875622785
12,250,1642,SUB-DISTRICT,Bagra,Urban,0,0,0,0,0,0.0,0.0
12,251,0,DISTRICT,East Siang,Total,150,1,2,19107,99214,3603.00376939642,27.53646855513017
12,251,1643,SUB-DISTRICT,Boleng,Total,10,0,1,1084,5776,488.52182377914,11.823422657595174
12,251,1644,SUB-DISTRICT,Riga,Total,7,0,0,870,4153,158.23156762470953,26.24634301702681
12,251,1644,SUB-DISTRICT,Riga,Rural,7,0,0,870,4153,158.23156762470953,26.24634301702681
12,251,1644,SUB-DISTRICT,Riga,Urban,0,0,0,0,0,0.0,0.0
12,251,1645,SUB-DISTRICT,Pangin,Total,8,1,0,622,3411,177.1283015143045,19.257227505930413
12,251,1645,SUB-DISTRICT,Pangin,Rural,8,1,0,622,3411,177.1283015143045,19.257227505930413
12,251,1645,SUB-DISTRICT,Pangin,Urban,0,0,0,0,0,0.0,0.0
12,251,1646,SUB-DISTRICT,Kebang,Total,10,0,0,337,1629,430.8773420191392,3.7806583014236126
12,251,1646,SUB-DISTRICT,Kebang,Rural,10,0,0,337,1629,430.8773420191392,3.7806583014236126
12,251,1646,SUB-DISTRICT,Kebang,Urban,0,0,0,0,0,0.0,0.0
12,251,1647,SUB-DISTRICT,Rebo-Perging,Total,7,0,0,420,2363,139.7026291869373,16.914499131136964
12,251,1647,SUB-DISTRICT,Rebo-Perging,Rural,7,0,0,420,2363,139.7026291869373,16.914499131136964
12,251,1647,SUB-DISTRICT,Rebo-Perging,Urban,0,0,0,0,0,0.0,0.0
12,251,1648,SUB-DISTRICT,Koyu,Total,12,0,0,247,2005,89.88125609138231,22.307209391483312
12,251,1648,SUB-DISTRICT,Koyu,Rural,12,0,0,247,2005,89.88125609138231,22.307209391483312
12,251,1648,SUB-DISTRICT,Koyu,Urban,0,0,0,0,0,0.0,0.0
12,251,1649,SUB-DISTRICT,Kora,Total,5,0,0,123,884,195.3987890940392,4.524081260168707
12,251,1649,SUB-DISTRICT,Kora,Rural,5,0,0,123,884,195.3987890940392,4.524081260168707
12,251,1649,SUB-DISTRICT,Kora,Urban,0,0,0,0,0,0.0,0.0
12,251,1650,SUB-DISTRICT,Nari,Total,8,0,0,864,4989,116.47187321640416,42.83437590748165
12,251,1650,SUB-DISTRICT,Nari,Rural,8,0,0,864,4989,116.47187321640416,42.83437590748165
12,251,1650,SUB-DISTRICT,Nari,Urban,0,0,0,0,0,0.0,0.0
12,251,1651,SUB-DISTRICT,New Seren,Total,8,0,0,478,3048,143.3110007818468,21.26843008123135
12,251,1651,SUB-DISTRICT,New Seren,Rural,8,0,0,478,3048,143.3110007818468,21.26843008123135
12,251,1651,SUB-DISTRICT,New Seren,Urban,0,0,0,0,0,0.0,0.0
12,251,1652,SUB-DISTRICT,Bilat,Total,8,0,0,898,4734,277.58616194999456,17.05416425208113
12,251,1652,SUB-DISTRICT,Bilat,Rural,8,0,0,898,4734,277.58616194999456,17.05416425208113
12,251,1652,SUB-DISTRICT,Bilat,Urban,0,0,0,0,0,0.0,0.0
12,251,1653,SUB-DISTRICT,Ruksin,Total,10,0,0,1057,5679,105.9946730482647,53.57816422919731
12,251,1653,SUB-DISTRICT,Ruksin,Rural,10,0,0,1057,5679,105.9946730482647,53.57816422919731
12,251,1653,SUB-DISTRICT,Ruksin,Urban,0,0,0,0,0,0.0,0.0
12,251,1654,SUB-DISTRICT,Sille-Oyan,Total,12,0,0,1872,9715,146.57145776016722,66.28166321369687
12,251,1654,SUB-DISTRICT,Sille-Oyan,Rural,12,0,0,1872,9715,146.57145776016722,66.28166321369687
12,251,1654,SUB-DISTRICT,Sille-Oyan,Urban,0,0,0,0,0,0.0,0.0
12,251,1655,SUB-DISTRICT,Pasighat,Total,26,0,1,7584,36354,304.7433828791758,119.29381257283472
12,251,1656,SUB-DISTRICT,Mebo,Total,10,0,0,1328,7015,571.7131788143953,12.270138698827154
12,251,1656,SUB-DISTRICT,Mebo,Rural,10,0,0,1328,7015,571.7131788143953,12.270138698827154
12,251,1656,SUB-DISTRICT,Mebo,Urban,0,0,0,0,0,0.0,0.0
12,251,1657,SUB-DISTRICT,Namsing,Total,9,0,0,1323,7459,256.8703316365196,29.03799731358132
12,251,1657,SUB-DISTRICT,Namsing,Rural,9,0,0,1323,7459,256.8703316365196,29.03799731358132
12,251,1657,SUB-DISTRICT,Namsing,Urban,0,0,0,0,0,0.0,0.0
12,252,0,DISTRICT,Upper Siang,Total,98,14,1,7324,35320,6589.999999999998,5.3596358118361165
12,252,1658,SUB-DISTRICT,Tuting,Total,13,7,0,905,5207,2482.2282066747694,2.0977120419461257
12,252,1658,SUB-DISTRICT,Tuting,Rural,13,7,0,905,5207,2482.2282066747694,2.0977120419461257
12,252,1658,SUB-DISTRICT,Tuting,Urban,0,0,0,0,0,0.0,0.0
12,252,1659,SUB-DISTRICT,Migging,Total,5,0,0,218,857,519.3238545262768,1.6502226742150112
12,252,1659,SUB-DISTRICT,Migging,Rural,5,0,0,218,857,519.3238545262768,1.6502226742150112
12,252,1659,SUB-DISTRICT,Migging,Urban,0,0,0,0,0,0.0,0.0
12,252,1660,SUB-DISTRICT,Palling,Total,5,0,0,124,613,158.96303447105285,3.8562424405129687
12,252,1660,SUB-DISTRICT,Palling,Rural,5,0,0,124,613,158.96303447105285,3.8562424405129687
12,252,1660,SUB-DISTRICT,Palling,Urban,0,0,0,0,0,0.0,0.0
12,252,1661,SUB-DISTRICT,Gelling,Total,6,0,0,176,780,382.49200585580536,2.03925830620902
12,252,1661,SUB-DISTRICT,Gelling,Rural,6,0,0,176,780,382.49200585580536,2.03925830620902
12,252,1661,SUB-DISTRICT,Gelling,Urban,0,0,0,0,0,0.0,0.0
12,252,1662,SUB-DISTRICT,Singa,Total,13,1,0,157,988,785.7469788954593,1.2574022255724762
12,252,1662,SUB-DISTRICT,Singa,Rural,13,1,0,157,988,785.7469788954593,1.2574022255724762
12,252,1662,SUB-DISTRICT,Singa,Urban,0,0,0,0,0,0.0,0.0
12,252,1663,SUB-DISTRICT,Yingkiong,Total,6,1,1,2062,8573,523.8579512561794,16.36512336873473
12,252,1664,SUB-DISTRICT,Jengging,Total,11,2,0,868,3293,525.8653376938674,6.2620594360547495
12,252,1664,SUB-DISTRICT,Jengging,Rural,11,2,0,868,3293,525.8653376938674,6.2620594360547495
12,252,1664,SUB-DISTRICT,Jengging,Urban,0,0,0,0,0,0.0,0.0
12,252,1665,SUB-DISTRICT,Geku,Total,13,0,0,873,4445,214.0712850340528,20.7641113533416
12,252,1665,SUB-DISTRICT,Geku,Rural,13,0,0,873,4445,214.0712850340528,20.7641113533416
12,252,1665,SUB-DISTRICT,Geku,Urban,0,0,0,0,0,0.0,0.0
12,252,1666,SUB-DISTRICT,Mariyang,Total,14,3,0,1161,6260,586.4864107126078,10.673734097937263
12,252,1666,SUB-DISTRICT,Mariyang,Rural,14,3,0,1161,6260,586.4864107126078,10.673734097937263
12,252,1666,SUB-DISTRICT,Mariyang,Urban,0,0,0,0,0,0.0,0.0
12,252,1667,SUB-DISTRICT,Mopom ( Adipasi ),Total,4,0,0,226,1360,115.12011675239218,11.813747573981152
12,252,1667,SUB-DISTRICT,Mopom ( Adipasi ),Rural,4,0,0,226,1360,115.12011675239218,11.813747573981152
12,252,1667,SUB-DISTRICT,Mopom ( Adipasi ),Urban,0,0,0,0,0,0.0,0.0
12,252,1668,SUB-DISTRICT,Katan,Total,8,0,0,554,2944,295.84481812753654,9.95116297332226
12,252,1668,SUB-DISTRICT,Katan,Rural,8,0,0,554,2944,295.84481812753654,9.95116297332226
12,252,1668,SUB-DISTRICT,Katan,Urban,0,0,0,0,0,0.0,0.0
12,253,0,DISTRICT,Changlang,Total,347,15,3,29521,148226,4662.0,31.7945087945088
12,253,1669,SUB-DISTRICT,Khimiyong,Total,14,1,0,572,3012,137.30344793396625,21.93681255148501
12,253,1669,SUB-DISTRICT,Khimiyong,Rural,14,1,0,572,3012,137.30344793396625,21.93681255148501
12,253,1669,SUB-DISTRICT,Khimiyong,Urban,0,0,0,0,0,0.0,0.0
12,253,1670,SUB-DISTRICT,Yatdam,Total,19,1,0,496,2793,90.8486974196267,30.743423729007787
12,253,1670,SUB-DISTRICT,Yatdam,Rural,19,1,0,496,2793,90.8486974196267,30.743423729007787
12,253,1670,SUB-DISTRICT,Yatdam,Urban,0,0,0,0,0,0.0,0.0
12,253,1671,SUB-DISTRICT,Changlang,Total,55,3,1,2944,13731,347.47652628708823,39.51633840340433
12,253,1672,SUB-DISTRICT,Namtok,Total,17,0,0,774,3875,59.21439902833205,65.44016427737358
12,253,1672,SUB-DISTRICT,Namtok,Rural,17,0,0,774,3875,59.21439902833205,65.44016427737358
12,253,1672,SUB-DISTRICT,Namtok,Urban,0,0,0,0,0,0.0,0.0
12,253,1673,SUB-DISTRICT,Manmao,Total,17,5,0,569,2632,253.3440249857472,10.389035226499116
12,253,1673,SUB-DISTRICT,Manmao,Rural,17,5,0,569,2632,253.3440249857472,10.389035226499116
12,253,1673,SUB-DISTRICT,Manmao,Urban,0,0,0,0,0,0.0,0.0
12,253,1674,SUB-DISTRICT,Renuk,Total,6,0,0,132,715,67.95836948169446,10.521147070672368
12,253,1674,SUB-DISTRICT,Renuk,Rural,6,0,0,132,715,67.95836948169446,10.521147070672368
12,253,1674,SUB-DISTRICT,Renuk,Urban,0,0,0,0,0,0.0,0.0
12,253,1675,SUB-DISTRICT,Lyngok-Longtoi,Total,6,0,0,146,757,49.67114493220633,15.240236580678612
12,253,1675,SUB-DISTRICT,Lyngok-Longtoi,Rural,6,0,0,146,757,49.67114493220633,15.240236580678612
12,253,1675,SUB-DISTRICT,Lyngok-Longtoi,Urban,0,0,0,0,0,0.0,0.0
12,253,1676,SUB-DISTRICT,Nampong,Total,23,0,0,758,3636,156.014389113353,23.30554265323724
12,253,1676,SUB-DISTRICT,Nampong,Rural,23,0,0,758,3636,156.014389113353,23.30554265323724
12,253,1676,SUB-DISTRICT,Nampong,Urban,0,0,0,0,0,0.0,0.0
12,253,1677,SUB-DISTRICT,Tikhak Rima Putok,Total,16,1,0,273,1344,574.7041989936296,2.3385943627234536
12,253,1677,SUB-DISTRICT,Tikhak Rima Putok,Rural,16,1,0,273,1344,574.7041989936296,2.3385943627234536
12,253,1677,SUB-DISTRICT,Tikhak Rima Putok,Urban,0,0,0,0,0,0.0,0.0
12,253,1678,SUB-DISTRICT,Jairampur,Total,13,1,1,2310,9804,150.13050591180627,65.30318365648705
12,253,1679,SUB-DISTRICT,Vijoynagar,Total,14,0,0,807,4438,619.0885159755101,7.1686033345441
12,253,1679,SUB-DISTRICT,Vijoynagar,Rural,14,0,0,807,4438,619.0885159755101,7.1686033345441
12,253,1679,SUB-DISTRICT,Vijoynagar,Urban,0,0,0,0,0,0.0,0.0
12,253,1680,SUB-DISTRICT,Miao,Total,44,3,1,5336,25921,1715.9945715489678,15.105525640796188
12,253,1681,SUB-DISTRICT,Kharsang,Total,30,0,0,2837,14516,72.54221302332499,200.10417927741705
12,253,1681,SUB-DISTRICT,Kharsang,Rural,30,0,0,2837,14516,72.54221302332499,200.10417927741705
12,253,1681,SUB-DISTRICT,Kharsang,Urban,0,0,0,0,0,0.0,0.0
12,253,1682,SUB-DISTRICT,Diyun,Total,31,0,0,5949,32007,179.39584314503136,178.4155052808228
12,253,1682,SUB-DISTRICT,Diyun,Rural,31,0,0,5949,32007,179.39584314503136,178.4155052808228
12,253,1682,SUB-DISTRICT,Diyun,Urban,0,0,0,0,0,0.0,0.0
12,253,1683,SUB-DISTRICT,Bordumsa,Total,42,0,0,5618,29045,188.313152219716,154.2377664949897
12,253,1683,SUB-DISTRICT,Bordumsa,Rural,42,0,0,5618,29045,188.313152219716,154.2377664949897
12,253,1683,SUB-DISTRICT,Bordumsa,Urban,0,0,0,0,0,0.0,0.0
12,254,0,DISTRICT,Tirap,Total,189,1,3,20611,111975,2362.0,47.40685859441152
12,254,1684,SUB-DISTRICT,Namsang,Total,19,1,1,2521,11458,310.8430940285632,36.86104089205576
12,254,1685,SUB-DISTRICT,Soha,Total,12,0,0,626,3082,99.24529958078364,31.054367441264205
12,254,1685,SUB-DISTRICT,Soha,Rural,12,0,0,626,3082,99.24529958078364,31.054367441264205
12,254,1685,SUB-DISTRICT,Soha,Urban,0,0,0,0,0,0.0,0.0
12,254,1686,SUB-DISTRICT,Khonsa,Total,52,0,1,5355,26295,545.3546489630576,48.21633051079249
12,254,1687,SUB-DISTRICT,Dadam,Total,10,0,0,839,5074,53.501188031902814,94.839015480822
12,254,1687,SUB-DISTRICT,Dadam,Rural,10,0,0,839,5074,53.501188031902814,94.839015480822
12,254,1687,SUB-DISTRICT,Dadam,Urban,0,0,0,0,0,0.0,0.0
12,254,1688,SUB-DISTRICT,Kanubari,Total,15,0,0,1329,7152,137.16084085417225,52.143162403064586
12,254,1688,SUB-DISTRICT,Kanubari,Rural,15,0,0,1329,7152,137.16084085417225,52.143162403064586
12,254,1688,SUB-DISTRICT,Kanubari,Urban,0,0,0,0,0,0.0,0.0
12,254,1689,SUB-DISTRICT,Lawnu,Total,17,0,0,935,4946,126.56784393649704,39.07785616132925
12,254,1689,SUB-DISTRICT,Lawnu,Rural,17,0,0,935,4946,126.56784393649704,39.07785616132925
12,254,1689,SUB-DISTRICT,Lawnu,Urban,0,0,0,0,0,0.0,0.0
12,254,1690,SUB-DISTRICT,Longding,Total,14,0,1,2924,16897,233.26041356626493,72.43835223330717
12,254,1691,SUB-DISTRICT,Pumao,Total,5,0,0,705,4934,129.27269241828813,38.16738019221444
12,254,1691,SUB-DISTRICT,Pumao,Rural,5,0,0,705,4934,129.27269241828813,38.16738019221444
12,254,1691,SUB-DISTRICT,Pumao,Urban,0,0,0,0,0,0.0,0.0
12,254,1692,SUB-DISTRICT,Pangchao,Total,13,0,0,1786,11808,209.87002779641523,56.26339370124051
12,254,1692,SUB-DISTRICT,Pangchao,Rural,13,0,0,1786,11808,209.87002779641523,56.26339370124051
12,254,1692,SUB-DISTRICT,Pangchao,Urban,0,0,0,0,0,0.0,0.0
12,254,1693,SUB-DISTRICT,Wakka,Total,13,0,0,1747,11216,243.60318221029425,46.04209147940281
12,254,1693,SUB-DISTRICT,Wakka,Rural,13,0,0,1747,11216,243.60318221029425,46.04209147940281
12,254,1693,SUB-DISTRICT,Wakka,Urban,0,0,0,0,0,0.0,0.0
12,254,1694,SUB-DISTRICT,Laju,Total,19,0,0,1844,9113,273.320768613761,33.34177657343667
12,254,1694,SUB-DISTRICT,Laju,Rural,19,0,0,1844,9113,273.320768613761,33.34177657343667
12,254,1694,SUB-DISTRICT,Laju,Urban,0,0,0,0,0,0.0,0.0
12,255,0,DISTRICT,Lower Subansiri,Total,536,42,1,15249,83030,3507.9999999999995,23.668757126567847
12,255,1695,SUB-DISTRICT,Ziro (Sadar),Total,136,8,1,4835,22747,296.6680213049842,76.67493078606998
12,255,1696,SUB-DISTRICT,Old Ziro,Total,83,5,0,3274,19605,176.89059437453471,110.83121784581638
12,255,1696,SUB-DISTRICT,Old Ziro,Rural,83,5,0,3274,19605,176.89059437453471,110.83121784581638
12,255,1696,SUB-DISTRICT,Old Ziro,Urban,0,0,0,0,0,0.0,0.0
12,255,1697,SUB-DISTRICT,Yachuli,Total,57,1,0,1536,8566,567.3594550757578,15.098012244911311
12,255,1697,SUB-DISTRICT,Yachuli,Rural,57,1,0,1536,8566,567.3594550757578,15.098012244911311
12,255,1697,SUB-DISTRICT,Yachuli,Urban,0,0,0,0,0,0.0,0.0
12,255,1698,SUB-DISTRICT,Yazali,Total,66,3,0,1911,9663,453.1709685424211,21.32307819955913
12,255,1698,SUB-DISTRICT,Yazali,Rural,66,3,0,1911,9663,453.1709685424211,21.32307819955913
12,255,1698,SUB-DISTRICT,Yazali,Urban,0,0,0,0,0,0.0,0.0
12,255,1699,SUB-DISTRICT,Pistana,Total,57,0,0,1220,7170,363.7353060703381,19.712136491400937
12,255,1699,SUB-DISTRICT,Pistana,Rural,57,0,0,1220,7170,363.7353060703381,19.712136491400937
12,255,1699,SUB-DISTRICT,Pistana,Urban,0,0,0,0,0,0.0,0.0
12,255,1700,SUB-DISTRICT,Kamporijo,Total,79,17,0,1188,6951,958.509586163988,7.25188365389053
12,255,1700,SUB-DISTRICT,Kamporijo,Rural,79,17,0,1188,6951,958.509586163988,7.25188365389053
12,255,1700,SUB-DISTRICT,Kamporijo,Urban,0,0,0,0,0,0.0,0.0
12,255,1701,SUB-DISTRICT,Dollungmukh,Total,19,2,0,479,2944,440.84502098490594,6.678083815992104
12,255,1701,SUB-DISTRICT,Dollungmukh,Rural,19,2,0,479,2944,440.84502098490594,6.678083815992104
12,255,1701,SUB-DISTRICT,Dollungmukh,Urban,0,0,0,0,0,0.0,0.0
12,255,1702,SUB-DISTRICT,Raga,Total,39,6,0,806,5384,250.82104748307,21.465503210464867
12,255,1702,SUB-DISTRICT,Raga,Rural,39,6,0,806,5384,250.82104748307,21.465503210464867
12,255,1702,SUB-DISTRICT,Raga,Urban,0,0,0,0,0,0.0,0.0
12,256,0,DISTRICT,Kurung Kumey,Total,700,36,1,15037,92076,6040.0,15.244370860927152
12,256,1703,SUB-DISTRICT,Palin,Total,70,1,0,1707,9896,280.95605638328766,35.22259006404765
12,256,1703,SUB-DISTRICT,Palin,Rural,70,1,0,1707,9896,280.95605638328766,35.22259006404765
12,256,1703,SUB-DISTRICT,Palin,Urban,0,0,0,0,0,0.0,0.0
12,256,1704,SUB-DISTRICT,Yangte,Total,39,0,0,938,6910,152.07216615890397,45.43895292962139
12,256,1704,SUB-DISTRICT,Yangte,Rural,39,0,0,938,6910,152.07216615890397,45.43895292962139
12,256,1704,SUB-DISTRICT,Yangte,Urban,0,0,0,0,0,0.0,0.0
12,256,1705,SUB-DISTRICT,Sangram,Total,70,3,0,1718,10832,204.91530765475432,52.860862977840505
12,256,1705,SUB-DISTRICT,Sangram,Rural,70,3,0,1718,10832,204.91530765475432,52.860862977840505
12,256,1705,SUB-DISTRICT,Sangram,Urban,0,0,0,0,0,0.0,0.0
12,256,1706,SUB-DISTRICT,Nyapin,Total,42,2,0,1134,6651,275.33861488929125,24.15571096947026
12,256,1706,SUB-DISTRICT,Nyapin,Rural,42,2,0,1134,6651,275.33861488929125,24.15571096947026
12,256,1706,SUB-DISTRICT,Nyapin,Urban,0,0,0,0,0,0.0,0.0
12,256,1707,SUB-DISTRICT,Phassang,Total,28,1,0,425,2435,270.26238868873634,9.009762741364696
12,256,1707,SUB-DISTRICT,Phassang,Rural,28,1,0,425,2435,270.26238868873634,9.009762741364696
12,256,1707,SUB-DISTRICT,Phassang,Urban,0,0,0,0,0,0.0,0.0
12,256,1708,SUB-DISTRICT,Koloriang,Total,66,9,1,1377,7427,347.30158632068765,21.384872089648724
12,256,1709,SUB-DISTRICT,Chambang,Total,56,3,0,697,5347,167.2355256734293,31.972871663891585
12,256,1709,SUB-DISTRICT,Chambang,Rural,56,3,0,697,5347,167.2355256734293,31.972871663891585
12,256,1709,SUB-DISTRICT,Chambang,Urban,0,0,0,0,0,0.0,0.0
12,256,1710,SUB-DISTRICT,Gangte,Total,67,0,0,753,5369,63.94738630956427,83.95964729518565
12,256,1710,SUB-DISTRICT,Gangte,Rural,67,0,0,753,5369,63.94738630956427,83.95964729518565
