State_code,District_code,Subdistrict_code,Subdistrict,Subdistrict_name,T/r/u,Number_of_villages_habitated,Unhabitated,Number of towns,Number of households,population,Area,population density
21,382,2970,SUB-DISTRICT,Tomka,Urban,0,0,0,0,0,0.0,0.0
21,382,2971,SUB-DISTRICT,Kaliapani,Total,30,2,2,7764,38517,207.51700495164715,185.60888544519383
21,382,2971,SUB-DISTRICT,Kaliapani,Rural,30,2,0,5366,27984,186.73700495164715,149.85781745426436
21,382,2971,SUB-DISTRICT,Kaliapani,Urban,0,0,2,2398,10533,20.78,506.88161693936473
21,382,2972,SUB-DISTRICT,Kalinganagar,Total,33,3,0,10499,49415,142.79054854798227,346.0663223336169
21,382,2972,SUB-DISTRICT,Kalinganagar,Rural,33,3,0,10499,49415,142.79054854798227,346.0663223336169
21,382,2972,SUB-DISTRICT,Kalinganagar,Urban,0,0,0,0,0,0.0,0.0
21,382,2973,SUB-DISTRICT,Jakhapura,Total,11,2,0,3745,17424,48.67977558261517,357.93098450976777
21,382,2973,SUB-DISTRICT,Jakhapura,Rural,11,2,0,3745,17424,48.67977558261517,357.93098450976777
21,382,2973,SUB-DISTRICT,Jakhapura,Urban,0,0,0,0,0,0.0,0.0
21,382,2974,SUB-DISTRICT,Jajapur Road,Total,41,3,1,21133,98293,109.91872567588372,894.2334383482175
21,382,2974,SUB-DISTRICT,Jajapur Road,Rural,41,3,0,8862,41347,67.13872567588372,615.8442774086175
21,382,2974,SUB-DISTRICT,Jajapur Road,Urban,0,0,1,12271,56946,42.78,1331.1360448807854
21,382,2975,SUB-DISTRICT,Korai,Total,140,9,0,20561,96874,187.01752589500217,517.9942336227263
21,382,2975,SUB-DISTRICT,Korai,Rural,140,9,0,20561,96874,187.01752589500217,517.9942336227263
21,382,2975,SUB-DISTRICT,Korai,Urban,0,0,0,0,0,0.0,0.0
21,382,2976,SUB-DISTRICT,Panikoili,Total,81,6,0,13399,65386,127.87523138119806,511.3265430197605
21,382,2976,SUB-DISTRICT,Panikoili,Rural,81,6,0,13399,65386,127.87523138119806,511.3265430197605
21,382,2976,SUB-DISTRICT,Panikoili,Urban,0,0,0,0,0,0.0,0.0
21,382,2977,SUB-DISTRICT,Jajapur,Total,99,4,1,30792,134859,100.9093343740266,1336.437316097408
21,382,2977,SUB-DISTRICT,Jajapur,Rural,99,4,0,22594,97401,89.25933437402658,1091.2136045274224
21,382,2977,SUB-DISTRICT,Jajapur,Urban,0,0,1,8198,37458,11.65,3215.278969957081
21,382,2978,SUB-DISTRICT,Jajpur Sadar,Total,147,11,0,28034,127778,168.44863068875512,758.5576651916939
21,382,2978,SUB-DISTRICT,Jajpur Sadar,Rural,147,11,0,28034,127778,168.44863068875512,758.5576651916939
21,382,2978,SUB-DISTRICT,Jajpur Sadar,Urban,0,0,0,0,0,0.0,0.0
21,382,2979,SUB-DISTRICT,Dharmasala,Total,180,51,1,35054,164969,189.79922735686588,869.1763517552188
21,382,2979,SUB-DISTRICT,Dharmasala,Rural,180,51,0,32794,154248,185.6292273568659,830.9467328841672
21,382,2979,SUB-DISTRICT,Dharmasala,Urban,0,0,1,2260,10721,4.17,2570.9832134292565
21,382,2980,SUB-DISTRICT,Jenapur,Total,79,17,2,18713,87741,166.9332261610234,525.6053693910236
21,382,2980,SUB-DISTRICT,Jenapur,Rural,79,17,0,16689,77100,156.01322616102345,494.18887037451566
21,382,2980,SUB-DISTRICT,Jenapur,Urban,0,0,2,2024,10641,10.92,974.4505494505496
21,382,2981,SUB-DISTRICT,Kuakhia,Total,115,7,0,23698,111408,107.00209093415349,1041.1759156048438
21,382,2981,SUB-DISTRICT,Kuakhia,Rural,115,7,0,23698,111408,107.00209093415349,1041.1759156048438
21,382,2981,SUB-DISTRICT,Kuakhia,Urban,0,0,0,0,0,0.0,0.0
21,382,2982,SUB-DISTRICT,Badachana,Total,170,36,0,29345,129826,252.6158588762661,513.9265625583315
21,382,2982,SUB-DISTRICT,Badachana,Rural,170,36,0,29345,129826,252.6158588762661,513.9265625583315
21,382,2982,SUB-DISTRICT,Badachana,Urban,0,0,0,0,0,0.0,0.0
21,382,2983,SUB-DISTRICT,Balichandrapur,Total,62,2,0,26021,111449,140.70427245158447,792.0797148384315
21,382,2983,SUB-DISTRICT,Balichandrapur,Rural,62,2,0,26021,111449,140.70427245158447,792.0797148384315
21,382,2983,SUB-DISTRICT,Balichandrapur,Urban,0,0,0,0,0,0.0,0.0
21,382,2984,SUB-DISTRICT,Binjharpur,Total,131,6,1,47171,196780,238.10534154908143,826.4409303872634
21,382,2984,SUB-DISTRICT,Binjharpur,Rural,131,6,0,45116,187982,236.48534154908145,794.8991627499465
21,382,2984,SUB-DISTRICT,Binjharpur,Urban,0,0,1,2055,8798,1.62,5430.864197530864
21,382,2985,SUB-DISTRICT,Bari - Ramachandrapur,Total,81,4,0,29857,123956,152.3604319354388,813.5708098578054
21,382,2985,SUB-DISTRICT,Bari - Ramachandrapur,Rural,81,4,0,29857,123956,152.3604319354388,813.5708098578054
21,382,2985,SUB-DISTRICT,Bari - Ramachandrapur,Urban,0,0,0,0,0,0.0,0.0
21,382,2986,SUB-DISTRICT,Mangalpur,Total,97,0,0,35314,146363,162.80219190049442,899.0235222966645
21,382,2986,SUB-DISTRICT,Mangalpur,Rural,97,0,0,35314,146363,162.80219190049442,899.0235222966645
21,382,2986,SUB-DISTRICT,Mangalpur,Urban,0,0,0,0,0,0.0,0.0
21,383,0,DISTRICT,Dhenkanal,Total,1081,127,5,279364,1192811,4452.0,267.92699910152743
21,383,0,DISTRICT,Dhenkanal,Rural,1081,127,0,253446,1075305,4383.82,245.2894963753074
21,383,0,DISTRICT,Dhenkanal,Urban,0,0,5,25918,117506,68.18,1723.467292461132
21,383,2987,SUB-DISTRICT,Parajang,Total,125,7,1,38920,164482,859.781203103733,191.3068108563373
21,383,2987,SUB-DISTRICT,Parajang,Rural,125,7,0,37794,158056,849.861203103733,185.9786038270392
21,383,2987,SUB-DISTRICT,Parajang,Urban,0,0,1,1126,6426,9.92,647.7822580645161
21,383,2988,SUB-DISTRICT,Kamakshyanagar,Total,109,18,1,26786,117096,427.3373087795628,274.01305150354347
21,383,2988,SUB-DISTRICT,Kamakshyanagar,Rural,109,18,0,22806,100286,416.1873087795629,240.9636187467632
21,383,2988,SUB-DISTRICT,Kamakshyanagar,Urban,0,0,1,3980,16810,11.15,1507.6233183856502
21,383,2989,SUB-DISTRICT,Kankadahad,Total,81,1,0,13114,61222,492.293491234397,124.360774802221
21,383,2989,SUB-DISTRICT,Kankadahad,Rural,81,1,0,13114,61222,492.293491234397,124.360774802221
21,383,2989,SUB-DISTRICT,Kankadahad,Urban,0,0,0,0,0,0.0,0.0
21,383,2990,SUB-DISTRICT,Bhuban,Total,87,21,1,22588,101051,221.00224985749352,457.2396890310375
21,383,2990,SUB-DISTRICT,Bhuban,Rural,87,21,0,17786,78851,202.9622498574936,388.5008175429858
21,383,2990,SUB-DISTRICT,Bhuban,Urban,0,0,1,4802,22200,18.04,1230.59866962306
21,383,2991,SUB-DISTRICT,Gandia,Total,120,20,0,25204,104442,482.5567966868696,216.4346263840363
21,383,2991,SUB-DISTRICT,Gandia,Rural,120,20,0,25204,104442,482.5567966868696,216.4346263840363
21,383,2991,SUB-DISTRICT,Gandia,Urban,0,0,0,0,0,0.0,0.0
21,383,2992,SUB-DISTRICT,Nihalprasad,Total,52,8,0,12345,53452,169.08702318493272,316.1212433288795
21,383,2992,SUB-DISTRICT,Nihalprasad,Rural,52,8,0,12345,53452,169.08702318493272,316.1212433288795
21,383,2992,SUB-DISTRICT,Nihalprasad,Urban,0,0,0,0,0,0.0,0.0
21,383,2993,SUB-DISTRICT,Tumusingha,Total,52,12,0,12475,53802,168.58983027186747,319.12956975660427
21,383,2993,SUB-DISTRICT,Tumusingha,Rural,52,12,0,12475,53802,168.58983027186747,319.12956975660427
21,383,2993,SUB-DISTRICT,Tumusingha,Urban,0,0,0,0,0,0.0,0.0
21,383,2994,SUB-DISTRICT,Motunga,Total,58,8,0,14709,62014,123.61458801084213,501.6721812360917
21,383,2994,SUB-DISTRICT,Motunga,Rural,58,8,0,14709,62014,123.61458801084213,501.6721812360917
21,383,2994,SUB-DISTRICT,Motunga,Urban,0,0,0,0,0,0.0,0.0
21,383,2995,SUB-DISTRICT,Bhusan Steel Limited,Total,25,4,0,6213,26821,80.75241563034399,332.1386709070978
21,383,2995,SUB-DISTRICT,Bhusan Steel Limited,Rural,25,4,0,6213,26821,80.75241563034399,332.1386709070978
21,383,2995,SUB-DISTRICT,Bhusan Steel Limited,Urban,0,0,0,0,0,0.0,0.0
21,383,2996,SUB-DISTRICT,Balimi,Total,45,2,0,12057,47592,122.63056037040052,388.09249387958704
21,383,2996,SUB-DISTRICT,Balimi,Rural,45,2,0,12057,47592,122.63056037040052,388.09249387958704
21,383,2996,SUB-DISTRICT,Balimi,Urban,0,0,0,0,0,0.0,0.0
21,383,2997,SUB-DISTRICT,Hindol,Total,55,0,0,10877,44159,244.59819685671405,180.53689915739
21,383,2997,SUB-DISTRICT,Hindol,Rural,55,0,0,10877,44159,244.59819685671405,180.53689915739
21,383,2997,SUB-DISTRICT,Hindol,Urban,0,0,0,0,0,0.0,0.0
21,383,2998,SUB-DISTRICT,Rasol,Total,60,4,0,17911,73850,357.8856737357639,206.35081373647088
21,383,2998,SUB-DISTRICT,Rasol,Rural,60,4,0,17911,73850,357.8856737357639,206.35081373647088
21,383,2998,SUB-DISTRICT,Rasol,Urban,0,0,0,0,0,0.0,0.0
21,383,2999,SUB-DISTRICT,Dhenkanal Sadar,Total,212,22,2,66165,282828,701.8706622770792,402.96313152970527
21,383,2999,SUB-DISTRICT,Dhenkanal Sadar,Rural,212,22,0,50155,210758,672.8006622770791,313.25474515244105
21,383,2999,SUB-DISTRICT,Dhenkanal Sadar,Urban,0,0,2,16010,72070,29.07,2479.188166494668
21,384,0,DISTRICT,Anugul,Total,1654,217,18,297050,1273821,6375.0,199.8150588235294
21,384,0,DISTRICT,Anugul,Rural,1654,217,0,249733,1067275,6198.12,172.19334249740243
21,384,0,DISTRICT,Anugul,Urban,0,0,18,47317,206546,176.88,1167.7182270465853
21,384,3000,SUB-DISTRICT,Palalahada,Total,142,3,1,15686,66385,686.0042295669814,96.77054038267876
21,384,3000,SUB-DISTRICT,Palalahada,Rural,142,3,0,14302,60636,677.7842295669814,89.46209922697487
21,384,3000,SUB-DISTRICT,Palalahada,Urban,0,0,1,1384,5749,8.22,699.3917274939172
21,384,3001,SUB-DISTRICT,Khamar,Total,129,16,0,15302,63421,479.7366436224079,132.19961585823228
21,384,3001,SUB-DISTRICT,Khamar,Rural,129,16,0,15302,63421,479.7366436224079,132.19961585823228
21,384,3001,SUB-DISTRICT,Khamar,Urban,0,0,0,0,0,0.0,0.0
21,384,3002,SUB-DISTRICT,Rengali Damsite,Total,40,3,1,9310,37838,80.45523925012151,470.2987692618521
21,384,3002,SUB-DISTRICT,Rengali Damsite,Rural,40,3,0,7823,31493,74.20523925012151,424.4039951659941
21,384,3002,SUB-DISTRICT,Rengali Damsite,Urban,0,0,1,1487,6345,6.25,1015.2
21,384,3003,SUB-DISTRICT,Kaniha,Total,81,26,0,14182,55678,354.5875034338817,157.02189011402095
21,384,3003,SUB-DISTRICT,Kaniha,Rural,81,26,0,14182,55678,354.5875034338817,157.02189011402095
21,384,3003,SUB-DISTRICT,Kaniha,Urban,0,0,0,0,0,0.0,0.0
21,384,3004,SUB-DISTRICT,N.T.P.C,Total,15,2,0,4218,16590,19.40915289998423,854.7513683615465
21,384,3004,SUB-DISTRICT,N.T.P.C,Rural,15,2,0,4218,16590,19.40915289998423,854.7513683615465
21,384,3004,SUB-DISTRICT,N.T.P.C,Urban,0,0,0,0,0,0.0,0.0
21,384,3005,SUB-DISTRICT,Samal Barrage,Total,41,11,1,7794,31421,171.27308015533336,183.45556681472203
21,384,3005,SUB-DISTRICT,Samal Barrage,Rural,41,11,0,7046,28440,169.21308015533336,168.07211341991288
21,384,3005,SUB-DISTRICT,Samal Barrage,Urban,0,0,1,748,2981,2.06,1447.0873786407767
21,384,3006,SUB-DISTRICT,Talcher Sadar,Total,104,32,1,21928,97968,146.78625244435486,667.4194508585786
21,384,3006,SUB-DISTRICT,Talcher Sadar,Rural,104,32,0,12814,57127,121.32625244435484,470.8544016572239
21,384,3006,SUB-DISTRICT,Talcher Sadar,Urban,0,0,1,9114,40841,25.46,1604.1241162608012
21,384,3007,SUB-DISTRICT,Colliery,Total,32,15,4,14306,61938,85.04587178332652,728.2893184727529
21,384,3007,SUB-DISTRICT,Colliery,Rural,32,15,0,5303,23225,57.18587178332652,406.1317817799121
21,384,3007,SUB-DISTRICT,Colliery,Urban,0,0,4,9003,38713,27.86,1389.5549174443647
21,384,3008,SUB-DISTRICT,Bikrampur,Total,12,1,2,5795,25772,28.98419682928772,889.1741990227625
21,384,3008,SUB-DISTRICT,Bikrampur,Rural,12,1,0,4552,19985,18.64419682928772,1071.9153087145082
21,384,3008,SUB-DISTRICT,Bikrampur,Urban,0,0,2,1243,5787,10.34,559.6711798839458
21,384,3009,SUB-DISTRICT,NALC,Total,9,2,3,11790,50375,42.94262125869442,1173.0769693012342
21,384,3009,SUB-DISTRICT,NALC,Rural,9,2,0,4322,19807,28.652621258694424,691.2805575856245
21,384,3009,SUB-DISTRICT,NALC,Urban,0,0,3,7468,30568,14.29,2139.118264520644
21,384,3010,SUB-DISTRICT,Banarpal,Total,55,16,3,17992,78771,192.4127875317177,409.3854728185113
21,384,3010,SUB-DISTRICT,Banarpal,Rural,55,16,0,13799,59302,160.7327875317177,368.9477480647676
21,384,3010,SUB-DISTRICT,Banarpal,Urban,0,0,3,4193,19469,31.68,614.5517676767677
21,384,2995,SUB-DISTRICT,Bhusan Steel Limited,Total,2,0,0,272,1098,39.06700823969064,28.10555631143704
21,384,2995,SUB-DISTRICT,Bhusan Steel Limited,Rural,2,0,0,272,1098,39.06700823969064,28.10555631143704
21,384,2995,SUB-DISTRICT,Bhusan Steel Limited,Urban,0,0,0,0,0,0.0,0.0
21,384,3011,SUB-DISTRICT,Anugul,Total,92,3,1,34890,155203,227.3969307193027,682.5202060074486
21,384,3011,SUB-DISTRICT,Anugul,Rural,92,3,0,25112,111408,205.6869307193027,541.6386914345886
21,384,3011,SUB-DISTRICT,Anugul,Urban,0,0,1,9778,43795,21.71,2017.2731460156608
21,384,3012,SUB-DISTRICT,Jarapada,Total,53,3,0,14071,61335,291.89376342058506,210.1278193862038
21,384,3012,SUB-DISTRICT,Jarapada,Rural,53,3,0,14071,61335,291.89376342058506,210.1278193862038
21,384,3012,SUB-DISTRICT,Jarapada,Urban,0,0,0,0,0,0.0,0.0
21,384,3013,SUB-DISTRICT,Industrial,Total,39,4,0,8096,34314,152.66184758279107,224.7712872817876
21,384,3013,SUB-DISTRICT,Industrial,Rural,39,4,0,8096,34314,152.66184758279107,224.7712872817876
21,384,3013,SUB-DISTRICT,Industrial,Urban,0,0,0,0,0,0.0,0.0
21,384,3014,SUB-DISTRICT,Chhendipada,Total,111,11,0,24523,103804,405.6233165852017,255.91231015487207
21,384,3014,SUB-DISTRICT,Chhendipada,Rural,111,11,0,24523,103804,405.6233165852017,255.91231015487207
21,384,3014,SUB-DISTRICT,Chhendipada,Urban,0,0,0,0,0,0.0,0.0
21,384,3015,SUB-DISTRICT,Handapa,Total,93,10,0,12003,51620,407.2191572400856,126.7622091992254
21,384,3015,SUB-DISTRICT,Handapa,Rural,93,10,0,12003,51620,407.2191572400856,126.7622091992254
21,384,3015,SUB-DISTRICT,Handapa,Urban,0,0,0,0,0,0.0,0.0
21,384,3016,SUB-DISTRICT,Kishorenagar,Total,139,11,0,13131,56423,366.1210790759973,154.11021988244508
21,384,3016,SUB-DISTRICT,Kishorenagar,Rural,139,11,0,13131,56423,366.1210790759973,154.11021988244508
21,384,3016,SUB-DISTRICT,Kishorenagar,Urban,0,0,0,0,0,0.0,0.0
21,384,3017,SUB-DISTRICT,Athmallik,Total,117,19,1,13557,56953,392.81514093951,144.98677383917402
21,384,3017,SUB-DISTRICT,Athmallik,Rural,117,19,0,10658,44655,363.80514093951,122.74427976658195
21,384,3017,SUB-DISTRICT,Athmallik,Urban,0,0,1,2899,12298,29.01,423.92278524646673
21,384,3018,SUB-DISTRICT,Kiakata,Total,56,10,0,3722,15777,138.62052234014368,113.81431647823965
21,384,3018,SUB-DISTRICT,Kiakata,Rural,56,10,0,3722,15777,138.62052234014368,113.81431647823965
21,384,3018,SUB-DISTRICT,Kiakata,Urban,0,0,0,0,0,0.0,0.0
21,384,3019,SUB-DISTRICT,Thakurgarh,Total,124,9,0,10949,49898,563.7773430451906,88.50657199255404
21,384,3019,SUB-DISTRICT,Thakurgarh,Rural,124,9,0,10949,49898,563.7773430451906,88.50657199255404
21,384,3019,SUB-DISTRICT,Thakurgarh,Urban,0,0,0,0,0,0.0,0.0
21,384,3020,SUB-DISTRICT,Purunakot,Total,81,6,0,6746,29526,691.9109125103829,42.67312375934948
21,384,3020,SUB-DISTRICT,Purunakot,Rural,81,6,0,6746,29526,691.9109125103829,42.67312375934948
21,384,3020,SUB-DISTRICT,Purunakot,Urban,0,0,0,0,0,0.0,0.0
21,384,3021,SUB-DISTRICT,Bantala,Total,87,4,0,16787,71713,410.2553995250271,174.8008681495129
21,384,3021,SUB-DISTRICT,Bantala,Rural,87,4,0,16787,71713,410.2553995250271,174.8008681495129
21,384,3021,SUB-DISTRICT,Bantala,Urban,0,0,0,0,0,0.0,0.0
21,385,0,DISTRICT,Nayagarh,Total,1541,151,9,228315,962789,3890.0,247.5035989717224
21,385,0,DISTRICT,Nayagarh,Rural,1541,151,0,210850,883051,3835.36,230.23940386300112
21,385,0,DISTRICT,Nayagarh,Urban,0,0,9,17465,79738,54.64,1459.333821376281
21,385,3022,SUB-DISTRICT,Gania,Total,100,14,0,9247,38506,461.3799109220236,83.45833680328528
21,385,3022,SUB-DISTRICT,Gania,Rural,100,14,0,9247,38506,461.3799109220236,83.45833680328528
21,385,3022,SUB-DISTRICT,Gania,Urban,0,0,0,0,0,0.0,0.0
21,385,3023,SUB-DISTRICT,Dasapalla,Total,190,28,1,19248,77560,553.014584856744,140.24946560874443
21,385,3023,SUB-DISTRICT,Dasapalla,Rural,190,28,0,17655,70654,547.924584856744,128.94840266835743
21,385,3023,SUB-DISTRICT,Dasapalla,Urban,0,0,1,1593,6906,5.09,1356.7779960707269
21,385,3024,SUB-DISTRICT,Banigochha,Total,161,36,0,6684,26348,350.030180150236,75.27350924052095
21,385,3024,SUB-DISTRICT,Banigochha,Rural,161,36,0,6684,26348,350.030180150236,75.27350924052095
21,385,3024,SUB-DISTRICT,Banigochha,Urban,0,0,0,0,0,0.0,0.0
21,385,3025,SUB-DISTRICT,Nuagaon,Total,100,5,0,11254,44036,252.7581998271621,174.22184534512482
21,385,3025,SUB-DISTRICT,Nuagaon,Rural,100,5,0,11254,44036,252.7581998271621,174.22184534512482
21,385,3025,SUB-DISTRICT,Nuagaon,Urban,0,0,0,0,0,0.0,0.0
21,385,3026,SUB-DISTRICT,Khandapada,Total,146,18,2,22613,96214,332.6941700458685,289.1965314172322
21,385,3026,SUB-DISTRICT,Khandapada,Rural,146,18,0,18618,77995,313.39417004586846,248.87189186890308
21,385,3026,SUB-DISTRICT,Khandapada,Urban,0,0,2,3995,18219,19.3,943.9896373056996
21,385,3027,SUB-DISTRICT,Fategarh,Total,138,12,0,29311,125616,223.0097719869707,563.2757653657396
21,385,3027,SUB-DISTRICT,Fategarh,Rural,138,12,0,29311,125616,223.0097719869707,563.2757653657396
21,385,3027,SUB-DISTRICT,Fategarh,Urban,0,0,0,0,0,0.0,0.0
21,385,3028,SUB-DISTRICT,Nayagarh,Total,40,0,1,13846,60036,60.05541447849498,999.6767239279992
21,385,3028,SUB-DISTRICT,Nayagarh,Rural,40,0,0,9987,43006,44.51541447849498,966.092318892725
21,385,3028,SUB-DISTRICT,Nayagarh,Urban,0,0,1,3859,17030,15.54,1095.881595881596
21,385,3029,SUB-DISTRICT,Itamati,Total,54,2,1,16960,71641,81.83920760486606,875.3872635949167
21,385,3029,SUB-DISTRICT,Itamati,Rural,54,2,0,14748,61324,77.30920760486606,793.2302231505487
21,385,3029,SUB-DISTRICT,Itamati,Urban,0,0,1,2212,10317,4.53,2277.483443708609
21,385,3030,SUB-DISTRICT,Nayagarh Sadar,Total,78,7,0,11493,48977,231.90533803097784,211.1939311783227
21,385,3030,SUB-DISTRICT,Nayagarh Sadar,Rural,78,7,0,11493,48977,231.90533803097784,211.1939311783227
21,385,3030,SUB-DISTRICT,Nayagarh Sadar,Urban,0,0,0,0,0,0.0,0.0
21,385,3031,SUB-DISTRICT,Odagaon,Total,205,16,1,28465,116027,543.8811141394668,213.3315479865097
21,385,3031,SUB-DISTRICT,Odagaon,Rural,205,16,0,27225,110626,540.7811141394668,204.5670551495437
21,385,3031,SUB-DISTRICT,Odagaon,Urban,0,0,1,1240,5401,3.1,1742.258064516129
21,385,3032,SUB-DISTRICT,Sarankul,Total,110,9,0,25788,106909,290.191982982118,368.4078343631839
21,385,3032,SUB-DISTRICT,Sarankul,Rural,110,9,0,25788,106909,290.191982982118,368.4078343631839
21,385,3032,SUB-DISTRICT,Sarankul,Urban,0,0,0,0,0,0.0,0.0
21,385,3033,SUB-DISTRICT,Ranapur,Total,219,4,3,33406,150919,509.24012497507147,296.3611714756135
21,385,3033,SUB-DISTRICT,Ranapur,Rural,219,4,0,28840,129054,502.1601249750715,256.99770567487127
21,385,3033,SUB-DISTRICT,Ranapur,Urban,0,0,3,4566,21865,7.08,3088.276836158192
21,386,0,DISTRICT,Khordha,Total,1356,178,13,494212,2251673,2813.0,800.4525417703519
21,386,0,DISTRICT,Khordha,Rural,1356,178,0,247304,1167357,2530.41,461.3311676763845
21,386,0,DISTRICT,Khordha,Urban,0,0,13,246908,1084316,282.59,3837.064298099721
21,386,3034,SUB-DISTRICT,Bolagad,Total,143,14,0,20808,90794,171.7020590656033,528.7880675054092
21,386,3034,SUB-DISTRICT,Bolagad,Rural,143,14,0,20808,90794,171.7020590656033,528.7880675054092
21,386,3034,SUB-DISTRICT,Bolagad,Urban,0,0,0,0,0,0.0,0.0
21,386,3035,SUB-DISTRICT,Begunia,Total,142,12,0,21711,97166,244.1317564774847,398.00639376860926
21,386,3035,SUB-DISTRICT,Begunia,Rural,142,12,0,21711,97166,244.1317564774847,398.00639376860926
21,386,3035,SUB-DISTRICT,Begunia,Urban,0,0,0,0,0,0.0,0.0
21,386,3036,SUB-DISTRICT,Khordha,Total,87,6,1,28854,139978,212.5979448879177,658.4165245519981
21,386,3036,SUB-DISTRICT,Khordha,Rural,87,6,0,19526,93773,187.2179448879177,500.8761315916557
21,386,3036,SUB-DISTRICT,Khordha,Urban,0,0,1,9328,46205,25.38,1820.527974783294
21,386,3037,SUB-DISTRICT,Khordha Sadar,Total,68,6,1,12457,62040,127.54056851631547,486.43345973531245
21,386,3037,SUB-DISTRICT,Khordha Sadar,Rural,68,6,0,11580,57528,117.50056851631548,489.59763111284
21,386,3037,SUB-DISTRICT,Khordha Sadar,Urban,0,0,1,877,4512,10.04,449.40239043824704
21,386,3038,SUB-DISTRICT,Chandaka,Total,43,8,0,11380,55468,220.68,251.35037157875647
21,386,3038,SUB-DISTRICT,Chandaka,Rural,43,8,0,11380,55468,220.68,251.35037157875647
21,386,3038,SUB-DISTRICT,Chandaka,Urban,0,0,0,0,0,0.0,0.0
21,386,3039,SUB-DISTRICT,Nandankanan,Total,12,0,0,3590,17670,17.46036954638738,1012.006071982365
21,386,3039,SUB-DISTRICT,Nandankanan,Rural,12,0,0,3590,17670,17.46036954638738,1012.006071982365
21,386,3039,SUB-DISTRICT,Nandankanan,Urban,0,0,0,0,0,0.0,0.0
21,386,3041,SUB-DISTRICT,Mancheswar,Total,5,0,0,1051,5117,12.53668687754508,408.16206466520646
21,386,3041,SUB-DISTRICT,Mancheswar,Rural,5,0,0,1051,5117,12.53668687754508,408.16206466520646
21,386,3041,SUB-DISTRICT,Mancheswar,Urban,0,0,0,0,0,0.0,0.0
21,386,3042,SUB-DISTRICT,Balianta,Total,80,2,1,19535,91728,90.6786650037918,1011.5720163741308
21,386,3042,SUB-DISTRICT,Balianta,Rural,80,2,0,16959,78898,84.06866500379179,938.494741131448
21,386,3042,SUB-DISTRICT,Balianta,Urban,0,0,1,2576,12830,6.61,1940.998487140696
21,386,3043,SUB-DISTRICT,Balipatna,Total,97,2,3,29771,132796,170.01365042967583,781.0902222520627
21,386,3043,SUB-DISTRICT,Balipatna,Rural,97,2,0,25601,113650,162.21365042967582,700.6192123718372
21,386,3043,SUB-DISTRICT,Balipatna,Urban,0,0,3,4170,19146,7.8,2454.6153846153848
21,386,3044,SUB-DISTRICT,Lingaraj,Total,1,0,0,30,189,2.052376964630364,92.08834597987178
21,386,3044,SUB-DISTRICT,Lingaraj,Rural,1,0,0,30,189,2.052376964630364,92.08834597987178
21,386,3044,SUB-DISTRICT,Lingaraj,Urban,0,0,0,0,0,0.0,0.0
21,386,3045,SUB-DISTRICT,Airfield (Kapila Prasad),Total,18,3,0,2606,13445,34.21302289807464,392.9790138700847
21,386,3045,SUB-DISTRICT,Airfield (Kapila Prasad),Rural,18,3,0,2606,13445,34.21302289807464,392.9790138700847
21,386,3045,SUB-DISTRICT,Airfield (Kapila Prasad),Urban,0,0,0,0,0,0.0,0.0
21,386,3046,SUB-DISTRICT,Uttara P.S,Total,28,2,0,2569,12941,25.022822598325863,517.1678754124969
21,386,3046,SUB-DISTRICT,Uttara P.S,Rural,28,2,0,2569,12941,25.022822598325863,517.1678754124969
21,386,3046,SUB-DISTRICT,Uttara P.S,Urban,0,0,0,0,0,0.0,0.0
21,386,3047,SUB-DISTRICT,Khandagiri,Total,4,2,0,477,2572,15.600086977461336,164.87087563780696
21,386,3047,SUB-DISTRICT,Khandagiri,Rural,4,2,0,477,2572,15.600086977461336,164.87087563780696
21,386,3047,SUB-DISTRICT,Khandagiri,Urban,0,0,0,0,0,0.0,0.0
21,386,3048,SUB-DISTRICT,Tamando,Total,16,1,0,3447,16406,20.97873005718229,782.0301779603304
21,386,3048,SUB-DISTRICT,Tamando,Rural,16,1,0,3447,16406,20.97873005718229,782.0301779603304
21,386,3048,SUB-DISTRICT,Tamando,Urban,0,0,0,0,0,0.0,0.0
21,386,3049,SUB-DISTRICT,Jatani,Total,57,11,1,26269,126405,135.86128891971836,930.3974738138533
21,386,3049,SUB-DISTRICT,Jatani,Rural,57,11,0,12844,62708,109.72128891971836,571.5208107506159
21,386,3049,SUB-DISTRICT,Jatani,Urban,0,0,1,13425,63697,26.14,2436.763580719204
21,386,3050,SUB-DISTRICT,Jankia,Total,102,14,0,17327,84608,196.0474961632876,431.56888843676
21,386,3050,SUB-DISTRICT,Jankia,Rural,102,14,0,17327,84608,196.0474961632876,431.56888843676
21,386,3050,SUB-DISTRICT,Jankia,Urban,0,0,0,0,0,0.0,0.0
21,386,3051,SUB-DISTRICT,Nirakarpur,Total,44,12,0,7467,37980,51.198211570877646,741.8227870600782
21,386,3051,SUB-DISTRICT,Nirakarpur,Rural,44,12,0,7467,37980,51.198211570877646,741.8227870600782
21,386,3051,SUB-DISTRICT,Nirakarpur,Urban,0,0,0,0,0,0.0,0.0
21,386,3052,SUB-DISTRICT,Tangi,Total,122,21,2,31410,152037,250.0664622816129,607.9863673553441
21,386,3052,SUB-DISTRICT,Tangi,Rural,122,21,0,29103,140668,246.3564622816129,570.9937490464561
21,386,3052,SUB-DISTRICT,Tangi,Urban,0,0,2,2307,11369,3.71,3064.420485175202
21,386,3053,SUB-DISTRICT,Balugaon,Total,123,5,2,24051,113758,162.46130760909023,700.2159571048219
