State_code,District_code,Subdistrict_code,Subdistrict_name,Number of households_total,population_total,Area_total,population density_total,State_name,District_name,Household density,% Rural Population,% Rural Households,% Rural Area,% Urban Population,% Urban Households,% Urban Area
24,488,3914,Amod,19291,93819,449.31014814072194,208.8067683052116,GUJARAT,Bharuch,42.93470797360701,83.75915326319829,84.14286454823493,95.88257686220658,16.240846736801714,15.857135451765073,4.117423137793425
24,488,3915,Vagra,21590,100044,1643.9095817480825,60.857361688722754,GUJARAT,Bharuch,13.133325725276121,100.0,100.0,100.0,0.0,0.0,0.0
24,488,3916,Bharuch,96142,452517,633.7319187189237,714.0511415532833,GUJARAT,Bharuch,151.7076813715634,40.89481721128709,39.152503588442094,93.22426427774028,59.10518278871291,60.8474964115579,6.7757357222597125
24,488,3917,Jhagadia,39766,185337,808.6880778540069,229.1823078334772,GUJARAT,Bharuch,49.17347131606778,100.0,100.0,100.0,0.0,0.0,0.0
24,488,3918,Anklesvar,70782,315596,454.9221960891096,693.7362096488725,GUJARAT,Bharuch,155.59144092880294,39.03851759844865,36.81726992738267,87.43301591096653,60.96148240155135,63.18273007261733,12.56698408903346
24,488,3919,Hansot,13701,61268,557.7968719938409,109.83926779832588,GUJARAT,Bharuch,24.562704970047385,91.12750538617223,90.34377052769871,98.66259558370517,8.872494613827774,9.656229472301291,1.3374044162948213
24,488,3920,Valia,31591,145400,516.9286877971515,281.2767088234356,GUJARAT,Bharuch,61.11287832490476,99.25103163686383,99.24662087303346,99.02887958851882,0.7489683631361761,0.7533791269665411,0.9711204114811873
24,489,3921,The Dangs,44699,228291,1765.9987533032947,129.27019318274287,GUJARAT,The Dangs,25.31088989524521,89.18617028266554,89.23913286650708,99.40486934204561,10.813829717334453,10.76086713349292,0.5951306579543774
24,490,3922,Navsari,70162,311238,256.2669048749664,1214.5071957374062,GUJARAT,Navsari,273.78486517497186,35.24376843444566,35.29830962629343,88.6056297381643,64.75623156555433,64.70169037370657,11.39437026183572
24,490,3923,Jalalpore,52550,228065,501.8506488694176,454.44795281980976,GUJARAT,Navsari,104.71242812654727,59.66325389691536,60.142721217887726,98.58125121168217,40.33674610308465,39.857278782112274,1.418748788317824
24,490,3924,Gandevi,56528,249264,298.0697361404311,836.2606792209291,GUJARAT,Navsari,189.64689515935186,62.088388214904676,62.91572318143221,90.11640685785008,37.911611785095324,37.084276818567794,9.883593142149918
24,490,3925,Chikhli,68261,309877,587.4700756300988,527.4770798625569,GUJARAT,Navsari,116.19485456648283,97.73297146932492,97.741023424796,99.8144586345388,2.2670285306750744,2.258976575203996,0.18554136546119496
24,490,3926,Bansda,47630,231228,602.342634485086,383.8811778576255,GUJARAT,Navsari,79.07459521060902,93.91423184043455,93.72664287213941,99.02381142171241,6.0857681595654505,6.273357127860592,0.9761885782875939
24,491,3927,Valsad,93797,415140,523.5174017459201,792.982236341173,GUJARAT,Valsad,179.1669191648432,53.64021775786482,53.63604379670992,89.58964882194105,46.35978224213518,46.36395620329009,10.410351178058951
24,491,3928,Dharampur,41496,215872,725.774653263694,297.4366754601552,GUJARAT,Valsad,57.174771553951416,88.79984435220871,88.00607287449392,97.86297304125269,11.200155647791284,11.993927125506072,2.1370269587473163
24,491,3929,Pardi,120933,518814,437.5551088511642,1185.7112155819354,GUJARAT,Valsad,276.38347159862724,41.891891891891895,40.38186433810457,81.29835571687161,58.108108108108105,59.61813566189543,18.7016442831284
24,491,3930,Kaprada,44972,258888,947.8568528381734,273.12984996079325,GUJARAT,Valsad,47.44598286686441,100.0,100.0,100.0,0.0,0.0,0.0
24,491,3931,Umbergaon,63205,296964,373.29598330104864,795.5188731846335,GUJARAT,Valsad,169.31604632088323,60.46928247194946,57.45273316984416,80.17390936127116,39.53071752805054,42.54726683015584,19.826090638728846
24,492,3932,Olpad,42802,196846,720.7105061266561,273.1276959703522,GUJARAT,Surat,59.38861669997366,82.7469189112301,82.37932806878183,98.70821919191451,17.2530810887699,17.62067193121817,1.2917808080854978
24,492,3933,Mangrol,44606,209054,619.9707154422913,337.19979797894075,GUJARAT,Surat,71.94855964797914,78.25633568360328,78.4333946105905,96.17401283493237,21.74366431639672,21.566605389409496,3.825987165067626
24,492,3934,Umarpada,17338,83723,430.8951086007417,194.3001865857242,GUJARAT,Surat,40.23717061050471,100.0,100.0,100.0,0.0,0.0,0.0
24,492,3935,Mandvi,42549,195949,763.2077224739519,256.7439954155963,GUJARAT,Surat,55.75022205236162,90.70472418843678,90.82939669557452,99.0094439852503,9.295275811563213,9.170603304425486,0.9905560147497093
24,492,3936,Kamrej,39445,184554,391.47309568792366,471.4346963632045,GUJARAT,Surat,100.76043650122242,96.67468599976159,96.6611737862847,99.04207976453395,3.325314000238413,3.3388262137152998,0.9579202354660517
24,492,3937,Surat City,975797,4467797,335.8194175329717,13304.165175503404,GUJARAT,Surat,2905.719410653773,0.0,0.0,-0.00017344650066552857,100.0,100.0,100.00017344650067
24,492,3938,Chorasi,55475,229277,310.8211363221963,737.6493204835726,GUJARAT,Surat,178.47885332513158,37.607348316664996,35.745831455610634,65.59114310387955,62.39265168333501,64.25416854438937,34.408856896120454
24,492,3939,Palsana,34274,145052,209.4722188569445,692.4641405505939,GUJARAT,Surat,163.62074258356355,59.90127678349834,59.158545836494135,95.04946285641725,40.09872321650167,40.841454163505865,4.950537143582756
24,492,3940,Bardoli,48590,224164,397.2053747550521,564.3528870631146,GUJARAT,Surat,122.32966391747442,65.90398101390053,67.69088289771558,97.19792311298313,34.096018986099466,32.30911710228442,2.802076887016856
24,492,3941,Mahuva,32324,144906,369.42470420127097,392.247725590793,GUJARAT,Surat,87.49820905964413,100.0,100.0,100.0,0.0,0.0,0.0
24,493,3942,Nizar,27917,129969,401.46708574931,323.7351320032177,GUJARAT,Tapi,69.53745647141879,100.0,100.0,100.0,0.0,0.0,0.0
24,493,3943,Uchchhal,20619,88416,565.3610881802751,156.38854857270798,GUJARAT,Tapi,36.470497229242056,100.0,100.0,100.0,0.0,0.0,0.0
24,493,3944,Songadh,49427,229782,1154.84648430918,198.9719007002509,GUJARAT,Tapi,42.79962806447546,82.72362500108798,82.90003439415705,97.67328382039685,17.27637499891201,17.09996560584296,2.3267161796031637
24,493,3945,Vyara,58960,268289,813.4113712335474,329.8318778026631,GUJARAT,Tapi,72.48484848519699,85.16935096109046,85.39518317503392,99.02632293079586,14.830649038909534,14.604816824966079,0.9736770692041387
24,493,3946,Valod,20168,90566,203.91397052768795,444.1382793225672,GUJARAT,Tapi,98.90445440206628,100.0,100.0,100.0,0.0,0.0,0.0
25,494,3947,Diu,10580,52074,39.0,1335.2307692307693,DAMAN & DIU,Diu,271.28205128205127,53.92902408111534,50.38752362948961,70.1025641025641,46.07097591888466,49.61247637051039,29.897435897435898
25,495,3948,Daman,50376,191173,72.0,2655.180555555556,DAMAN & DIU,Daman,699.6666666666666,16.902491460614208,14.715340638399239,48.80555555555556,83.09750853938579,85.28465936160077,51.19444444444444
26,496,3949,Dadra & Nagar Haveli,76458,343709,491.0,700.0183299389003,DADRA & NAGAR HAVELI,Dadra & Nagar Haveli,155.71894093686353,53.275881632427435,47.207617253917185,90.69246435845214,46.72411836757257,52.79238274608282,9.307535641547862
27,497,3950,Akkalkuwa,46429,245861,936.02,262.6663960171791,MAHARASHTRA,Nandurbar,49.602572594602684,87.84394434253501,90.59424066854767,99.2211704878101,12.15605565746499,9.405759331452325,0.7788295121899105
27,497,3951,Akrani,33007,195754,1282.31,152.65731375408444,MAHARASHTRA,Nandurbar,25.740265614399014,96.88741992500792,96.6401066440452,99.88926234685842,3.112580074992082,3.3598933559547977,0.11073765314159603
27,497,3952,Talode,31255,159654,455.1,350.8108108108108,MAHARASHTRA,Nandurbar,68.67721379916502,83.48741653826399,83.91297392417214,99.52537903757415,16.512583461736003,16.08702607582787,0.4746209624258405
27,497,3953,Shahade,80967,407728,1183.31,344.56566749203506,MAHARASHTRA,Nandurbar,68.42416611031767,84.94682729662912,85.63241814566427,99.82760223441026,15.053172703370873,14.367581854335718,0.17239776558974404
27,497,3954,Nandurbar,72434,367446,1053.53,348.77601966721403,MAHARASHTRA,Nandurbar,68.75361878636583,69.78141005753227,71.14062456857278,97.01859462948373,30.218589942467737,28.85937543142723,2.9814053705162644
27,497,3955,Nawapur,59429,271852,1044.73,260.2126865314483,MAHARASHTRA,Nandurbar,56.88455390387947,85.02199726321675,87.04841070857661,98.49434782192527,14.97800273678325,12.95158929142338,1.5056521780747179
27,498,3956,Shirpur,81475,422137,1510.67,279.4369385769228,MAHARASHTRA,Dhule,53.93302309571249,81.78198073137393,81.35992635777846,99.60282523648448,18.218019268626062,18.64007364222154,0.3971747635155262
27,498,3957,Sindkhede,66504,323157,1302.66,248.07470867302288,MAHARASHTRA,Dhule,51.05246188568007,85.52808696701604,85.7467220016841,97.50510493912456,14.471913032983968,14.253277998315891,2.494895060875439
27,498,3958,Sakri,94950,464913,2409.86,192.9211655448864,MAHARASHTRA,Dhule,39.40062908218734,93.66333055862064,93.50500263296472,99.5779837832903,6.336669441379354,6.494997367035282,0.42201621670968437
27,498,3959,Dhule,165945,840655,1971.81,426.3367160121919,MAHARASHTRA,Dhule,84.15871711777504,50.28828710945632,50.993401428184036,96.55139186838488,49.71171289054369,49.006598571815964,3.448608131615115
27,499,3960,Chopda,64934,312815,1154.2,271.02321954600586,MAHARASHTRA,Jalgaon,56.25888060994628,76.73289324361045,78.72455108263775,99.42644255761566,23.26710675638956,21.275448917362244,0.5735574423843355
27,499,3961,Yawal,60781,272242,950.0,286.5705263157895,MAHARASHTRA,Jalgaon,63.98,76.74568949684472,78.76145505996939,93.89052631578949,23.25431050315528,21.2385449400306,6.109473684210527
27,499,3962,Raver,68623,312082,910.36,342.8116349575992,MAHARASHTRA,Jalgaon,75.38006942308537,84.7402285296813,86.50161024729319,99.53095478711718,15.259771470318698,13.498389752706819,0.46904521288281553
27,499,3963,Muktainagar,36842,163444,639.34,255.6448837864047,MAHARASHTRA,Jalgaon,57.62505083367222,100.0,100.0,100.0,0.0,0.0,0.0
27,499,3964,Bodvad,20697,91799,372.31,246.5660336816094,MAHARASHTRA,Jalgaon,55.59077113158389,100.0,100.0,100.0,0.0,0.0,0.0
27,499,3965,Bhusawal,77407,359461,453.43,792.7596321372648,MAHARASHTRA,Jalgaon,170.71433297311603,31.37336178333672,33.19854793494129,88.55611671040734,68.62663821666328,66.80145206505873,11.44388328959266
27,499,3966,Jalgaon,146342,676041,822.22,822.2142492277006,MAHARASHTRA,Jalgaon,177.98399455133662,31.923063837844158,32.103565620259396,91.7005181095084,68.07693616215585,67.89643437974061,8.299481890491595
27,499,3967,Erandol,35227,166521,513.29,324.41894445635023,MAHARASHTRA,Jalgaon,68.62981940033899,81.34109211450809,82.30050813296619,99.35708858540008,18.65890788549192,17.69949186703381,0.6429114145999338
27,499,3968,Dharangaon,36845,173447,501.98,345.52571815610185,MAHARASHTRA,Jalgaon,73.39933861906849,79.60472075043097,81.67186863889265,99.0497629387625,20.395279249569032,18.328131361107342,0.9502370612374994
27,499,3969,Amalner,60739,287849,798.93,360.2931420775287,MAHARASHTRA,Jalgaon,76.02543401799907,66.65126507300702,67.49699534072013,98.04488503373263,33.348734926992975,32.503004659279874,1.9551149662673826
27,499,3970,Parola,40157,196863,784.22,251.03032312361327,MAHARASHTRA,Jalgaon,51.20629415215118,80.86689728389794,81.75909554996639,99.46188569534058,19.13310271610206,18.240904450033618,0.5381143046594068
27,499,3971,Bhadgaon,34945,162889,491.34,331.5199251027802,MAHARASHTRA,Jalgaon,71.12183009728498,77.15376728938111,77.8623551294892,90.1758456465991,22.84623271061889,22.137644870510805,9.824154353400905
27,499,3972,Chalisgaon,86332,414879,1210.92,342.6147061738182,MAHARASHTRA,Jalgaon,71.2945529019258,73.92468647485171,74.24361766204883,98.05767515607967,26.075313525148296,25.756382337951166,1.9423248439203247
27,499,3973,Pachora,61747,289628,812.78,356.34242968576984,MAHARASHTRA,Jalgaon,75.97012721769728,79.34591959340948,79.95854049589454,97.74231649400822,20.654080406590523,20.041459504105465,2.2576835059917815
27,499,3974,Jamner,72025,349957,1349.68,259.2888684725268,MAHARASHTRA,Jalgaon,53.364501215102834,86.63778692810831,86.65185699409928,96.9815067275206,13.36221307189169,13.348143005900729,3.0184932724794025
27,500,3975,Jalgaon (Jamod),33861,156623,600.56,260.79492473691226,MAHARASHTRA,Buldana,56.38237644864793,81.94645741685449,84.06721597117628,99.44218729186093,18.053542583145514,15.932784028823722,0.5578127081390702
27,500,3976,Sangrampur,30590,137092,628.54,218.1118146816432,MAHARASHTRA,Buldana,48.6683425080345,100.0,100.0,100.0,0.0,0.0,0.0
27,500,3977,Shegaon,33751,156116,524.68,297.54517038957084,MAHARASHTRA,Buldana,64.32682778074255,61.77714007532861,64.35364878077687,98.8888465350309,38.2228599246714,35.646351219223135,1.1111534649691241
27,500,3978,Nandura,39058,176018,534.86,329.0917249373668,MAHARASHTRA,Buldana,73.02471674830797,74.76451272028997,77.53341184904501,96.80477134203342,25.23548727971003,22.46658815095499,3.1952286579665707
27,500,3979,Malkapur,38487,178534,456.0,391.5219298245614,MAHARASHTRA,Buldana,84.40131578947368,62.05764728287049,66.53675266973264,98.87719298245614,37.94235271712951,33.463247330267365,1.1228070175438598
27,500,3980,Motala,36334,166598,774.12,215.209528238516,MAHARASHTRA,Buldana,46.93587557484628,100.0,100.0,100.0,0.0,0.0,0.0
27,500,3981,Khamgaon,70208,320644,1211.87,264.5861354765776,MAHARASHTRA,Buldana,57.93360673999687,70.62443083294869,72.67405423883318,98.89757152169788,29.375569167051307,27.32594576116682,1.1024284783021283
27,500,3982,Mehkar,58474,268316,1108.09,242.14278623577508,MAHARASHTRA,Buldana,52.770081852557105,83.13630197230133,84.49225296713068,99.4134050483264,16.863698027698685,15.50774703286931,0.5865949516736007
27,500,3983,Chikhli,62739,285321,1113.0,256.3530997304582,MAHARASHTRA,Buldana,56.36927223719677,79.71092208424896,81.08991217583959,99.29020664869721,20.28907791575103,18.91008782416041,0.7097933513027853
27,500,3984,Buldana,60847,286992,796.73,360.2123680544224,MAHARASHTRA,Buldana,76.37091611963902,71.86402408429502,72.00190642102322,98.29302273041056,28.135975915704968,27.99809357897678,1.7069772695894467
27,500,3985,Deolgaon Raja,26029,125350,476.05,263.3126772397857,MAHARASHTRA,Buldana,54.67702972376851,75.40725967291584,77.0563602136079,98.34891292931415,24.592740327084165,22.9436397863921,1.6510870706858523
27,500,3986,Sindkhed Raja,38045,176303,772.89,228.1087865026071,MAHARASHTRA,Buldana,49.22433981549768,90.67854772749187,91.12366933894073,94.89060539015901,9.321452272508125,8.87633066105927,5.109394609840987
27,500,3987,Lonar,33081,152351,663.61,229.5791202664216,MAHARASHTRA,Buldana,49.85006253673091,84.6302288793641,85.9798675977147,99.90054399421348,15.3697711206359,14.020132402285299,0.09945600578653124
27,501,3988,Telhara,37826,172359,609.68,282.7040414643748,MAHARASHTRA,Akola,62.0423828893846,87.82425054682378,88.05583461111405,99.81957748326992,12.17574945317622,11.944165388885951,0.18042251673008797
27,501,3989,Akot,55612,255540,850.07,300.61053795569774,MAHARASHTRA,Akola,65.4204947827826,63.74853251937075,66.83989067107818,98.31308009928593,36.25146748062926,33.16010932892182,1.6869199007140587
27,501,3990,Balapur,41112,189412,702.03,269.8061336410125,MAHARASHTRA,Akola,58.56159993162686,76.45661309737504,81.12230005837712,99.22225545916842,23.543386902624967,18.877699941622883,0.7777445408315885
27,501,3991,Akola,155360,733852,1140.58,643.4024794402848,MAHARASHTRA,Akola,136.21140121692474,31.84811106326616,33.916709577754894,95.40759964228727,68.15188893673384,66.08329042224511,4.5924003577127435
27,501,3992,Murtijapur,40113,174650,820.39,212.8865539560453,MAHARASHTRA,Akola,48.895037725959604,76.92814199828227,79.48296063620273,99.32958714757615,23.07185800171772,20.517039363797274,0.6704128524238472
27,501,3993,Patur,31060,138730,737.09,188.21310830427765,MAHARASHTRA,Akola,42.13868048677909,84.79420457002811,87.40180296200901,99.29723642974399,15.205795429971888,12.598197037990985,0.7027635702560067
27,501,3994,Barshitakli,34607,149363,812.97,183.72510670750447,MAHARASHTRA,Akola,42.56860646764333,100.0,100.0,100.0,0.0,0.0,0.0
27,502,3995,Malegaon,41289,189051,883.15,214.06442846628545,MAHARASHTRA,Washim,46.751967389458194,100.0,100.0,100.0,0.0,0.0,0.0
27,502,3996,Mangrulpir,38162,175208,736.21,237.9864440852474,MAHARASHTRA,Washim,51.83575338558292,82.31644673759189,84.72302290236361,99.41185259640591,17.683553262408108,15.276977097636394,0.5881474035940832
27,502,3997,Karanja,47633,213824,823.5,259.65270188221007,MAHARASHTRA,Washim,57.8421372191864,68.24163798263993,72.50855499338694,98.35458409228902,31.75836201736007,27.491445006613063,1.6454159077109898
27,502,3998,Manora,35502,156344,753.95,207.3665362424564,MAHARASHTRA,Washim,47.08800318323496,100.0,100.0,100.0,0.0,0.0,0.0
27,502,3999,Washim,53601,255188,879.64,290.105042972125,MAHARASHTRA,Washim,60.935155290800786,69.28264651942881,71.28225219678738,94.56595880132782,30.717353480571184,28.717747803212628,5.434041198672184
27,502,4000,Risod,43277,207545,824.74,251.64900453476247,MAHARASHTRA,Washim,52.4735068021437,83.55248259413621,84.41897543729925,98.25278269515242,16.44751740586379,15.58102456270074,1.7472173048475883
27,503,4001,Dharni,35596,184665,1495.55,123.4763130620842,MAHARASHTRA,Amravati,23.801277122128983,91.46508542495872,90.91470951792337,99.4149309618535,8.534914575041292,9.085290482076639,0.5850690381465012
27,503,4002,Chikhaldara,23494,118815,2476.97,47.96788011158795,MAHARASHTRA,Amravati,9.484975595182824,95.65879728990447,95.96492721545926,99.84093469036769,4.341202710095526,4.035072784540734,0.15906530963233306
27,503,4003,Anjangaon Surji,36355,160903,530.5,303.3044297832234,MAHARASHTRA,Amravati,68.5296889726673,64.96025555769626,69.28070416723972,99.37040527803957,35.03974444230375,30.71929583276028,0.6295947219604147
27,503,4004,Achalpur,59759,279479,666.89,419.0781088335408,MAHARASHTRA,Amravati,89.6084811588118,59.814154194053934,63.59376830268244,97.51983085666302,40.185845805946066,36.40623169731756,2.480169143336982
