sdtname,dtname,stname,number_of_cell_towers
Jatani,Khordha,ODISHA,11
Jawalamukhi,Kangra,HIMACHAL PRADESH,1
Jenapur,Jajapur,ODISHA,12
Jewar,Gautam Buddha Nagar,UTTAR PRADESH,1
Jeypore,Koraput,ODISHA,8
Jhagadia,Bharuch,GUJARAT,5
Jhajha,Jamui,BIHAR,3
Jhalrapatan,Jhalawar,RAJASTHAN,11
Jhansi,Jhansi,UTTAR PRADESH,117
Jhargram,Jhargram,WEST BENGAL,8
Jharia-Cum-Jorapokhar-Cum-Sin*,Dhanbad,JHARKHAND,1
Jharsuguda,Jharsuguda,ODISHA,1
Jhunjhunun,Jhunjhunun,RAJASTHAN,1
Jinnaram,Medak,TELANGANA,13
Jintur,Parbhani,MAHARASHTRA,38
Jodhpur,Jodhpur,RAJASTHAN,57
Junagadh,Junagadh,GUJARAT,10
Junnar,Pune,MAHARASHTRA,11
KHARIAR,Nuapada,ODISHA,3
Kadapa,Y.S.R.,ANDHRA PRADESH,58
Kadegaon,Sangli,MAHARASHTRA,5
Kadi,Mahesana,GUJARAT,1
Kadiri,Anantapur,ANDHRA PRADESH,1
Kadwa,Katihar,BIHAR,28
Kagaznagar,Kumuram Bheem Asifabad,TELANGANA,18
Kairana,Shamli,UTTAR PRADESH,7
Kaithal,Kaithal,HARYANA,1
Kakdwip,South Twenty Four Parganas,WEST BENGAL,3
Kakinada (Rural),East Godavari,ANDHRA PRADESH,12
Kakinada (Urban),East Godavari,ANDHRA PRADESH,25
Kalameshwar,Nagpur,MAHARASHTRA,22
Kalamnuri,Hingoli,MAHARASHTRA,44
Kaliabor,Nagaon,ASSAM,2
Kaliachak - I,Maldah,WEST BENGAL,5
Kaliachak - III,Maldah,WEST BENGAL,1
Kaliaganj,Uttar Dinajpur,WEST BENGAL,1
Kalikiri,Chittoor,ANDHRA PRADESH,1
Kalimpong -I,Kalimpong,WEST BENGAL,109
Kalka,Panchkula,HARYANA,25
Kalkaji,South East,DELHI,576
Kalkulam,Kanniyakumari,TAMILNADU,7
Kallakkurichi,Viluppuram,TAMILNADU,5
Kallur,Kurnool,ANDHRA PRADESH,35
Kalol,Gandhinagar,GUJARAT,9
Kalol,Panch Mahals,GUJARAT,1
Kalpi,Jalaun,UTTAR PRADESH,3
Kalyan,Thane,MAHARASHTRA,307
Kamalapuram,Y.S.R.,ANDHRA PRADESH,17
Kamanpur,Peddapalli,TELANGANA,7
Kamareddy,Nizamabad,TELANGANA,84
Kamptee,Nagpur,MAHARASHTRA,4
Kampur,Nagaon,ASSAM,2
Kamrej,Surat,GUJARAT,116
Kanakapura,Ramanagara,KARNATAKA,41
Kanayannur,Ernakulam,KERALA,1179
Kancheepuram,Kancheepuram,TAMILNADU,143
Kanchikacherla,Krishna,ANDHRA PRADESH,25
Kandaghat,Solan,HIMACHAL PRADESH,1
Kandarpur,Cuttack,ODISHA,5
Kandukur,Prakasam,ANDHRA PRADESH,1
Kangra,Kangra,HIMACHAL PRADESH,9
Kankavli,Sindhudurg,MAHARASHTRA,30
Kanke,Ranchi,JHARKHAND,66
Kankipadu,Krishna,ANDHRA PRADESH,11
Kanksa,Paschim Bardhaman,WEST BENGAL,2
Kannur,Kannur,KERALA,40
Kanpur,Kanpur Nagar,UTTAR PRADESH,197
Kantabanji,Balangir,ODISHA,298
Kapadvanj,Kheda,GUJARAT,3
Kaprada,Valsad,GUJARAT,1
Kapurthala,Kapurthala,PUNJAB,19
Karad,Satara,MAHARASHTRA,75
Karaikal Taluk,Karaikal,PUDUCHERRY,5
Karaikkudi,Sivaganga,TAMILNADU,20
Karandighi,Uttar Dinajpur,WEST BENGAL,16
Karapa,East Godavari,ANDHRA PRADESH,1
Karchhana,Prayagraj,UTTAR PRADESH,10
Karhal,Mainpuri,UTTAR PRADESH,7
Karimnagar,Karimnagar,TELANGANA,14
Karjan,Vadodara,GUJARAT,51
Karjat,Raigarh,MAHARASHTRA,35
Karmala,Solapur,MAHARASHTRA,4
Karnah,Kupwara,JAMMU & KASHMIR,11
Karnal,Karnal,HARYANA,324
Karol Bagh,Central,DELHI,100
Karthikappally,Alappuzha,KERALA,83
Karunagappally,Kollam,KERALA,99
Karur,Karur,TAMILNADU,30
Karvir,Kolhapur,MAHARASHTRA,151
Karwar,Uttara Kannada,KARNATAKA,5
Kasaragod,Kasaragod,KERALA,2
Kasauli,Solan,HIMACHAL PRADESH,19
Kashipur,Puruliya,WEST BENGAL,1
Kathlal,Kheda,GUJARAT,1
Kathua,Kathua,JAMMU & KASHMIR,1
Katihar,Katihar,BIHAR,46
Katol,Nagpur,MAHARASHTRA,4
Katoria,Banka,BIHAR,1
Katpadi,Vellore,TAMILNADU,313
Kattangoor,Nalgonda,TELANGANA,17
Keesara,Rangareddy,TELANGANA,147
Kerakat,Jaunpur,UTTAR PRADESH,5
Kethe Palle,Nalgonda,TELANGANA,22
Khaga,Fatehpur,UTTAR PRADESH,1
Khairatabad,Hyderabad,TELANGANA,459
Khalapur,Raigarh,MAHARASHTRA,196
Khalilabad,Sant Kabir Nagar,UTTAR PRADESH,11
Khamanon,Fatehgarh Sahib,PUNJAB,4
Khammam (Urban),Khammam,TELANGANA,3
Khanapur,Sangli,MAHARASHTRA,29
Khandagiri,Khordha,ODISHA,2
Khandala,Satara,MAHARASHTRA,61
Khanna,Ludhiana,PUNJAB,32
Kharagpur - I,Medinipur West,WEST BENGAL,17
Kharar,Sahibzada Ajit Singh Nagar,PUNJAB,145
Kharik,Bhagalpur,BIHAR,7
Kharkhoda,Sonipat,HARYANA,1
Khatauli,Muzaffarnagar,UTTAR PRADESH,3
Khed,Pune,MAHARASHTRA,64
Khed,Ratnagiri,MAHARASHTRA,1
Khekada,Baghpat,UTTAR PRADESH,1
Kherwara,Udaipur,RAJASTHAN,1
Khliehriat,East Jaintia Hills,MEGHALAYA,1
Khumtai,Golaghat,ASSAM,1
Khurja,Bulandshahr,UTTAR PRADESH,3
Khusrupur,Patna,BIHAR,2
Kichha,Udham Singh Nagar,UTTARAKHAND,1
Kiraoli,Agra,UTTAR PRADESH,19
Kishanganj,Kishanganj,BIHAR,31
Kishanganj,Madhepura,BIHAR,1
Kishangarh,Ajmer,RAJASTHAN,3
Kishangarh Bas,Alwar,RAJASTHAN,2
Kishtwar,Kishtwar,JAMMU & KASHMIR,1
Kochi,Ernakulam,KERALA,102
Kodad,Nalgonda,TELANGANA,30
Kodaikanal,Dindigul,TAMILNADU,4
Kodavalur,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,2
Kodungallur,Thrissur,KERALA,69
Kodur,Y.S.R.,ANDHRA PRADESH,24
Koil,Aligarh,UTTAR PRADESH,8
Kolar,Kolar,KARNATAKA,34
Kolkata,South Twenty Four Parganas,WEST BENGAL,951
Kollam,Kollam,KERALA,329
Kollegal,Chamarajanagara,KARNATAKA,9
Konch,Jalaun,UTTAR PRADESH,4
Kondapuram,Y.S.R.,ANDHRA PRADESH,13
Koppa,Chikkamagaluru,KARNATAKA,2
Koppal,Koppal,KARNATAKA,8
Koraput Town,Koraput,ODISHA,2
Koratagere,Tumakuru,KARNATAKA,5
Koregaon,Satara,MAHARASHTRA,3
Korha,Katihar,BIHAR,5
Korisapadu,Prakasam,ANDHRA PRADESH,1
Kotagiri,The Nilgiris,TAMILNADU,52
Kothagudem,Bhadradri Kothagudem,TELANGANA,1
Kothakota,Mahbubnagar,TELANGANA,9
Kothamangalam,Ernakulam,KERALA,53
Kothur,Ranga Reddy,TELANGANA,48
Kotkhai,Shimla,HIMACHAL PRADESH,1
Kotputli,Jaipur,RAJASTHAN,5
Kottarakkara,Kollam,KERALA,76
Kottayam,Kottayam,KERALA,203
Kotwali,CENTRAL,DELHI,61
Kovilpatti,Thoothukkudi,TAMILNADU,17
Kovur,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,3
Kovvur,West Godavari,ANDHRA PRADESH,3
Kozhenchery,Pathanamthitta,KERALA,1
Kozhikode,Kozhikode,KERALA,492
Krishnagar - I,Nadia,WEST BENGAL,1
Krishnagiri,Krishnagiri,TAMILNADU,156
Krishnagiri,Kurnool,ANDHRA PRADESH,6
Krishnarajanagara,Mysuru,KARNATAKA,1
Krishnarajpet,Mandya,KARNATAKA,2
Kudligi,Ballari,KARNATAKA,7
Kulathur,Pudukkottai,TAMILNADU,21
Kullu,Kullu,HIMACHAL PRADESH,14
Kumarganj,Dakshin Dinajpur,WEST BENGAL,3
Kumbakonam,Thanjavur,TAMILNADU,26
Kumta,Uttara Kannada,KARNATAKA,2
Kundapura,Udupi,KARNATAKA,1
Kunigal,Tumakuru,KARNATAKA,33
Kunnam,Perambalur,TAMILNADU,11
Kunnathunad,Ernakulam,KERALA,120
Kuppam,Chittoor,ANDHRA PRADESH,54
Kurnool,Kurnool,ANDHRA PRADESH,62
Kursela,Katihar,BIHAR,21
Kurseong,Darjiling,WEST BENGAL,12
Kurwai,Vidisha,MADHYA PRADESH,15
Kushtagi,Koppal,KARNATAKA,2
Kuttanad,Alappuzha,KERALA,6
Ladpura,Kota,RAJASTHAN,9
Laharpur,Sitapur,UTTAR PRADESH,12
Lakhipur,Karimganj,ASSAM,4
Lakhisarai,Lakhisarai,BIHAR,4
Laksar,Hardwar,UTTARAKHAND,5
Lalgudi,Tiruchirappalli,TAMILNADU,3
Lalitpur,Lalitpur,UTTAR PRADESH,75
Lalkuan,Nainital,UTTARAKHAND,2
Lamphelpat,Imphal West,MANIPUR,18
Lamshang,Imphal East,MANIPUR,20
Lamshang,Imphal West,MANIPUR,2
Latur,Latur,MAHARASHTRA,61
Laxmanchanda,Adilabad,TELANGANA,1
Lepakshi,Anantapur,ANDHRA PRADESH,1
Loisinga,Balangir,ODISHA,19
Lucknow,Lucknow,UTTAR PRADESH,246
Ludhiana (East),Ludhiana,PUNJAB,67
Ludhiana (West),Ludhiana,PUNJAB,931
M.Turkapalle,Yadadri Bhuvanagiri,TELANGANA,29
Maddipadu,Prakasam,ANDHRA PRADESH,3
Maddur,Mandya,KARNATAKA,75
Madha,Solapur,MAHARASHTRA,5
Madhugiri,Tumakuru,KARNATAKA,7
Madikeri,Kodagu,KARNATAKA,28
Madnoor,Nizamabad,TELANGANA,41
Madurai North,Madurai,TAMILNADU,79
Madurai South,Madurai,TAMILNADU,323
Maduranthakam,Kancheepuram,TAMILNADU,94
Magadi,Ramanagara,KARNATAKA,36
Magrahat - I,South Twenty Four Parganas,WEST BENGAL,2
Mahad,Raigarh,MAHARASHTRA,3
Mahasi,Bahraich,UTTAR PRADESH,1
Mahbubnagar,Mahbubnagar,TELANGANA,206
Mahe Taluk,Mahe,PUDUCHERRY,10
Maheswaram,Ranga Reddy,TELANGANA,12
Mahmudabad,Sitapur,UTTAR PRADESH,24
Mairwa,Siwan,BIHAR,5
Majhaulia,Pashchim Champaran,BIHAR,1
Majorganj,Sitamarhi,BIHAR,1
Malavalli,Mandya,KARNATAKA,9
Maldah (Old),Maldah,WEST BENGAL,4
Malerkotla,Sangrur,PUNJAB,37
Malkajgiri,Rangareddy,TELANGANA,545
Malout,Sri Muktsar Sahib,PUNJAB,19
Malur,Kolar,KARNATAKA,82
Malwan,Sindhudurg,MAHARASHTRA,31
Mamda,Adilabad,TELANGANA,3
Manachanallur,Tiruchirappalli,TAMILNADU,31
Manali,Kullu,HIMACHAL PRADESH,23
Manapparai,Tiruchirappalli,TAMILNADU,27
Mancherial,Adilabad,TELANGANA,20
Mancheswar,Khordha,ODISHA,3
Mandal,Bhilwara,RAJASTHAN,5
Mandamarri,Adilabad,TELANGANA,1
Mandapeta,East Godavari,ANDHRA PRADESH,1
Mandawar,Alwar,RAJASTHAN,3
Mandi,Mandi,HIMACHAL PRADESH,15
Mandya,Mandya,KARNATAKA,146
Manesar,Gurgaon,HARYANA,170
Mangalagiri,Guntur,ANDHRA PRADESH,18
Mangalore,Dakshina Kannada,KARNATAKA,286
Mangrol,Surat,GUJARAT,115
Manihari,Katihar,BIHAR,1
Mankachar,South Salmara Mancachar,ASSAM,46
Manopad,Jogulamba Gadwal,TELANGANA,5
Mansa,Gandhinagar,GUJARAT,1
Mansa,Mansa,PUNJAB,2
Mantha,Jalna,MAHARASHTRA,34
Maredpalle,Hyderabad,TELANGANA,325
Marigaon,Morigaon,ASSAM,1
Markapur,Prakasam,ANDHRA PRADESH,1
Masuda,Ajmer,RAJASTHAN,2
Mat,Mathura,UTTAR PRADESH,8
Mathavaram,Thiruvallur,TAMILNADU,318
Mathura,Mathura,UTTAR PRADESH,409
Matigara,Darjiling,WEST BENGAL,26
Mauzamabad,Jaipur,RAJASTHAN,3
Mavelikkara,Alappuzha,KERALA,50
Mavli,Udaipur,RAJASTHAN,3
Mawal,Pune,MAHARASHTRA,346
Mawana,Meerut,UTTAR PRADESH,1
Mayiladuthurai,Nagapattinam,TAMILNADU,3
Mayureswar - I,Birbhum,WEST BENGAL,1
Medchal,Rangareddy,TELANGANA,92
Medikonduru,Guntur,ANDHRA PRADESH,3
Medininagar(Daltonganj),Palamu,JHARKHAND,4
Meenachil,Kottayam,KERALA,8
Meerut,Meerut,UTTAR PRADESH,63
Melchhamunda,Bargarh,ODISHA,21
Melur,Madurai,TAMILNADU,51
Memari - I,Purba Bardhaman,WEST BENGAL,22
Mendarda,Junagadh,GUJARAT,3
Mettupalayam,Coimbatore,TAMILNADU,99
Midnapore,Medinipur West,WEST BENGAL,9
Miraj,Sangli,MAHARASHTRA,14
Misrikh,Sitapur,UTTAR PRADESH,31
Model Town,NORTH,DELHI,301
Modinagar,Ghaziabad,UTTAR PRADESH,48
Moga,Moga,PUNJAB,121
Mohammdi,Kheri,UTTAR PRADESH,42
Mohania,Kaimur (Bhabua),BIHAR,2
Mohanpur,West Tripura,TRIPURA,13
Mohol,Solapur,MAHARASHTRA,17
Moinabad,Ranga Reddy,TELANGANA,5
Mokameh,Patna,BIHAR,2
Moradabad,Moradabad,UTTAR PRADESH,46
Mormugao,South Goa,GOA,35
Morshi,Amravati,MAHARASHTRA,1
Moth,Jhansi,UTTAR PRADESH,4
Mothey,Nalgonda,TELANGANA,3
Motihari,Purba Champaran,BIHAR,16
Muddanur,Y.S.R.,ANDHRA PRADESH,15
Mudhol,Bagalkote,KARNATAKA,5
Mudhole,Adilabad,TELANGANA,13
Mudigere,Chikkamagaluru,KARNATAKA,1
Mukerian,Hoshiarpur,PUNJAB,20
Muktsar,Sri Muktsar Sahib,PUNJAB,15
Mukundapuram,Thrissur,KERALA,162
Mulakalacheruvu,Chittoor,ANDHRA PRADESH,4
Mulbagal,Kolar,KARNATAKA,19
Mulshi,Pune,MAHARASHTRA,480
Multhan,Kangra,HIMACHAL PRADESH,1
Mulug,Medak,TELANGANA,3
Mulug,Mulugu,TELANGANA,1
Mumbai Suburban,Mumbai Suburban,MAHARASHTRA,9561
Munagala,Nalgonda,TELANGANA,19
Murarai - I,Birbhum,WEST BENGAL,2
Musahri,Muzaffarpur,BIHAR,30
Musheerabad,Hyderabad,TELANGANA,199
Muvattupuzha,Ernakulam,KERALA,3
Muzaffarnagar,Muzaffarnagar,UTTAR PRADESH,6
Mylliem,East Khasi Hills,MEGHALAYA,25
Mysore,Mysuru,KARNATAKA,1073
Nabadwip,Nadia,WEST BENGAL,1
Nabha,Patiala,PUNJAB,7
Nadaun,Hamirpur,HIMACHAL PRADESH,3
Nagamangala,Mandya,KARNATAKA,27
Nagaon,Nagaon,ASSAM,2
Nagapattinam,Nagapattinam,TAMILNADU,1
Nagar,Ahmadnagar,MAHARASHTRA,67
Nagari,Chittoor,ANDHRA PRADESH,13
Nagda,Ujjain,MADHYA PRADESH,4
Nagpur (Rural),Nagpur,MAHARASHTRA,91
Nagpur (Urban),Nagpur,MAHARASHTRA,461
Naguluppala Padu,Prakasam,ANDHRA PRADESH,1
Naina Devi,Bilaspur,HIMACHAL PRADESH,2
Nainital,Nainital,UTTARAKHAND,4
Najafgarh,South West,DELHI,449
Nakashipara,Nadia,WEST BENGAL,1
Nakodar,Jalandhar,PUNJAB,14
Nakrekal,Nalgonda,TELANGANA,12
Nalgonda,Nalgonda,TELANGANA,5
Nalhati - I,Birbhum,WEST BENGAL,2
Namakkal,Namakkal,TAMILNADU,17
Namkum,Ranchi,JHARKHAND,5
Nampally,Hyderabad,TELANGANA,268
Nandalur,Y.S.R.,ANDHRA PRADESH,8
Nandankanan,Khordha,ODISHA,5
Nandigama,Krishna,ANDHRA PRADESH,26
Nandod,Narmada,GUJARAT,8
Nandura,Buldana,MAHARASHTRA,8
Nanguneri,Tirunelveli,TAMILNADU,14
Nanjangud,Mysuru,KARNATAKA,43
Narasaraopet,Guntur,ANDHRA PRADESH,4
Narasimharajapura,Chikkamagaluru,KARNATAKA,1
Narela,NORTH,DELHI,581
Narendra Nagar,Tehri Garhwal,UTTARAKHAND,3
Narketpalle,Nalgonda,TELANGANA,18
Narsimhapur,Narsimhapur,MADHYA PRADESH,5
Nashik,Nashik,MAHARASHTRA,285
Natham,Dindigul,TAMILNADU,1
Nathdwara,Rajsamand,RAJASTHAN,1
Naugachhia,Bhagalpur,BIHAR,26
Nautanwa,Mahrajganj,UTTAR PRADESH,2
Navipet,Nizamabad,TELANGANA,16
Navsari,Navsari,GUJARAT,138
Nawa,Nagaur,RAJASTHAN,3
Nawabganj,Bara Banki,UTTAR PRADESH,22
Nawada,Nawada,BIHAR,1
Nawadih,Bokaro,JHARKHAND,1
Nawalgarh,Jhunjhunun,RAJASTHAN,1
Nawanshahr,Shahid Bhagat Singh Nagar,PUNJAB,13
Naxalbari,Darjiling,WEST BENGAL,1
Nedumangad,Thiruvananthapuram,KERALA,132
Neem-Ka-Thana,Sikar,RAJASTHAN,1
Neemuch,Neemuch,MADHYA PRADESH,3
Nelamangala,Bengaluru Rural,KARNATAKA,122
Nellore,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,101
Neradigonda,Adilabad,TELANGANA,12
Neturia,Puruliya,WEST BENGAL,1
Nevasa,Ahmadnagar,MAHARASHTRA,6
Neyyattinkara,Thiruvananthapuram,KERALA,173
Nihal Singhwala,Moga,PUNJAB,1
Nilagiri,Baleshwar,ODISHA,1
Nilakkottai,Dindigul,TAMILNADU,41
Nilokheri,Karnal,HARYANA,146
Niphad,Nashik,MAHARASHTRA,64
Nirmal,Adilabad,TELANGANA,8
Niwai,Tonk,RAJASTHAN,1
Nizamabad,Nizamabad,TELANGANA,75
North Guwahati (Pt),Kamrup Metropolitan,ASSAM,88
Nyalkal,Medak,TELANGANA,8
Obulavaripalle,Y.S.R.,ANDHRA PRADESH,9
Oddanchatram,Dindigul,TAMILNADU,40
Olpad,Surat,GUJARAT,37
Omalur,Salem,TAMILNADU,5
Onda,Bankura,WEST BENGAL,1
Ongole,Prakasam,ANDHRA PRADESH,49
Orai,Jalaun,UTTAR PRADESH,38
Orchha,Niwari,MADHYA PRADESH,3
Ottappalam,Palakkad,KERALA,18
Ozhukarai Taluk,Puducherry,PUDUCHERRY,154
Pachpadra,Barmer,RAJASTHAN,2
Pachpahar,Jhalawar,RAJASTHAN,2
Padhar,Mandi,HIMACHAL PRADESH,1
Padmapur,Bargarh,ODISHA,31
Pahar Ganj,Central,DELHI,140
Pakala,Chittoor,ANDHRA PRADESH,16
Palacole,West Godavari,ANDHRA PRADESH,1
Palakkad,Palakkad,KERALA,55
Palamaner,Chittoor,ANDHRA PRADESH,6
Palampur,Kangra,HIMACHAL PRADESH,13
Palani,Dindigul,TAMILNADU,14
Palanpur,Banas Kantha,GUJARAT,1
Palasbari,Kamrup,ASSAM,1
Palasbari,Kamrup Metropolitan,ASSAM,34
Palayamkottai,Tirunelveli,TAMILNADU,20
Palghar,Palghar,MAHARASHTRA,153
Pali,Pali,RAJASTHAN,5
Palladam,Tiruppur,TAMILNADU,32
Pallipattu,Thiruvallur,TAMILNADU,1
Palsana,Surat,GUJARAT,105
Palus,Sangli,MAHARASHTRA,31
Palwal,Palwal,HARYANA,21
Palwancha,Bhadradri Kothagudem,TELANGANA,1
Pamidi,Anantapur,ANDHRA PRADESH,15
Panagar,Jabalpur,MADHYA PRADESH,7
Panchkula,Panchkula,HARYANA,256
Panchla,Haora,WEST BENGAL,3
Pandarak,Patna,BIHAR,2
Pandavapura,Mandya,KARNATAKA,5
Pandua,Hugli,WEST BENGAL,7
Panhala,Kolhapur,MAHARASHTRA,8
Panipat,Panipat,HARYANA,351
Panskura,Purba Medinipur,WEST BENGAL,2
Panvel,Raigarh,MAHARASHTRA,604
Paonta Sahib,Sirmaur,HIMACHAL PRADESH,11
Papanasam,Thanjavur,TAMILNADU,9
Pappireddipatti,Dharmapuri,TAMILNADU,3
Paramakudi,Ramanathapuram,TAMILNADU,5
Paravada,Visakhapatnam,ANDHRA PRADESH,11
Paravur,Ernakulam,KERALA,134
Parbhani,Parbhani,MAHARASHTRA,69
Pardi,Valsad,GUJARAT,217
Parliament Street,New Delhi,DELHI,124
Parner,Ahmadnagar,MAHARASHTRA,5
Partur,Jalna,MAHARASHTRA,8
Patancheru,Medak,TELANGANA,83
Pataudi,Gurgaon,HARYANA,2
Patel Nagar,West,DELHI,591
Pathanapuram,Kollam,KERALA,64
Pathankot,Pathankot,PUNJAB,5
Patiala,Patiala,PUNJAB,40
Patna Rural,Patna,BIHAR,136
Patnagarh,Balangir,ODISHA,89
Patran,Patiala,PUNJAB,5
Pattamundai,Kendrapara,ODISHA,3
Patti,Tarn Taran,PUNJAB,2
Pattukkottai,Thanjavur,TAMILNADU,2
Payal,Ludhiana,PUNJAB,17
Peapally,Kurnool,ANDHRA PRADESH,1
Pedagantyada,Visakhapatnam,ANDHRA PRADESH,10
Pedakakani,Guntur,ANDHRA PRADESH,43
Pedapadu,West Godavari,ANDHRA PRADESH,18
Pedavegi,West Godavari,ANDHRA PRADESH,19
Peddamandadi,Mahbubnagar,TELANGANA,1
Peddapalle,Peddapalli,TELANGANA,47
Peddapappur,Anantapur,ANDHRA PRADESH,8
Peddavadugur,Anantapur,ANDHRA PRADESH,10
Penamaluru,Krishna,ANDHRA PRADESH,57
Pendurthi,Visakhapatnam,ANDHRA PRADESH,5
Pentapadu,West Godavari,ANDHRA PRADESH,5
Penuganchiprolu,Krishna,ANDHRA PRADESH,8
Penukonda,Anantapur,ANDHRA PRADESH,12
Penumuru,Chittoor,ANDHRA PRADESH,2
Peraiyur,Madurai,TAMILNADU,22
Perambalur,Perambalur,TAMILNADU,23
Perinthalmanna,Malappuram,KERALA,15
Periyakulam,Theni,TAMILNADU,67
Pernem,North Goa,GOA,11
Perundurai,Erode,TAMILNADU,22
Peterwar,Bokaro,JHARKHAND,3
Petlawad,Jhabua,MADHYA PRADESH,1
Phagwara,Kapurthala,PUNJAB,132
Phillaur,Jalandhar,PUNJAB,45
Phulera (Hq.Sambhar),Jaipur,RAJASTHAN,3
Phulpur,Prayagraj,UTTAR PRADESH,8
Pileru,Chittoor,ANDHRA PRADESH,5
Pilibhit,Pilibhit,UTTAR PRADESH,2
Pindra,Varanasi,UTTAR PRADESH,62
Pipili,Puri,ODISHA,11
Piriyapatna,Mysuru,KARNATAKA,11
Pitlam,Nizamabad,TELANGANA,13
Pittalavanipalem,Guntur,ANDHRA PRADESH,2
Pokaran,Jaisalmer,RAJASTHAN,1
Poladpur,Raigarh,MAHARASHTRA,1
Polba - Dadpur,Hugli,WEST BENGAL,1
Pollachi,Coimbatore,TAMILNADU,8
Ponda,South Goa,GOA,20
Ponnamaravathi,Pudukkottai,TAMILNADU,1
Ponnani,Malappuram,KERALA,155
Ponneri,Thiruvallur,TAMILNADU,69
Ponnur,Guntur,ANDHRA PRADESH,7
Poonamallee,Thiruvallur,TAMILNADU,503
Preet Vihar,East,DELHI,684
Proddatur,Y.S.R.,ANDHRA PRADESH,6
Puducherry Taluk,Puducherry,PUDUCHERRY,233
Pudukkottai,Pudukkottai,TAMILNADU,4
Pudur,Rangareddy,TELANGANA,1
Pullampeta,Y.S.R.,ANDHRA PRADESH,11
Pune City,Pune,MAHARASHTRA,4584
Punganur,Chittoor,ANDHRA PRADESH,10
Punjabi Bagh,West,DELHI,310
Purandhar,Pune,MAHARASHTRA,12
Puri (M),Puri,ODISHA,21
Purna,Parbhani,MAHARASHTRA,4
Purnia East,Purnia,BIHAR,13
Puthalapattu,Chittoor,ANDHRA PRADESH,30
Puttur,Chittoor,ANDHRA PRADESH,29
Puttur,Dakshina Kannada,KARNATAKA,33
Quilandy,Kozhikode,KERALA,85
Qutubullapur,Rangareddy,TELANGANA,465
Radhapuram,Tirunelveli,TAMILNADU,9
Raghopur,Vaishali,BIHAR,4
Raghunathpalle,Jangoan,TELANGANA,19
Rahta,Ahmadnagar,MAHARASHTRA,11
Rahuri,Ahmadnagar,MAHARASHTRA,4
Raichur,Raichur,KARNATAKA,5
Raikot,Ludhiana,PUNJAB,3
Raipur,Raipur,CHATTISGARH,22
Raisen,Raisen,MADHYA PRADESH,16
Rajagangapur,Sundargarh,ODISHA,1
Rajahmundry (Urban),East Godavari,ANDHRA PRADESH,27
Rajahmundry Rural,East Godavari,ANDHRA PRADESH,2
Rajakhera,Dhaulpur,RAJASTHAN,9
Rajampet,Y.S.R.,ANDHRA PRADESH,26
Rajanagaram,East Godavari,ANDHRA PRADESH,2
Rajapalayam,Virudhunagar,TAMILNADU,54
Rajapur,Ratnagiri,MAHARASHTRA,1
Rajarhat,North Twenty Four Parganas,WEST BENGAL,428
Rajendranagar,Ranga Reddy,TELANGANA,324
Rajganj,Jalpaiguri,WEST BENGAL,19
Rajkot,Rajkot,GUJARAT,1
Rajouri Garden,West,DELHI,353
Rajpura,Patiala,PUNJAB,58
Rajsamand,Rajsamand,RAJASTHAN,2
Rajupalem,Guntur,ANDHRA PRADESH,1
Rajura,Chandrapur,MAHARASHTRA,19
Rakkar,Kangra,HIMACHAL PRADESH,2
Ramachandrapuram,Medak,TELANGANA,52
Ramagundam,Peddapalli,TELANGANA,22
Ramanagara,Ramanagara,KARNATAKA,235
Ramanathapuram,Ramanathapuram,TAMILNADU,16
Ramayampet,Medak,TELANGANA,27
Rambilli,Visakhapatnam,ANDHRA PRADESH,1
Ramgarh,Alwar,RAJASTHAN,3
Ramgarh,Ramgarh,JHARKHAND,1
Ramnagar,Bara Banki,UTTAR PRADESH,22
Ramnagar,Nainital,UTTARAKHAND,4
Rampura Phul,Bathinda,PUNJAB,4
Rampurhat - I,Birbhum,WEST BENGAL,1
Rangli Rangliot,Darjiling,WEST BENGAL,1
Rangra Chowk,Bhagalpur,BIHAR,10
Rania,Sirsa,HARYANA,34
Ranibennur,Haveri,KARNATAKA,7
Raniganj,Paschim Bardhaman,WEST BENGAL,3
Raptadu,Anantapur,ANDHRA PRADESH,8
Rasipuram,Namakkal,TAMILNADU,3
Ratlam,Ratlam,MADHYA PRADESH,2
Ratnagiri,Ratnagiri,MAHARASHTRA,13
Raurkela (ITS)P.S.,Sundargarh,ODISHA,27
Raurkela (M),Sundargarh,ODISHA,45
Rawatbhata,Chittaurgarh,RAJASTHAN,1
Rayachoti,Y.S.R.,ANDHRA PRADESH,19
Rayagada,Rayagada,ODISHA,3
Raybag,Belagavi,KARNATAKA,5
Rebbana,Kumuram Bheem Asifabad,TELANGANA,12
Remuna,Baleshwar,ODISHA,2
Renapur,Latur,MAHARASHTRA,26
Renigunta,Chittoor,ANDHRA PRADESH,49
Rewari,Rewari,HARYANA,13
Rishabhdeo,Udaipur,RAJASTHAN,1
Rishikesh,Dehradun,UTTARAKHAND,10
Rohtak,Rohtak,HARYANA,81
Roorkee,Hardwar,UTTARAKHAND,3
Ruksin,East Siang,ARUNACHAL PRADESH,4
Rup Nagar,Rupnagar,PUNJAB,33
SAS Nagar (Mohali),Sahibzada Ajit Singh Nagar,PUNJAB,356
Sadabad,Hathras,UTTAR PRADESH,2
