sdtname,dtname,stname,number_of_cell_towers
Maham,Rohtak,HARYANA,4
Mahavan,Mathura,UTTAR PRADESH,1
Mahbubnagar,Mahbubnagar,TELANGANA,3
Mahe Taluk,Mahe,PUDUCHERRY,3
Mahendragarh,Mahendragarh,HARYANA,2
Mahesana,Mahesana,GUJARAT,127
Maheshwar,West Nimar,MADHYA PRADESH,1
Mahidpur,Ujjain,MADHYA PRADESH,3
Mahuva,Bhavnagar,GUJARAT,2
Mahuva,Surat,GUJARAT,46
Majholi,Jabalpur,MADHYA PRADESH,1
Makloor,Nizamabad,TELANGANA,1
Malegaon,Washim,MAHARASHTRA,2
Malerkotla,Sangrur,PUNJAB,1
Malkajgiri,Rangareddy,TELANGANA,95
Mallappally,Pathanamthitta,KERALA,4
Mallial,Jagitial,TELANGANA,1
Malur,Kolar,KARNATAKA,2
Malwan,Sindhudurg,MAHARASHTRA,3
Mananthavady,Wayanad,KERALA,34
Mancherial,Adilabad,TELANGANA,1
Mandal,Bhilwara,RAJASTHAN,3
Mandi,Mandi,HIMACHAL PRADESH,26
Mandsaur,Mandsaur,MADHYA PRADESH,1
Mandya,Mandya,KARNATAKA,64
Manesar,Gurgaon,HARYANA,71
Mangalagiri,Guntur,ANDHRA PRADESH,13
Mangalore,Dakshina Kannada,KARNATAKA,37
Mangaon,Raigarh,MAHARASHTRA,2
Mangrol,Surat,GUJARAT,93
Mankapur,Gonda,UTTAR PRADESH,1
Mannarkad,Palakkad,KERALA,2
Manopad,Jogulamba Gadwal,TELANGANA,3
Mansa,Mansa,PUNJAB,6
Mantha,Jalna,MAHARASHTRA,29
Manubolu,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,1
Maredpalle,Hyderabad,TELANGANA,87
Maripeda,Warangal,TELANGANA,1
Martur,Prakasam,ANDHRA PRADESH,3
Matenhail,Jhajjar,HARYANA,1
Mathavaram,Thiruvallur,TAMILNADU,55
Mathura,Mathura,UTTAR PRADESH,23
Matigara,Darjiling,WEST BENGAL,16
Mauzamabad,Jaipur,RAJASTHAN,1
Mavelikkara,Alappuzha,KERALA,29
Mavli,Udaipur,RAJASTHAN,2
Mawal,Pune,MAHARASHTRA,174
Mawana,Meerut,UTTAR PRADESH,1
Medchal,Rangareddy,TELANGANA,14
Meenachil,Kottayam,KERALA,117
Meerut,Meerut,UTTAR PRADESH,21
Mehgaon,Bhind,MADHYA PRADESH,8
Mehkar,Buldana,MAHARASHTRA,4
Mehmedabad,Kheda,GUJARAT,12
Meja,Prayagraj,UTTAR PRADESH,1
Mendarda,Junagadh,GUJARAT,26
Mhow,Indore,MADHYA PRADESH,13
Midnapore,Medinipur West,WEST BENGAL,13
Miraj,Sangli,MAHARASHTRA,93
Miryalaguda,Nalgonda,TELANGANA,7
Mirzapur,Mirzapur,UTTAR PRADESH,1
Model Town,NORTH,DELHI,124
Modinagar,Ghaziabad,UTTAR PRADESH,6
Moga,Moga,PUNJAB,99
Mohania,Kaimur (Bhabua),BIHAR,9
Mohol,Solapur,MAHARASHTRA,2
Moonak,Sangrur,PUNJAB,1
Moradabad,Moradabad,UTTAR PRADESH,7
Morena,Morena,MADHYA PRADESH,27
Mormugao,South Goa,GOA,91
Morvi,Morbi,GUJARAT,45
Muddebihal,Vijayapura,KARNATAKA,3
Mukerian,Hoshiarpur,PUNJAB,5
Muktsar,Sri Muktsar Sahib,PUNJAB,1
Mukundapuram,Thrissur,KERALA,111
Mulshi,Pune,MAHARASHTRA,284
Mumbai Suburban,Mumbai Suburban,MAHARASHTRA,5050
Munagala,Nalgonda,TELANGANA,7
Munagapaka,Visakhapatnam,ANDHRA PRADESH,1
Mundra,Kachchh,GUJARAT,9
Murtijapur,Akola,MAHARASHTRA,5
Musheerabad,Hyderabad,TELANGANA,54
Muvattupuzha,Ernakulam,KERALA,9
Muzaffarnagar,Muzaffarnagar,UTTAR PRADESH,28
Mysore,Mysuru,KARNATAKA,358
Nabadwip,Nadia,WEST BENGAL,7
Nabha,Patiala,PUNJAB,4
Nadiad,Kheda,GUJARAT,33
Nagar,Ahmadnagar,MAHARASHTRA,47
Nagda,Ujjain,MADHYA PRADESH,11
Nagpur (Rural),Nagpur,MAHARASHTRA,37
Nagpur (Urban),Nagpur,MAHARASHTRA,260
Nagrota Bagwan,Kangra,HIMACHAL PRADESH,1
Naguluppala Padu,Prakasam,ANDHRA PRADESH,1
Naharlagun,Papum Pare,ARUNACHAL PRADESH,2
Naina Devi,Bilaspur,HIMACHAL PRADESH,18
Nainital,Nainital,UTTARAKHAND,1
Najafgarh,South West,DELHI,180
Nakhatrana,Kachchh,GUJARAT,2
Nakkapalle,Visakhapatnam,ANDHRA PRADESH,1
Nakrekal,Nalgonda,TELANGANA,4
Nalgonda,Nalgonda,TELANGANA,7
Namakkal,Namakkal,TAMILNADU,4
Namchi,South District,SIKKIM,3
Nampally,Hyderabad,TELANGANA,94
Nanded,Nanded,MAHARASHTRA,16
Nandgaon-Khandeshwar,Amravati,MAHARASHTRA,1
Nandigama,Krishna,ANDHRA PRADESH,3
Nandod,Narmada,GUJARAT,52
Nandura,Buldana,MAHARASHTRA,1
Nandyal,Kurnool,ANDHRA PRADESH,23
Nanjangud,Mysuru,KARNATAKA,25
Narela,NORTH,DELHI,141
Narendra Nagar,Tehri Garhwal,UTTARAKHAND,4
Narketpalle,Nalgonda,TELANGANA,2
Narnaul,Mahendragarh,HARYANA,2
Narnaund,Hisar,HARYANA,1
Narsipatnam,Visakhapatnam,ANDHRA PRADESH,2
Nashik,Nashik,MAHARASHTRA,279
Nasrullaganj,Sehore,MADHYA PRADESH,4
Natham,Dindigul,TAMILNADU,3
Navipet,Nizamabad,TELANGANA,2
Navsari,Navsari,GUJARAT,330
Nawabganj,Bara Banki,UTTAR PRADESH,1
Nawanshahr,Shahid Bhagat Singh Nagar,PUNJAB,3
Nedumangad,Thiruvananthapuram,KERALA,5
Nelamangala,Bengaluru Rural,KARNATAKA,9
Nellore,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,43
Neradigonda,Adilabad,TELANGANA,1
Nevasa,Ahmadnagar,MAHARASHTRA,13
Neyyattinkara,Thiruvananthapuram,KERALA,49
Nidadavole,West Godavari,ANDHRA PRADESH,2
Nihal Singhwala,Moga,PUNJAB,1
Nilakkottai,Dindigul,TAMILNADU,3
Nilambur,Malappuram,KERALA,22
Nilokheri,Karnal,HARYANA,41
Niphad,Nashik,MAHARASHTRA,5
Nirmal,Adilabad,TELANGANA,1
Nizamabad,Nizamabad,TELANGANA,103
North Guwahati (Pt),Kamrup Metropolitan,ASSAM,8
Nuh,Nuh,HARYANA,2
Okhamandal,Devbhumi Dwarka,GUJARAT,5
Olpad,Surat,GUJARAT,62
Omalur,Salem,TAMILNADU,5
Ondal,Paschim Bardhaman,WEST BENGAL,2
Ongole,Prakasam,ANDHRA PRADESH,36
Osmanabad,Osmanabad,MAHARASHTRA,5
Ottappalam,Palakkad,KERALA,67
Ozhukarai Taluk,Puducherry,PUDUCHERRY,2
Pachpadra,Barmer,RAJASTHAN,39
Pachpahar,Jhalawar,RAJASTHAN,4
Pahar Ganj,Central,DELHI,93
Paithan,Aurangabad,MAHARASHTRA,6
Pakala,Chittoor,ANDHRA PRADESH,2
Palacole,West Godavari,ANDHRA PRADESH,11
Palakkad,Palakkad,KERALA,84
Palamaner,Chittoor,ANDHRA PRADESH,1
Palampur,Kangra,HIMACHAL PRADESH,9
Palani,Dindigul,TAMILNADU,2
Palanpur,Banas Kantha,GUJARAT,63
Palayamkottai,Tirunelveli,TAMILNADU,2
Palghar,Palghar,MAHARASHTRA,77
Palitana,Bhavnagar,GUJARAT,5
Palladam,Tiruppur,TAMILNADU,1
Palsana,Surat,GUJARAT,113
Palus,Sangli,MAHARASHTRA,1
Palwal,Palwal,HARYANA,52
Panagar,Jabalpur,MADHYA PRADESH,8
Panchkula,Panchkula,HARYANA,251
Pandharpur,Solapur,MAHARASHTRA,6
Pandua,Hugli,WEST BENGAL,5
Panhala,Kolhapur,MAHARASHTRA,2
Panipat,Panipat,HARYANA,79
Panskura,Purba Medinipur,WEST BENGAL,2
Panvel,Raigarh,MAHARASHTRA,448
Paradip,Jagatsinghapur,ODISHA,4
Paravada,Visakhapatnam,ANDHRA PRADESH,6
Paravur,Ernakulam,KERALA,48
Parbhani,Parbhani,MAHARASHTRA,41
Pardi,Valsad,GUJARAT,250
Pargi,Rangareddy,TELANGANA,2
Parigi,Anantapur,ANDHRA PRADESH,1
Parliament Street,New Delhi,DELHI,114
Parner,Ahmadnagar,MAHARASHTRA,6
Partur,Jalna,MAHARASHTRA,11
Patan-Veraval,Gir Somnath,GUJARAT,12
Patancheru,Medak,TELANGANA,7
Pataudi,Gurgaon,HARYANA,14
Patel Nagar,West,DELHI,318
Pathanapuram,Kollam,KERALA,85
Pathankot,Pathankot,PUNJAB,11
Patiala,Patiala,PUNJAB,51
Patna Rural,Patna,BIHAR,35
Payakaraopeta,Visakhapatnam,ANDHRA PRADESH,1
Payal,Ludhiana,PUNJAB,4
Pedagantyada,Visakhapatnam,ANDHRA PRADESH,4
Pedakakani,Guntur,ANDHRA PRADESH,24
Pedapadu,West Godavari,ANDHRA PRADESH,4
Pedaparupudi,Krishna,ANDHRA PRADESH,3
Pedavegi,West Godavari,ANDHRA PRADESH,5
Peerumade,Idukki,KERALA,1
Peint,Nashik,MAHARASHTRA,14
Pellakur,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,2
Pen,Raigarh,MAHARASHTRA,2
Penamaluru,Krishna,ANDHRA PRADESH,42
Peravali,West Godavari,ANDHRA PRADESH,1
Perinthalmanna,Malappuram,KERALA,11
Pernem,North Goa,GOA,12
Perundurai,Erode,TAMILNADU,6
Phagwara,Kapurthala,PUNJAB,15
Phillaur,Jalandhar,PUNJAB,1
Pichhore,Gwalior,MADHYA PRADESH,7
Pindra,Varanasi,UTTAR PRADESH,11
Pindwara,Sirohi,RAJASTHAN,51
Pipili,Puri,ODISHA,1
Pitlam,Nizamabad,TELANGANA,3
Podili,Prakasam,ANDHRA PRADESH,7
Poduru,West Godavari,ANDHRA PRADESH,2
Pokaran,Jaisalmer,RAJASTHAN,1
Polba - Dadpur,Hugli,WEST BENGAL,2
Pollachi,Coimbatore,TAMILNADU,3
Ponda,South Goa,GOA,51
Ponnani,Malappuram,KERALA,47
Ponneri,Thiruvallur,TAMILNADU,14
Poonamallee,Thiruvallur,TAMILNADU,29
Porbandar,Porbandar,GUJARAT,7
Poundi-Uproda,Korba,CHATTISGARH,1
Preet Vihar,East,DELHI,294
Proddatur,Y.S.R.,ANDHRA PRADESH,32
Puducherry Taluk,Puducherry,PUDUCHERRY,40
Pune City,Pune,MAHARASHTRA,1582
Punjabi Bagh,West,DELHI,125
Purbasthali - I,Purba Bardhaman,WEST BENGAL,1
Puri (M),Puri,ODISHA,10
Puttaparthi,Anantapur,ANDHRA PRADESH,2
Quepem,South Goa,GOA,50
Quilandy,Kozhikode,KERALA,45
Qutubullapur,Rangareddy,TELANGANA,87
Rae Bareli,Rae Bareli,UTTAR PRADESH,1
Raghogarh,Guna,MADHYA PRADESH,4
Raghopur,Vaishali,BIHAR,1
Raghunathpur - I,Puruliya,WEST BENGAL,1
Raghurajnagar,Satna,MADHYA PRADESH,7
Rahatgarh,Sagar,MADHYA PRADESH,1
Rahta,Ahmadnagar,MAHARASHTRA,6
Raigarh,Raigarh,CHATTISGARH,1
Raipur,Raipur,CHATTISGARH,25
Raisen,Raisen,MADHYA PRADESH,1
Rajahmundry (Urban),East Godavari,ANDHRA PRADESH,18
Rajahmundry Rural,East Godavari,ANDHRA PRADESH,1
Rajanagaram,East Godavari,ANDHRA PRADESH,8
Rajapalayam,Virudhunagar,TAMILNADU,4
Rajarhat,North Twenty Four Parganas,WEST BENGAL,333
Rajendranagar,Ranga Reddy,TELANGANA,84
Rajganj,Jalpaiguri,WEST BENGAL,19
Rajgarh,Churu,RAJASTHAN,1
Rajkot,Rajkot,GUJARAT,192
Rajouri Garden,West,DELHI,128
Rajpura,Patiala,PUNJAB,39
Rajula,Amreli,GUJARAT,14
Ramabhadrapuram,Vizianagaram,ANDHRA PRADESH,1
Ramachandrapuram,Medak,TELANGANA,20
Ramanagara,Ramanagara,KARNATAKA,45
Ramanujnagar,Surajpur,CHATTISGARH,1
Ramayampet,Medak,TELANGANA,7
Ramganj Mandi,Kota,RAJASTHAN,4
Rampurhat - I,Birbhum,WEST BENGAL,1
Ranni,Pathanamthitta,KERALA,7
Ratlam,Ratlam,MADHYA PRADESH,20
Ratnagiri,Ratnagiri,MAHARASHTRA,25
Raurkela (ITS)P.S.,Sundargarh,ODISHA,4
Ravulapalem,East Godavari,ANDHRA PRADESH,1
Renapur,Latur,MAHARASHTRA,16
Rewari,Rewari,HARYANA,50
Rishikesh,Dehradun,UTTARAKHAND,1
Rohtak,Rohtak,HARYANA,13
Roorkee,Hardwar,UTTARAKHAND,8
Rup Nagar,Rupnagar,PUNJAB,50
S.Mydukur,Y.S.R.,ANDHRA PRADESH,2
SAS Nagar (Mohali),Sahibzada Ajit Singh Nagar,PUNJAB,153
Sadar Bazar,CENTRAL,DELHI,50
Sadasivanagar,Nizamabad,TELANGANA,24
Sadulshahar,Ganganagar,RAJASTHAN,4
Sagar,Sagar,MADHYA PRADESH,2
Saharanpur,Saharanpur,UTTAR PRADESH,15
Saidabad,Hyderabad,TELANGANA,50
Sailu,Parbhani,MAHARASHTRA,4
Sakaldiha,Chandauli,UTTAR PRADESH,4
Sakleshpur,Hassan,KARNATAKA,1
Sakti,Janjgir - Champa,CHATTISGARH,1
Salcete,South Goa,GOA,288
Salem,Salem,TAMILNADU,151
Samalkha,Panipat,HARYANA,41
Samalkota,East Godavari,ANDHRA PRADESH,2
Sambalpur (M),Sambalpur,ODISHA,1
Sambhal,Moradabad,UTTAR PRADESH,5
Sampla,Rohtak,HARYANA,2
Samrala,Ludhiana,PUNJAB,5
Sanand,Ahmadabad,GUJARAT,8
Sandur,Ballari,KARNATAKA,1
Sangameshwar,Ratnagiri,MAHARASHTRA,1
Sangamner,Ahmadnagar,MAHARASHTRA,17
Sanganer,Jaipur,RAJASTHAN,27
Sangareddy,Medak,TELANGANA,1
Sangole,Solapur,MAHARASHTRA,1
Sanguem,South Goa,GOA,21
Sankarankoil,Tirunelveli,TAMILNADU,2
Sankari,Salem,TAMILNADU,6
Sankhavaram,East Godavari,ANDHRA PRADESH,1
Sankrail,Haora,WEST BENGAL,1
Santipur,Nadia,WEST BENGAL,2
Saraswati Vihar,North West,DELHI,305
Saroornagar,Ranga Reddy,TELANGANA,158
Sasaram,Rohtas,BIHAR,11
Sasni,Hathras,UTTAR PRADESH,2
Satara,Satara,MAHARASHTRA,8
Satari,North Goa,GOA,9
Satyavedu,Chittoor,ANDHRA PRADESH,1
Savar Kundla,Amreli,GUJARAT,125
Savli,Vadodara,GUJARAT,4
Savner,Nagpur,MAHARASHTRA,3
Sawai Madhopur,Sawai Madhopur,RAJASTHAN,1
Sawantwadi,Sindhudurg,MAHARASHTRA,6
Sawer,Indore,MADHYA PRADESH,3
Secunderabad,Hyderabad,TELANGANA,63
Seelam Pur,NORTH EAST,DELHI,31
Seema Puri,Shahdara,DELHI,34
Sehore,Sehore,MADHYA PRADESH,4
Seoni,Seoni,MADHYA PRADESH,2
Serampur Uttarpara,Hugli,WEST BENGAL,45
Serilingampally,Ranga Reddy,TELANGANA,189
Shahapur,Thane,MAHARASHTRA,1
Shahbad,Kurukshetra,HARYANA,62
Shahdara,Shahdara,DELHI,2
Shahpur,Betul,MADHYA PRADESH,1
Shahpura,Jaipur,RAJASTHAN,5
Shahuwadi,Kolhapur,MAHARASHTRA,1
Shaikpet,Hyderabad,TELANGANA,135
Shamgarh,Mandsaur,MADHYA PRADESH,10
Shamirpet,Rangareddy,TELANGANA,3
Shamli,Shamli,UTTAR PRADESH,19
Shamshabad,Ranga Reddy,TELANGANA,32
Shankarampet (R),Medak,TELANGANA,1
Sheoganj,Sirohi,RAJASTHAN,13
Sheosagar,Rohtas,BIHAR,8
Shevgaon,Ahmadnagar,MAHARASHTRA,2
Shiggaon,Haveri,KARNATAKA,1
Shimla   ( Rural ),Shimla,HIMACHAL PRADESH,1
Shimoga,Shivamogga,KARNATAKA,28
Shirur,Pune,MAHARASHTRA,11
Sholinganallur,Kancheepuram,TAMILNADU,135
Shrigonda,Ahmadnagar,MAHARASHTRA,8
Shrirampur,Ahmadnagar,MAHARASHTRA,8
Shrirangapattana,Mandya,KARNATAKA,31
Siddipet,Medak,TELANGANA,2
Sidhpur,Patan,GUJARAT,48
Sihor,Bhavnagar,GUJARAT,12
Sikandrabad,Bulandshahr,UTTAR PRADESH,1
Sikar,Sikar,RAJASTHAN,3
Sillod,Aurangabad,MAHARASHTRA,3
Sindkhed Raja,Buldana,MAHARASHTRA,3
Sindkhede,Dhule,MAHARASHTRA,3
Singarayakonda,Prakasam,ANDHRA PRADESH,1
Singur,Hugli,WEST BENGAL,19
Sinnar,Nashik,MAHARASHTRA,17
Sinor,Vadodara,GUJARAT,2
Sira,Tumakuru,KARNATAKA,5
Sirathu,Kaushambi,UTTAR PRADESH,2
Sirohi,Sirohi,RAJASTHAN,59
Sirsa,Sirsa,HARYANA,8
Sirsi,Uttara Kannada,KARNATAKA,1
Sirvel,Kurnool,ANDHRA PRADESH,2
Sivagiri,Tirunelveli,TAMILNADU,1
Sivakasi,Virudhunagar,TAMILNADU,1
Siwana,Barmer,RAJASTHAN,36
Sohna,Gurgaon,HARYANA,92
Sojat,Pali,RAJASTHAN,1
Solan,Solan,HIMACHAL PRADESH,1
Solapur North,Solapur,MAHARASHTRA,57
Solapur South,Solapur,MAHARASHTRA,1
Somvarpet,Kodagu,KARNATAKA,1
Sonarpur,South Twenty Four Parganas,WEST BENGAL,332
Sonepur,Saran,BIHAR,4
Sonipat,Sonipat,HARYANA,164
Sonpeth,Parbhani,MAHARASHTRA,2
Sri Madhopur,Sikar,RAJASTHAN,1
Srikakulam,Srikakulam,ANDHRA PRADESH,4
Srikalahasti,Chittoor,ANDHRA PRADESH,2
Sriperumbudur,Kancheepuram,TAMILNADU,34
Srirangam,Tiruchirappalli,TAMILNADU,1
Srungavarapukota,Vizianagaram,ANDHRA PRADESH,1
Sudhagad,Raigarh,MAHARASHTRA,1
Sullurpeta,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,5
Sultanpur,Sultanpur,UTTAR PRADESH,1
Sultanpur Lodhi,Kapurthala,PUNJAB,3
Sulthanbathery,Wayanad,KERALA,54
Sulur,Coimbatore,TAMILNADU,6
Sumerpur,Pali,RAJASTHAN,27
Sundarnagar,Mandi,HIMACHAL PRADESH,34
Surat City,Surat,GUJARAT,687
Suryapet,Nalgonda,TELANGANA,30
Suti - I,Murshidabad,WEST BENGAL,1
Suti - II,Murshidabad,WEST BENGAL,7
Suwasara,Mandsaur,MADHYA PRADESH,5
Tada,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,1
Tadepalle,Guntur,ANDHRA PRADESH,22
Tadepalligudem,West Godavari,ANDHRA PRADESH,1
Tadikonda,Guntur,ANDHRA PRADESH,2
Tadpatri,Anantapur,ANDHRA PRADESH,9
Tal,Ratlam,MADHYA PRADESH,4
Talaja,Bhavnagar,GUJARAT,17
Talala,Gir Somnath,GUJARAT,10
Talappilly,Thrissur,KERALA,53
Talasari,Palghar,MAHARASHTRA,2
Taliparamba,Kannur,KERALA,11
Tamando,Khordha,ODISHA,1
Tambaram,Kancheepuram,TAMILNADU,41
Tamluk,Purba Medinipur,WEST BENGAL,3
Tandur,Rangareddy,TELANGANA,2
Tangutur,Prakasam,ANDHRA PRADESH,1
Tankara,Morbi,GUJARAT,21
Tanuku,West Godavari,ANDHRA PRADESH,2
Taoru,Nuh,HARYANA,7
Tarabganj,Gonda,UTTAR PRADESH,27
Tarn Taran,Tarn Taran,PUNJAB,44
Tasgaon,Sangli,MAHARASHTRA,31
Tenkasi,Tirunelveli,TAMILNADU,2
Teosa,Amravati,MAHARASHTRA,1
Thakurdwara,Moradabad,UTTAR PRADESH,9
Thakurpukur Mahestola,South Twenty Four Parganas,WEST BENGAL,111
Thalassery,Kannur,KERALA,14
Thane,Thane,MAHARASHTRA,1959
Thanesar,Kurukshetra,HARYANA,162
Thanjavur,Thanjavur,TAMILNADU,9
Thipparthi,Nalgonda,TELANGANA,2
Thiruvalla,Pathanamthitta,KERALA,71
Thiruvallur,Thiruvallur,TAMILNADU,35
Thiruvananthapuram,Thiruvananthapuram,KERALA,318
Thiruvarur,Thiruvarur,TAMILNADU,2
Thiruverumbur,Tiruchirappalli,TAMILNADU,12
Thodupuzha,Idukki,KERALA,14
Thondangi,East Godavari,ANDHRA PRADESH,2
Thrissur,Thrissur,KERALA,309
Tibi,Hanumangarh,RAJASTHAN,1
Tindivanam,Viluppuram,TAMILNADU,2
Tirthahalli,Shivamogga,KARNATAKA,1
Tirtol,Jagatsinghapur,ODISHA,1
Tiruchengode,Namakkal,TAMILNADU,2
Tiruchirappalli,Tiruchirappalli,TAMILNADU,9
Tirukalukundram,Kancheepuram,TAMILNADU,5
Tirumalagiri,Hyderabad,TELANGANA,73
Tirupati (Rural),Chittoor,ANDHRA PRADESH,5
Tirupati (Urban),Chittoor,ANDHRA PRADESH,37
Tiruppur,Tiruppur,TAMILNADU,61
Tirur,Malappuram,KERALA,115
Tirurangadi,Malappuram,KERALA,43
Tiruttani,Thiruvallur,TAMILNADU,9
Tiruvannamalai,Tiruvannamalai,TAMILNADU,2
Tiruvuru,Krishna,ANDHRA PRADESH,2
Tiswadi,North Goa,GOA,192
Tlangnuam (Part),Kolasib,MIZORAM,1
Tohana,Fatehabad,HARYANA,2
Tuljapur,Osmanabad,MAHARASHTRA,12
Tumkur,Tumakuru,KARNATAKA,81
Tuni,East Godavari,ANDHRA PRADESH,4
Tupran,Medak,TELANGANA,4
Udhagamandalam,The Nilgiris,TAMILNADU,58
Udumbanchola,Idukki,KERALA,54
Udupi,Udupi,KARNATAKA,18
Ujjain,Ujjain,MADHYA PRADESH,5
Ulhasnagar,Thane,MAHARASHTRA,35
Umbergaon,Valsad,GUJARAT,88
Umrala,Bhavnagar,GUJARAT,3
Unchahara,Satna,MADHYA PRADESH,3
Unguturu,Krishna,ANDHRA PRADESH,5
Unguturu,West Godavari,ANDHRA PRADESH,3
Unjha,Mahesana,GUJARAT,53
Unnao,Unnao,UTTAR PRADESH,62
Uppal,Rangareddy,TELANGANA,181
Uran,Raigarh,MAHARASHTRA,18
Uthamapalayam,Theni,TAMILNADU,2
Vada,Palghar,MAHARASHTRA,4
Vadakara,Kozhikode,KERALA,32
Vadgam,Banas Kantha,GUJARAT,26
Vadodara,Vadodara,GUJARAT,707
Vaghodia,Vadodara,GUJARAT,27
Vaibhavvadi,Sindhudurg,MAHARASHTRA,4
Vaikom,Kottayam,KERALA,62
Vallabhipur,Bhavnagar,GUJARAT,8
Vallabhnagar,Udaipur,RAJASTHAN,1
Vallur,Y.S.R.,ANDHRA PRADESH,6
Valod,Tapi,GUJARAT,10
Valsad,Valsad,GUJARAT,116
Vandavasi,Tiruvannamalai,TAMILNADU,3
Vanthali,Junagadh,GUJARAT,3
Vanur,Viluppuram,TAMILNADU,2
Varadaiahpalem,Chittoor,ANDHRA PRADESH,1
Varanasi,Varanasi,UTTAR PRADESH,186
Varni,Nizamabad,TELANGANA,1
Vasai,Palghar,MAHARASHTRA,254
Vasant Vihar,NEW DELHI,DELHI,552
Vazhapadi,Salem,TAMILNADU,1
Veeravasaram,West Godavari,ANDHRA PRADESH,1
Vellore,Vellore,TAMILNADU,11
Vemulapalle,Nalgonda,TELANGANA,1
Vetapalem,Prakasam,ANDHRA PRADESH,2
Vijayawada (Rural),Krishna,ANDHRA PRADESH,31
Vijayawada (Urban),Krishna,ANDHRA PRADESH,311
Vikas Nagar,Dehradun,UTTARAKHAND,1
Vilavancode,Kanniyakumari,TAMILNADU,1
Viluppuram,Viluppuram,TAMILNADU,5
Virudhachalam,Cuddalore,TAMILNADU,3
Visakhapatnam (Rural),Visakhapatnam,ANDHRA PRADESH,3
Visakhapatnam (Urban),Visakhapatnam,ANDHRA PRADESH,89
Vishnupur,Bankura,WEST BENGAL,2
Visnagar,Mahesana,GUJARAT,9
Vivek Vihar,Shahdara,DELHI,73
Vizianagaram,Vizianagaram,ANDHRA PRADESH,19
Vuyyuru,Krishna,ANDHRA PRADESH,3
Vyara,Tapi,GUJARAT,6
Vythiri,Wayanad,KERALA,34
Wadhwan,Surendranagar,GUJARAT,4
Wadwani,Bid,MAHARASHTRA,5
Wai,Satara,MAHARASHTRA,13
Wallajah,Vellore,TAMILNADU,6
Walwa,Sangli,MAHARASHTRA,8
Wani,Yavatmal,MAHARASHTRA,10
Warangal,Warangal,TELANGANA,18
Waraseoni,Balaghat,MADHYA PRADESH,1
Wardha,Wardha,MAHARASHTRA,8
Washi,Osmanabad,MAHARASHTRA,2
Washim,Washim,MAHARASHTRA,5
Yadagirigutta,Yadadri Bhuvanagiri,TELANGANA,15
Yamkeshwar,Garhwal,UTTARAKHAND,2
Yavatmal,Yavatmal,MAHARASHTRA,14
Yelamanchili,Visakhapatnam,ANDHRA PRADESH,2
Yelbarga,Koppal,KARNATAKA,1
Yercaud,Salem,TAMILNADU,6
Yerpedu,Chittoor,ANDHRA PRADESH,1
Yerragondapalem,Prakasam,ANDHRA PRADESH,1
Yerraguntla,Y.S.R.,ANDHRA PRADESH,16
Zahirabad,Medak,TELANGANA,4
Zarugumilli,Prakasam,ANDHRA PRADESH,1
Zira,Firozpur,PUNJAB,12
